mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_epsilon,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.004877042770385742,0.0008357952605059291,0.0006676197052001953,0.00012960986574025207,59.04619278348473,0.5576602568981697,1.9339692287464023,rbf,"{'C': np.float64(59.04619278348473), 'epsilon': np.float64(0.5576602568981697), 'gamma': np.float64(1.9339692287464023), 'kernel': 'rbf'}",-7.4060058479812945,-8.891367543000852,-7.35158018365327,-9.281990659301842,-8.06581507816931,-8.199351862421313,0.7767804396837367,108
0.006026506423950195,0.0008002383562537216,0.0008352279663085937,0.00016801832103610043,63.11143022844966,0.49103021031296923,2.016540310412596,rbf,"{'C': np.float64(63.11143022844966), 'epsilon': np.float64(0.49103021031296923), 'gamma': np.float64(2.016540310412596), 'kernel': 'rbf'}",-7.291418811989991,-8.762867913955562,-7.20577665234853,-9.25048365029142,-7.9886616927121015,-8.09984174425952,0.8035971039611436,101
0.004071807861328125,0.0006693766011047506,0.0007779598236083984,0.0001301567181311671,52.97604072296396,0.7113493806048952,3.8880206317322297,rbf,"{'C': np.float64(52.97604072296396), 'epsilon': np.float64(0.7113493806048952), 'gamma': np.float64(3.8880206317322297), 'kernel': 'rbf'}",-7.282134575331581,-8.267539749091867,-7.281661687071593,-8.860565254483653,-7.707251474942703,-7.8798305481842785,0.6094241523764252,67
0.005111265182495117,0.0009289798544507102,0.0008271217346191406,0.00015422858373335908,36.97958628135784,0.5430883224122627,1.9914544650150179,rbf,"{'C': np.float64(36.97958628135784), 'epsilon': np.float64(0.5430883224122627), 'gamma': np.float64(1.9914544650150179), 'kernel': 'rbf'}",-7.421861444621692,-9.193514880725031,-7.707596409942721,-9.071132584566545,-8.110718232150655,-8.300964710401328,0.7142697775100639,110
0.0031171321868896486,0.0005140932067830143,0.0006225109100341797,5.5497167454306966e-05,36.838791633777724,0.5868154576920253,0.6323529011898594,rbf,"{'C': np.float64(36.838791633777724), 'epsilon': np.float64(0.5868154576920253), 'gamma': np.float64(0.6323529011898594), 'kernel': 'rbf'}",-8.514375020537218,-10.947078549158674,-9.608453688243573,-9.338104597589085,-8.77564772644049,-9.436731916393807,0.8494865761842785,191
0.004334592819213867,0.0004022366228551362,0.0006770133972167969,0.00016477367255294062,55.93199213310596,0.5352523428669245,1.407995955578116,rbf,"{'C': np.float64(55.93199213310596), 'epsilon': np.float64(0.5352523428669245), 'gamma': np.float64(1.407995955578116), 'kernel': 'rbf'}",-7.881952913090001,-9.739603533586617,-8.28728256721066,-9.80651298867776,-8.697872460725428,-8.882644892658094,0.7717372557083739,143
0.005133199691772461,0.0008431711851424697,0.0009678363800048828,0.00010913182767949433,59.81185789097456,0.3956730876467302,1.270186001587481,rbf,"{'C': np.float64(59.81185789097456), 'epsilon': np.float64(0.3956730876467302), 'gamma': np.float64(1.270186001587481), 'kernel': 'rbf'}",-8.007775003825714,-10.025136543225807,-8.5334126499165,-9.943115722160304,-8.866646212540791,-9.075217226333823,0.7914646515008567,153
0.005272531509399414,0.0008350980482962144,0.0009864330291748046,0.00018252050819589645,32.45458234695919,0.09738377677666103,3.010899407753835,rbf,"{'C': np.float64(32.45458234695919), 'epsilon': np.float64(0.09738377677666103), 'gamma': np.float64(3.010899407753835), 'kernel': 'rbf'}",-7.104122883644148,-8.534633548105102,-7.062790088084396,-8.718826506263202,-7.723173180522663,-7.828709241323902,0.694756543173465,46
0.005191373825073242,0.0012041612232742914,0.0009004116058349609,0.00016065510748789933,34.22674837081484,0.3884236848525689,1.65943092337977,rbf,"{'C': np.float64(34.22674837081484), 'epsilon': np.float64(0.3884236848525689), 'gamma': np.float64(1.65943092337977), 'kernel': 'rbf'}",-7.689475461120627,-9.843361329847895,-8.173557599793796,-9.256359381053182,-8.411590698958777,-8.674868894154855,0.7739682678781801,134
0.006042575836181641,0.00018777200679001384,0.0010713577270507813,1.788082121887178e-05,36.62275146840179,0.5326714127168442,1.700390304305665,rbf,"{'C': np.float64(36.62275146840179), 'epsilon': np.float64(0.5326714127168442), 'gamma': np.float64(1.700390304305665), 'kernel': 'rbf'}",-7.658043559278911,-9.677078922486631,-8.069871274630213,-9.294802693997386,-8.363519620184974,-8.612663214115623,0.7571379498622286,133
0.0066855430603027345,0.0005587901724395717,0.001116943359375,6.151964450537048e-05,55.09216375216786,0.19545234054002353,2.7726157664725393,rbf,"{'C': np.float64(55.09216375216786), 'epsilon': np.float64(0.19545234054002353), 'gamma': np.float64(2.7726157664725393), 'kernel': 'rbf'}",-6.855103450868399,-8.284791274115353,-6.929867830603968,-8.872002794248191,-7.6016439831997,-7.708681866607122,0.7786940545659834,7
