mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_epsilon,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.009185504913330079,0.0023270861377391082,0.0011641025543212891,9.456807346926773e-05,59.04619278348473,0.5576602568981697,1.9339692287464023,rbf,"{'C': np.float64(59.04619278348473), 'epsilon': np.float64(0.5576602568981697), 'gamma': np.float64(1.9339692287464023), 'kernel': 'rbf'}",-7.342751920587285,-7.8027541731935575,-8.240989097664036,-8.132546245062066,-7.687156311328933,-7.841239549567176,0.32198508561434697,117
0.00769190788269043,0.0010831614133752288,0.001402139663696289,0.0005388175702070348,63.11143022844966,0.49103021031296923,2.016540310412596,rbf,"{'C': np.float64(63.11143022844966), 'epsilon': np.float64(0.49103021031296923), 'gamma': np.float64(2.016540310412596), 'kernel': 'rbf'}",-7.355601242829096,-7.802538993192939,-8.288651732488411,-8.176000775606383,-7.740016767075896,-7.8725619022385445,0.33314430528875955,140
0.0068875312805175785,0.0019572420809155543,0.0011921405792236328,7.413160194009483e-05,52.97604072296396,0.7113493806048952,3.8880206317322297,rbf,"{'C': np.float64(52.97604072296396), 'epsilon': np.float64(0.7113493806048952), 'gamma': np.float64(3.8880206317322297), 'kernel': 'rbf'}",-7.374574366973925,-7.783615032365069,-8.499181738764998,-8.410227691534214,-8.128671404224978,-8.039254046772635,0.4157645423090957,198
0.0056877613067626955,0.0008315896139081038,0.0011241436004638672,0.0001785554288865839,36.97958628135784,0.5430883224122627,1.9914544650150179,rbf,"{'C': np.float64(36.97958628135784), 'epsilon': np.float64(0.5430883224122627), 'gamma': np.float64(1.9914544650150179), 'kernel': 'rbf'}",-7.072504153528935,-7.7131122368318055,-8.188087431484098,-8.0164981731061,-7.5083462184567225,-7.6997096426815315,0.39218723918261067,73
0.006340742111206055,0.0008741626095087742,0.0018244266510009765,0.0016158190962674139,36.838791633777724,0.5868154576920253,0.6323529011898594,rbf,"{'C': np.float64(36.838791633777724), 'epsilon': np.float64(0.5868154576920253), 'gamma': np.float64(0.6323529011898594), 'kernel': 'rbf'}",-6.410172229885637,-8.177471597925065,-8.402501116531841,-7.544367183809209,-7.629777825335858,-7.632857990697522,0.6916292507313374,39
0.008856391906738282,0.0020256907604891956,0.002091646194458008,0.0015992146029118338,55.93199213310596,0.5352523428669245,1.407995955578116,rbf,"{'C': np.float64(55.93199213310596), 'epsilon': np.float64(0.5352523428669245), 'gamma': np.float64(1.407995955578116), 'kernel': 'rbf'}",-7.160484949707711,-7.60301162062908,-8.193179230463157,-8.052029850842665,-7.461972601595322,-7.694135650647587,0.38055724770239036,71
0.00940251350402832,0.0023906680866906237,0.001924610137939453,0.0016571996400934735,59.81185789097456,0.3956730876467302,1.270186001587481,rbf,"{'C': np.float64(59.81185789097456), 'epsilon': np.float64(0.3956730876467302), 'gamma': np.float64(1.270186001587481), 'kernel': 'rbf'}",-7.118593344352559,-7.573572039668587,-8.21111890485445,-8.07713908202024,-7.4555235317907425,-7.687189380537316,0.40408967671158563,70
0.006785058975219726,0.0015866459307048715,0.0013031005859375,0.0003956051715568773,32.45458234695919,0.09738377677666103,3.010899407753835,rbf,"{'C': np.float64(32.45458234695919), 'epsilon': np.float64(0.09738377677666103), 'gamma': np.float64(3.010899407753835), 'kernel': 'rbf'}",-7.134339665629705,-7.85094930410112,-8.419932595359798,-8.174359047465027,-7.8004226697755925,-7.876000656466248,0.43388484907497155,145
0.006410074234008789,0.0006924305281623185,0.001111888885498047,6.82832808465006e-05,34.22674837081484,0.3884236848525689,1.65943092337977,rbf,"{'C': np.float64(34.22674837081484), 'epsilon': np.float64(0.3884236848525689), 'gamma': np.float64(1.65943092337977), 'kernel': 'rbf'}",-6.943871891150591,-7.641081942220347,-8.27280966953196,-7.925112927501932,-7.470431485114773,-7.65066158310392,0.4459861227168541,51
0.006543159484863281,0.0003139432623146604,0.0015896797180175782,0.0006763834762635967,36.62275146840179,0.5326714127168442,1.700390304305665,rbf,"{'C': np.float64(36.62275146840179), 'epsilon': np.float64(0.5326714127168442), 'gamma': np.float64(1.700390304305665), 'kernel': 'rbf'}",-7.003563239509372,-7.648296745110013,-8.218331963724333,-7.9481096545392935,-7.455659630115526,-7.654792246599707,0.4165110622157841,57
0.008614873886108399,0.0015640360305619497,0.0011999130249023438,0.0002556892882116545,55.09216375216786,0.19545234054002353,2.7726157664725393,rbf,"{'C': np.float64(55.09216375216786), 'epsilon': np.float64(0.19545234054002353), 'gamma': np.float64(2.7726157664725393), 'kernel': 'rbf'}",-7.228986868613046,-7.764394499994775,-8.348836791827274,-8.266140664938696,-7.802824559630578,-7.882236677000874,0.4029953633321549,148
0.004881858825683594,0.0005206562854983117,0.0010653495788574218,4.871857169776011e-05,63.40265674663917,1.129128544813202,3.740572902876424,rbf,"{'C': np.float64(63.40265674663917), 'epsilon': np.float64(1.129128544813202), 'gamma': np.float64(3.740572902876424), 'kernel': 'rbf'}",-7.4019743187470795,-7.7124007825397305,-8.42224536058377,-8.404802616412134,-8.143125751640381,-8.016909765984618,0.40038971214674257,191
0.007851552963256837,0.0015562303816174568,0.0010982036590576171,8.747205637966459e-05,62.471889418641496,1.1291434622744845,2.001968721627154,rbf,"{'C': np.float64(62.471889418641496), 'epsilon': np.float64(1.1291434622744845), 'gamma': np.float64(2.001968721627154), 'kernel': 'rbf'}",-7.299394298894464,-7.713311095689707,-8.261472748611785,-8.046206169217797,-7.754808077214049,-7.81503847792556,0.3263762063556736,106
0.006202507019042969,0.00040185054801424486,0.0010518550872802735,2.2235852855204942e-05,40.128480651249085,0.2678391883078272,1.416239311133126,rbf,"{'C': np.float64(40.128480651249085), 'epsilon': np.float64(0.2678391883078272), 'gamma': np.float64(1.416239311133126), 'kernel': 'rbf'}",-6.945011269288037,-7.624980654649662,-8.282086527792831,-7.91879786068603,-7.485654324709762,-7.651306127425265,0.44641275020804605,52
0.005605554580688477,0.0006542792898644418,0.0009726524353027344,3.94372293294968e-05,31.999485320093598,0.6144134688064544,1.9687943782079924,rbf,"{'C': np.float64(31.999485320093598), 'epsilon': np.float64(0.6144134688064544), 'gamma': np.float64(1.9687943782079924), 'kernel': 'rbf'}",-7.0014745373344525,-7.690782929055561,-8.259558861367159,-7.9777415678789,-7.473990750516232,-7.68070972923046,0.4306945280292423,67
0.004324197769165039,0.0006347111868611789,0.0009236812591552734,0.0001512568053558436,35.7466060738984,1.1572962324669533,1.0074115929152754,rbf,"{'C': np.float64(35.7466060738984), 'epsilon': np.float64(1.1572962324669533), 'gamma': np.float64(1.0074115929152754), 'kernel': 'rbf'}",-6.586959649929315,-7.6422759824228494,-8.316641851239602,-7.727586621613778,-7.477971908124182,-7.550287202665944,0.5586458525107053,1
0.005715322494506836,5.222213798362422e-05,0.0010479450225830077,7.140031018327807e-05,52.073439236483566,0.07340967546905727,3.362021138024733,rbf,"{'C': np.float64(52.073439236483566), 'epsilon': np.float64(0.07340967546905727), 'gamma': np.float64(3.362021138024733), 'kernel': 'rbf'}",-7.2373675254691685,-7.760531913189339,-8.435998455416629,-8.365295437080716,-7.93087556547567,-7.946013779326305,0.4365075698364505,174
0.0051763057708740234,0.0007300191262723743,0.000861215591430664,0.00011847521787957971,49.53410574516395,0.4877297341695553,3.3965758147297644,rbf,"{'C': np.float64(49.53410574516395), 'epsilon': np.float64(0.4877297341695553), 'gamma': np.float64(3.3965758147297644), 'kernel': 'rbf'}",-7.245676659465276,-7.743513188960809,-8.433525468970881,-8.358033140938744,-7.959952067772277,-7.948140105221597,0.4333769357067784,175
0.005564451217651367,0.00019726650075479072,0.0007094860076904297,0.00012340794388329403,46.324569775773426,0.9241003579226799,1.5795207395404869,rbf,"{'C': np.float64(46.324569775773426), 'epsilon': np.float64(0.9241003579226799), 'gamma': np.float64(1.5795207395404869), 'kernel': 'rbf'}",-7.0974932030807505,-7.618339150446398,-8.13200770758801,-7.935532324455335,-7.479543174242041,-7.652583111962507,0.36031887978010924,54
0.005113935470581055,0.0009630953204615029,0.0009793281555175782,0.0002389170014457841,26.02585485514546,0.25195206886417904,2.7230704398038736,rbf,"{'C': np.float64(26.02585485514546), 'epsilon': np.float64(0.25195206886417904), 'gamma': np.float64(2.7230704398038736), 'kernel': 'rbf'}",-7.093335541256736,-7.811430245457284,-8.444995133021484,-8.111174039009175,-7.656408086425407,-7.823468609034016,0.4539202730724559,110
0.004976654052734375,0.0012403313294435912,0.00093231201171875,0.00020063705253440785,32.82021934987804,0.9375574064387358,2.782086417444445,rbf,"{'C': np.float64(32.82021934987804), 'epsilon': np.float64(0.9375574064387358), 'gamma': np.float64(2.782086417444445), 'kernel': 'rbf'}",-7.146413143799425,-7.787458490637925,-8.360596438426162,-8.088428524562696,-7.806912599256851,-7.837961839336612,0.40438465015678676,114
0.004530143737792969,0.0006812366799024994,0.0010195255279541015,3.100373054784345e-05,26.51782688184287,0.5098331165087627,0.9668496521416763,rbf,"{'C': np.float64(26.51782688184287), 'epsilon': np.float64(0.5098331165087627), 'gamma': np.float64(0.9668496521416763), 'kernel': 'rbf'}",-6.3812383994058814,-7.987345817346887,-8.457503338145044,-7.624097474048924,-7.6748116673413005,-7.624999339257608,0.6890255779342446,34
0.0052394866943359375,0.00031154837297635914,0.0008467674255371094,0.0001737658722466036,29.22365320899687,1.1739812972306485,3.237209854961393,rbf,"{'C': np.float64(29.22365320899687), 'epsilon': np.float64(1.1739812972306485), 'gamma': np.float64(3.237209854961393), 'kernel': 'rbf'}",-7.22485396522013,-7.827504668530931,-8.440284496143564,-8.201178068338574,-7.9755577206897454,-7.933875783784589,0.41077108771328574,171
0.005110263824462891,0.0009179196667000896,0.0008051395416259766,0.00013754235372965195,57.12048591066481,1.0575734554043918,0.883610221674929,rbf,"{'C': np.float64(57.12048591066481), 'epsilon': np.float64(1.0575734554043918), 'gamma': np.float64(0.883610221674929), 'kernel': 'rbf'}",-6.843523827394956,-7.583733085543168,-8.378276054189557,-7.873141701173347,-7.35931260861534,-7.6075974553832735,0.5119536368461322,21
0.005318641662597656,0.0006280600854645471,0.0008721351623535156,0.00015998330799424227,43.61450236049907,0.6172782544880198,2.1571429350556124,rbf,"{'C': np.float64(43.61450236049907), 'epsilon': np.float64(0.6172782544880198), 'gamma': np.float64(2.1571429350556124), 'kernel': 'rbf'}",-7.1808774952996375,-7.790276283872921,-8.226277270241196,-8.044271595096331,-7.659265832576938,-7.780193695417404,0.3585060131019094,95
0.004883432388305664,0.0006240522139053608,0.0009592533111572266,0.0001388762007208018,56.231670813595485,0.7125495297658401,3.4666010425083473,rbf,"{'C': np.float64(56.231670813595485), 'epsilon': np.float64(0.7125495297658401), 'gamma': np.float64(3.4666010425083473), 'kernel': 'rbf'}",-7.283404089907538,-7.708063302796803,-8.428602948744727,-8.361998185760198,-8.010890861653595,-7.958591877772572,0.4254469075306705,180
0.004971218109130859,0.00030077882543099854,0.0009723186492919921,5.507983146564112e-05,43.33411488355132,1.076537195768033,2.949135220528292,rbf,"{'C': np.float64(43.33411488355132), 'epsilon': np.float64(1.076537195768033), 'gamma': np.float64(2.949135220528292), 'kernel': 'rbf'}",-7.208757550911834,-7.728593191577638,-8.351625034333646,-8.191704618386366,-7.898780381250995,-7.875892155292095,0.39833370934615586,144
0.006572151184082031,0.0005852065029465622,0.0011778831481933593,6.661034506955109e-05,33.33998165340807,0.25235357320739504,2.4483678059633363,rbf,"{'C': np.float64(33.33998165340807), 'epsilon': np.float64(0.25235357320739504), 'gamma': np.float64(2.4483678059633363), 'kernel': 'rbf'}",-7.100291928847153,-7.807119593664958,-8.304454703097573,-8.078065640708301,-7.628241774115562,-7.78363472808671,0.41221326980221284,96
