number,value,datetime_start,datetime_complete,duration,params_activation,params_dropout,params_hidden_size,params_lr,params_n_layers,params_scale_target,params_scaler,params_weight_decay,state
994,199.15310180664062,2026-01-03 08:29:14.478842,2026-01-03 08:29:40.706026,0 days 00:00:26.227184,relu,0.11401658500626449,28,0.0009941138935431629,2,False,minmax,2.5779851592561186e-05,COMPLETE
995,137.3158416748047,2026-01-03 08:29:40.716028,2026-01-03 08:30:07.593742,0 days 00:00:26.877714,relu,0.10023805445956346,31,0.08465843780683166,2,True,standard,2.243288202986232e-05,COMPLETE
996,143.39715576171875,2026-01-03 08:30:07.602742,2026-01-03 08:30:34.333458,0 days 00:00:26.730716,relu,0.10744976794053061,32,0.05963665553160253,2,True,standard,2.354187553517492e-05,COMPLETE
997,143.27145385742188,2026-01-03 08:30:34.341469,2026-01-03 08:31:03.186195,0 days 00:00:28.844726,gelu,0.10035702904309926,31,0.06480853826472864,2,True,standard,2.457766998068018e-05,COMPLETE
998,193.74310302734375,2026-01-03 08:31:03.194191,2026-01-03 08:31:30.075401,0 days 00:00:26.881210,relu,0.10023017066808741,31,0.0005614338742235557,2,True,standard,3.135833265113324e-05,COMPLETE
999,145.10971069335938,2026-01-03 08:31:30.083402,2026-01-03 08:31:56.761102,0 days 00:00:26.677700,relu,0.10715983741300024,32,0.053100437894430016,2,True,standard,2.789149926653207e-05,COMPLETE
1000,141.9914093017578,2026-01-03 08:31:56.770101,2026-01-03 08:32:23.465304,0 days 00:00:26.695203,relu,0.10060565952136648,30,0.07824649392287503,2,True,standard,2.226593185455635e-05,COMPLETE
1001,144.02745056152344,2026-01-03 08:32:23.474303,2026-01-03 08:32:50.151497,0 days 00:00:26.677194,relu,0.10654767966300144,29,0.07093288737300281,2,True,standard,3.285445801316307e-05,COMPLETE
1002,142.47181701660156,2026-01-03 08:32:50.160501,2026-01-03 08:33:17.191703,0 days 00:00:27.031202,relu,0.10816704475158674,31,0.06261436161663621,2,True,standard,2.6964870712281604e-05,COMPLETE
1003,162.1162872314453,2026-01-03 08:33:17.199703,2026-01-03 08:33:44.192402,0 days 00:00:26.992699,silu,0.11185515266711576,30,0.08047042845137094,2,True,standard,2.1297955452459076e-05,COMPLETE
1004,141.0535125732422,2026-01-03 08:33:44.201401,2026-01-03 08:34:10.878599,0 days 00:00:26.677198,relu,0.10649448091151681,32,0.08235992514100576,2,True,standard,1.9925974827617916e-05,COMPLETE
1005,142.73880004882812,2026-01-03 08:34:10.886599,2026-01-03 08:34:37.832827,0 days 00:00:26.946228,relu,0.10023049106117242,30,0.06813085284011905,2,True,standard,2.3378332170956718e-05,COMPLETE
1006,142.39088439941406,2026-01-03 08:34:37.841827,2026-01-03 08:35:05.135529,0 days 00:00:27.293702,relu,0.11322093974838711,32,0.0776769550010625,2,True,standard,2.907169746724269e-05,COMPLETE
1007,171.57711791992188,2026-01-03 08:35:05.143526,2026-01-03 08:35:31.813187,0 days 00:00:26.669661,relu,0.10769979362301932,29,0.08236295248109327,2,True,none,3.584294621115227e-05,COMPLETE
1008,173.065673828125,2026-01-03 08:35:31.821188,2026-01-03 08:35:57.950861,0 days 00:00:26.129673,relu,0.11422081527584609,10,0.08674669809038969,2,True,standard,2.3601526120130795e-05,COMPLETE
1009,142.2144317626953,2026-01-03 08:35:57.960862,2026-01-03 08:36:24.867550,0 days 00:00:26.906688,relu,0.10001745425981198,31,0.0583939333835613,2,True,standard,4.4517873766832916e-05,COMPLETE
1010,148.88804626464844,2026-01-03 08:36:24.875549,2026-01-03 08:36:51.602233,0 days 00:00:26.726684,relu,0.10714829552926006,28,0.07148675662427738,2,True,robust,1.953884047220027e-05,COMPLETE
1011,140.24612426757812,2026-01-03 08:36:51.610237,2026-01-03 08:37:18.595912,0 days 00:00:26.985675,relu,0.11604111466854455,31,0.08862018471059563,2,True,standard,2.6129035976924178e-05,COMPLETE
1012,142.94395446777344,2026-01-03 08:37:18.603912,2026-01-03 08:37:45.152629,0 days 00:00:26.548717,relu,0.11322011117399834,32,0.07086087119335949,2,True,standard,1.7487902915840325e-05,COMPLETE
1013,198.39452365451388,2026-01-03 08:37:45.160626,2026-01-03 08:38:08.574323,0 days 00:00:23.413697,relu,0.37371944980644356,29,0.0009929654859417555,1,False,standard,2.1674251971364122e-05,COMPLETE
1014,143.9961395263672,2026-01-03 08:38:08.584325,2026-01-03 08:38:35.323009,0 days 00:00:26.738684,relu,0.10642586274630655,30,0.08122866915235301,2,True,standard,2.495516582263527e-05,COMPLETE
1015,142.3560028076172,2026-01-03 08:38:35.331010,2026-01-03 08:39:02.059190,0 days 00:00:26.728180,relu,0.11907844635393491,30,0.08607995374748058,2,True,standard,3.243667540246379e-05,COMPLETE
1016,186.31735229492188,2026-01-03 08:39:02.067189,2026-01-03 08:39:29.835382,0 days 00:00:27.768193,mish,0.1070070346389929,32,0.09996993860265507,2,True,minmax,2.7732471771904418e-05,COMPLETE
1017,145.542724609375,2026-01-03 08:39:29.843382,2026-01-03 08:39:56.494570,0 days 00:00:26.651188,relu,0.10052225741510529,28,0.05340186574814542,2,True,standard,1.8262825936400547e-05,COMPLETE
1018,145.24966430664062,2026-01-03 08:39:56.502572,2026-01-03 08:40:23.386254,0 days 00:00:26.883682,relu,0.12211207727105348,30,0.06246873225186924,2,True,standard,2.1686670221253003e-05,COMPLETE
1019,142.35336303710938,2026-01-03 08:40:23.396257,2026-01-03 08:40:50.190443,0 days 00:00:26.794186,relu,0.11263056702811178,31,0.07196992227983606,2,True,standard,3.997077169249312e-05,COMPLETE
1020,137.90786743164062,2026-01-03 08:40:50.197443,2026-01-03 08:41:17.175644,0 days 00:00:26.978201,relu,0.10737082646057688,32,0.0882769739570444,2,True,standard,2.420542898009596e-05,COMPLETE
1021,149.5413360595703,2026-01-03 08:41:17.184643,2026-01-03 08:41:43.850319,0 days 00:00:26.665676,relu,0.1192574812234932,32,0.06345648784366797,2,True,standard,3.126709801929389e-05,COMPLETE
1022,147.92715454101562,2026-01-03 08:41:43.858323,2026-01-03 08:42:10.587474,0 days 00:00:26.729151,relu,0.12698425422020568,32,0.07407439373263053,2,True,standard,2.7397737634113203e-05,COMPLETE
1023,157.9203338623047,2026-01-03 08:42:10.595474,2026-01-03 08:42:39.069703,0 days 00:00:28.474229,gelu,0.1004525931833431,32,0.042443448877122744,2,True,standard,3.591742634250757e-05,COMPLETE
1024,142.95651245117188,2026-01-03 08:42:39.077702,2026-01-03 08:43:05.994940,0 days 00:00:26.917238,relu,0.10038922638139013,32,0.07678555781210404,2,True,standard,2.5089688274699265e-05,COMPLETE
1025,143.89825439453125,2026-01-03 08:43:06.002940,2026-01-03 08:43:32.908628,0 days 00:00:26.905688,relu,0.11407701573534725,31,0.06354500071198695,2,True,standard,2.918854492066702e-05,COMPLETE
1026,137.49923706054688,2026-01-03 08:43:32.917627,2026-01-03 08:43:59.922824,0 days 00:00:27.005197,relu,0.10003667947712878,31,0.08678128336862924,2,True,standard,2.3929279926238877e-05,COMPLETE
1027,164.98902893066406,2026-01-03 08:43:59.930823,2026-01-03 08:44:26.880039,0 days 00:00:26.949216,silu,0.11218821931639737,31,0.0851969041248031,2,True,standard,3.231516611562517e-05,COMPLETE
1028,142.5435333251953,2026-01-03 08:44:26.888036,2026-01-03 08:44:53.644718,0 days 00:00:26.756682,relu,0.12020394985278016,32,0.0877024998583762,2,True,standard,2.6137034653916212e-05,COMPLETE
1029,138.8013153076172,2026-01-03 08:44:53.652715,2026-01-03 08:45:20.445899,0 days 00:00:26.793184,relu,0.1000581964852791,30,0.08759089190994075,2,True,standard,2.2869257285623027e-05,COMPLETE
1030,139.7542724609375,2026-01-03 08:45:20.455901,2026-01-03 08:45:47.225116,0 days 00:00:26.769215,relu,0.11071689525415303,29,0.07977052744413211,2,True,standard,2.0722284857662143e-05,COMPLETE
1031,173.08029174804688,2026-01-03 08:45:47.234116,2026-01-03 08:46:14.063809,0 days 00:00:26.829693,relu,0.1079532005325092,30,0.08817797386985898,2,True,none,2.2639305082668233e-05,COMPLETE
1032,201.30783331976994,2026-01-03 08:46:14.072813,2026-01-03 08:46:40.282510,0 days 00:00:26.209697,relu,0.3556830797657259,30,0.0009944072345474861,2,False,standard,2.0759267849067564e-05,COMPLETE
1033,142.45956420898438,2026-01-03 08:46:40.290513,2026-01-03 08:47:07.139192,0 days 00:00:26.848679,relu,0.10942980257763411,30,0.08829069075362274,2,True,standard,2.383786218001857e-05,COMPLETE
1034,141.41815185546875,2026-01-03 08:47:07.150192,2026-01-03 08:47:33.770395,0 days 00:00:26.620203,relu,0.10055731050548763,28,0.07777812024419657,2,True,standard,2.011317021446847e-05,COMPLETE
1035,144.18399047851562,2026-01-03 08:47:33.779396,2026-01-03 08:48:00.505564,0 days 00:00:26.726168,relu,0.10072211105497643,29,0.08901509533494979,2,True,robust,2.499743358666203e-05,COMPLETE
1036,141.6289825439453,2026-01-03 08:48:00.513566,2026-01-03 08:48:27.342284,0 days 00:00:26.828718,relu,0.10009220977180913,30,0.07820374630930488,2,True,standard,2.1964563856802044e-05,COMPLETE
1037,207.2671661376953,2026-01-03 08:48:27.351284,2026-01-03 08:48:54.117470,0 days 00:00:26.766186,relu,0.38997888750033427,31,0.00013197965544427126,2,True,standard,1.957650143052565e-05,COMPLETE
1038,143.47911071777344,2026-01-03 08:48:54.139468,2026-01-03 08:49:20.951639,0 days 00:00:26.812171,relu,0.11668463706034465,29,0.09981083338348345,2,True,standard,2.460646203378696e-05,COMPLETE
1039,140.93231201171875,2026-01-03 08:49:20.959639,2026-01-03 08:49:47.977350,0 days 00:00:27.017711,relu,0.10719642123441951,31,0.09997996618973237,2,True,standard,1.7308030929126184e-05,COMPLETE
1040,197.20809936523438,2026-01-03 08:49:47.985349,2026-01-03 08:50:15.423543,0 days 00:00:27.438194,mish,0.1268542887094377,28,0.0026400187212846783,2,True,minmax,2.777188992069173e-05,COMPLETE
1041,143.30899047851562,2026-01-03 08:50:15.431543,2026-01-03 08:50:42.200231,0 days 00:00:26.768688,relu,0.11433021044052384,32,0.07245852258694835,2,True,standard,2.2813339313444533e-05,COMPLETE
1042,141.38775634765625,2026-01-03 08:50:42.209233,2026-01-03 08:51:08.991392,0 days 00:00:26.782159,relu,0.1002118635438637,30,0.08757793264717263,2,True,standard,1.9806928712344255e-05,COMPLETE
1043,177.93287658691406,2026-01-03 08:51:09.000393,2026-01-03 08:51:35.156068,0 days 00:00:26.155675,relu,0.10029080385798192,6,0.07992093795414741,2,True,standard,2.6133739086121252e-05,COMPLETE
1044,169.72299194335938,2026-01-03 08:51:35.164067,2026-01-03 08:52:01.935262,0 days 00:00:26.771195,relu,0.3432067638248829,27,0.06774203660311957,2,True,standard,2.143641346375751e-05,COMPLETE
1045,141.8859100341797,2026-01-03 08:52:01.943263,2026-01-03 08:52:28.855446,0 days 00:00:26.912183,relu,0.12154338826931392,29,0.0878977635443489,2,True,standard,2.3615611046637036e-05,COMPLETE
1046,153.1839599609375,2026-01-03 08:52:28.863448,2026-01-03 08:52:57.547655,0 days 00:00:28.684207,gelu,0.1073847085953285,31,0.07865870383276233,2,True,standard,1.8101054516634623e-05,COMPLETE
1047,140.42391967773438,2026-01-03 08:52:57.556656,2026-01-03 08:53:24.346325,0 days 00:00:26.789669,relu,0.10001092822053037,30,0.09986157157460428,2,True,standard,2.5174546404318846e-06,COMPLETE
1048,218.9275665283203,2026-01-03 08:53:24.354325,2026-01-03 08:53:50.145506,0 days 00:00:25.791181,relu,0.3183663819968791,4,0.07060754421312136,2,True,standard,2.9532019971552245e-05,COMPLETE
1049,139.93710327148438,2026-01-03 08:53:50.155505,2026-01-03 08:54:16.963713,0 days 00:00:26.808208,relu,0.11362522787075355,31,0.08808035875719765,2,True,standard,1.9213783583688228e-05,COMPLETE
1050,145.01242065429688,2026-01-03 08:54:16.971714,2026-01-03 08:54:43.617407,0 days 00:00:26.645693,relu,0.1309014025760878,32,0.06119871934093269,2,True,standard,2.647497446286706e-05,COMPLETE
1051,197.8676281738281,2026-01-03 08:54:43.626407,2026-01-03 08:55:07.203376,0 days 00:00:23.576969,silu,0.12006277038770878,20,0.0009948772135382365,1,False,standard,1.6754154170434813e-05,COMPLETE
1052,139.88088989257812,2026-01-03 08:55:07.212373,2026-01-03 08:55:34.086070,0 days 00:00:26.873697,relu,0.10782580819635441,29,0.07977727310847721,2,True,standard,2.1968978598066453e-05,COMPLETE
1053,144.93270874023438,2026-01-03 08:55:34.093075,2026-01-03 08:56:00.742245,0 days 00:00:26.649170,relu,0.1435465960056179,28,0.08798735955040088,2,True,standard,2.3387290329276694e-05,COMPLETE
1054,143.29556274414062,2026-01-03 08:56:00.751243,2026-01-03 08:56:27.478428,0 days 00:00:26.727185,relu,0.11210253143057654,30,0.06913636226782097,2,True,standard,6.6025490185434636e-06,COMPLETE
1055,172.42608642578125,2026-01-03 08:56:27.487428,2026-01-03 08:56:54.254120,0 days 00:00:26.766692,relu,0.11917770877754796,32,0.09998523075799319,2,True,none,1.978326273556862e-05,COMPLETE
1056,141.27450561523438,2026-01-03 08:56:54.262117,2026-01-03 08:57:21.055272,0 days 00:00:26.793155,relu,0.10759467199561319,27,0.07788918263548782,2,True,standard,2.9506340910748756e-05,COMPLETE
1057,139.61874389648438,2026-01-03 08:57:21.064268,2026-01-03 08:57:47.830966,0 days 00:00:26.766698,relu,0.10008844023196302,31,0.08931771679078021,2,True,standard,1.657544393376215e-05,COMPLETE
1058,176.0015869140625,2026-01-03 08:57:47.840967,2026-01-03 08:58:13.914660,0 days 00:00:26.073693,relu,0.1309745946912083,8,0.07031718912518096,2,True,standard,2.6696006290522905e-05,COMPLETE
1059,144.05691528320312,2026-01-03 08:58:13.923660,2026-01-03 08:58:40.887336,0 days 00:00:26.963676,relu,0.1140891702983916,30,0.05390387807912772,2,True,standard,2.244981160205277e-05,COMPLETE
1060,150.0068817138672,2026-01-03 08:58:40.896336,2026-01-03 08:59:07.770023,0 days 00:00:26.873687,relu,0.15923826634544197,32,0.08788011450650657,2,True,robust,1.4497302895836526e-05,COMPLETE
1061,196.20045471191406,2026-01-03 08:59:07.778023,2026-01-03 08:59:34.587723,0 days 00:00:26.809700,relu,0.1001568312436237,29,0.00038319387451392974,2,True,standard,1.862138058244691e-05,COMPLETE
1062,144.05520629882812,2026-01-03 08:59:34.596722,2026-01-03 09:00:01.521406,0 days 00:00:26.924684,relu,0.12416881198996352,31,0.07817018386800233,2,True,standard,3.4820591991946405e-05,COMPLETE
1063,142.19752502441406,2026-01-03 09:00:01.531404,2026-01-03 09:00:28.414087,0 days 00:00:26.882683,relu,0.10822244919143938,32,0.06333221763506382,2,True,standard,2.4517448626226703e-05,COMPLETE
1064,178.7969512939453,2026-01-03 09:00:28.423089,2026-01-03 09:00:56.302758,0 days 00:00:27.879669,mish,0.11419888146372148,30,0.0998744227261086,2,True,minmax,2.0907621353331852e-05,COMPLETE
1065,145.5848388671875,2026-01-03 09:00:56.311757,2026-01-03 09:01:23.206973,0 days 00:00:26.895216,relu,0.10812411240873554,28,0.08044128554107537,2,True,standard,2.7063960987669023e-05,COMPLETE
1066,141.941162109375,2026-01-03 09:01:23.213973,2026-01-03 09:01:50.031153,0 days 00:00:26.817180,relu,0.12194409886105764,29,0.07118437379360572,2,True,standard,1.659932727496932e-05,COMPLETE
1067,144.5603790283203,2026-01-03 09:01:50.040150,2026-01-03 09:02:16.696856,0 days 00:00:26.656706,relu,0.1371571178228817,30,0.08617220063719458,2,True,standard,3.104008938088313e-05,COMPLETE
1068,139.9766082763672,2026-01-03 09:02:16.704856,2026-01-03 09:02:43.545543,0 days 00:00:26.840687,relu,0.10012474678009707,32,0.08863952663920872,2,True,standard,2.064205825389024e-05,COMPLETE
1069,198.218313530816,2026-01-03 09:02:43.553543,2026-01-03 09:03:09.655714,0 days 00:00:26.102171,relu,0.11525503969173932,27,0.0009936736903948162,2,False,standard,2.3739256904307446e-05,COMPLETE
1070,148.3777618408203,2026-01-03 09:03:09.663713,2026-01-03 09:03:38.398929,0 days 00:00:28.735216,gelu,0.10736789844326722,31,0.06345627222694065,2,True,standard,1.8074710015091477e-05,COMPLETE
1071,197.14186096191406,2026-01-03 09:03:38.406929,2026-01-03 09:04:05.224677,0 days 00:00:26.817748,relu,0.12277591147427093,30,0.00019395368940440462,2,True,standard,2.8102231714026547e-05,COMPLETE
1072,144.91429138183594,2026-01-03 09:04:05.232676,2026-01-03 09:04:32.087880,0 days 00:00:26.855204,relu,0.10756175434840708,32,0.07765445951323763,2,True,standard,2.4052997701821075e-05,COMPLETE
1073,158.97225952148438,2026-01-03 09:04:32.095876,2026-01-03 09:04:58.925069,0 days 00:00:26.829193,relu,0.23225767938447955,28,0.08808691537436825,2,True,standard,1.9867825224464888e-05,COMPLETE
1074,144.5517578125,2026-01-03 09:04:58.934069,2026-01-03 09:05:25.756768,0 days 00:00:26.822699,relu,0.11578490290078429,29,0.07080750178083355,2,True,standard,1.4226397071752796e-05,COMPLETE
1075,146.18771362304688,2026-01-03 09:05:25.764769,2026-01-03 09:05:52.744428,0 days 00:00:26.979659,relu,0.1297845816421123,31,0.058414866461709486,2,True,standard,2.272873249174781e-05,COMPLETE
1076,164.32696533203125,2026-01-03 09:05:52.752432,2026-01-03 09:06:19.600126,0 days 00:00:26.847694,silu,0.10726791529837514,29,0.08883163237303997,2,True,standard,3.3722657596592e-05,COMPLETE
1077,142.1654052734375,2026-01-03 09:06:19.608130,2026-01-03 09:06:46.436796,0 days 00:00:26.828666,relu,0.117406063742221,32,0.07495400170430322,2,True,standard,1.8030516583992137e-06,COMPLETE
1078,143.3737030029297,2026-01-03 09:06:46.444800,2026-01-03 09:07:13.168474,0 days 00:00:26.723674,relu,0.10716219621956624,26,0.09985676476636743,2,True,standard,2.5445709135148725e-05,COMPLETE
1079,171.39889526367188,2026-01-03 09:07:13.177476,2026-01-03 09:07:40.093646,0 days 00:00:26.916170,relu,0.12617512872897216,30,0.07851622373237,2,True,none,1.7510702698936843e-05,COMPLETE
1080,179.73854064941406,2026-01-03 09:07:40.102646,2026-01-03 09:08:06.707843,0 days 00:00:26.605197,relu,0.10018731580930933,32,0.004458036849815767,2,True,standard,2.0999988456511866e-05,COMPLETE
1081,142.04354858398438,2026-01-03 09:08:06.716845,2026-01-03 09:08:33.554549,0 days 00:00:26.837704,relu,0.11395931713994294,31,0.09969870821776135,2,True,standard,1.582009999477923e-05,COMPLETE
1082,146.0133056640625,2026-01-03 09:08:33.562549,2026-01-03 09:09:00.539733,0 days 00:00:26.977184,relu,0.10772623636369914,29,0.06540384659478024,2,True,standard,3.0105150309461855e-05,COMPLETE
1083,140.05322265625,2026-01-03 09:09:00.548733,2026-01-03 09:09:27.547426,0 days 00:00:26.998693,relu,0.12109310668586368,31,0.0997648308728573,2,True,standard,8.09797637601718e-06,COMPLETE
1084,146.1905059814453,2026-01-03 09:09:27.556423,2026-01-03 09:09:54.291078,0 days 00:00:26.734655,relu,0.11252429658588535,30,0.08667382438048218,2,True,robust,2.7660422000851492e-05,COMPLETE
1085,148.22361755371094,2026-01-03 09:09:54.299082,2026-01-03 09:10:21.044743,0 days 00:00:26.745661,relu,0.1818760487810816,28,0.07926252853235467,2,True,standard,1.927451779748499e-05,COMPLETE
1086,147.62237548828125,2026-01-03 09:10:21.054745,2026-01-03 09:10:47.863437,0 days 00:00:26.808692,relu,0.13204097657584848,32,0.05108602786034656,2,True,standard,2.260174347885561e-05,COMPLETE
1087,141.44520568847656,2026-01-03 09:10:47.871437,2026-01-03 09:11:14.539137,0 days 00:00:26.667700,relu,0.10684375801309913,27,0.09986904216351097,2,True,standard,3.9826846127934266e-05,COMPLETE
1088,173.00497436523438,2026-01-03 09:11:14.548138,2026-01-03 09:11:41.617831,0 days 00:00:27.069693,relu,0.11891686486292372,30,0.07044152260302614,2,True,minmax,2.4751441989872684e-05,COMPLETE
1089,151.92941284179688,2026-01-03 09:11:41.625831,2026-01-03 09:12:05.894484,0 days 00:00:24.268653,relu,0.11302210818402951,31,0.08639328242047505,1,True,standard,1.3810421594841025e-05,COMPLETE
1090,198.1912708875868,2026-01-03 09:12:05.902489,2026-01-03 09:12:32.255154,0 days 00:00:26.352665,relu,0.10681754826831877,29,0.0009940814432801532,2,False,standard,1.9533311775523944e-05,COMPLETE
1091,164.90933227539062,2026-01-03 09:12:32.262154,2026-01-03 09:13:00.029875,0 days 00:00:27.767721,mish,0.10041736271623115,32,0.0577406209774677,2,True,standard,4.8028970484138075e-05,COMPLETE
1092,143.71450805664062,2026-01-03 09:13:00.037879,2026-01-03 09:13:27.021563,0 days 00:00:26.983684,relu,0.12486164935448464,30,0.0793255003247466,2,True,standard,1.6593407474202324e-05,COMPLETE
1093,140.6409912109375,2026-01-03 09:13:27.029563,2026-01-03 09:13:53.944229,0 days 00:00:26.914666,relu,0.10011901989502986,28,0.0862079548117107,2,True,standard,2.8713488440094734e-05,COMPLETE
1094,145.120849609375,2026-01-03 09:13:53.953229,2026-01-03 09:14:20.866904,0 days 00:00:26.913675,relu,0.13881348440693825,31,0.0677509969622217,2,True,standard,2.188492299558614e-05,COMPLETE
1095,144.87442016601562,2026-01-03 09:14:20.874907,2026-01-03 09:14:49.779117,0 days 00:00:28.904210,gelu,0.11421098236916448,31,0.08793239278129283,2,True,standard,6.119949056396396e-06,COMPLETE
1096,141.81234741210938,2026-01-03 09:14:49.787117,2026-01-03 09:15:16.750822,0 days 00:00:26.963705,relu,0.10014190795864983,30,0.0747966365605196,2,True,standard,3.448469009620684e-05,COMPLETE
1097,140.9789581298828,2026-01-03 09:15:16.758822,2026-01-03 09:15:43.597487,0 days 00:00:26.838665,relu,0.12134119797882018,29,0.08936742707163654,2,True,standard,2.5787828793564576e-05,COMPLETE
1098,140.1832275390625,2026-01-03 09:15:43.606489,2026-01-03 09:16:10.299631,0 days 00:00:26.693142,relu,0.100029937809226,32,0.06467353010009216,2,True,standard,1.8382011427441846e-05,COMPLETE
1099,142.45889282226562,2026-01-03 09:16:10.307635,2026-01-03 09:16:37.081331,0 days 00:00:26.773696,relu,0.11180949130668277,30,0.07897769570676878,2,True,standard,2.1904208784895804e-05,COMPLETE
1100,141.59107971191406,2026-01-03 09:16:37.089332,2026-01-03 09:17:03.993018,0 days 00:00:26.903686,relu,0.10775732454578801,28,0.09957170401707126,2,True,standard,7.112869694557268e-06,COMPLETE
1101,139.28469848632812,2026-01-03 09:17:04.004021,2026-01-03 09:17:30.785700,0 days 00:00:26.781679,relu,0.12719623676638372,32,0.08903108365132228,2,True,standard,1.1758390427282897e-05,COMPLETE
1102,167.28379821777344,2026-01-03 09:17:30.794701,2026-01-03 09:17:57.700378,0 days 00:00:26.905677,silu,0.11726501936289555,29,0.07296161412011276,2,True,standard,1.5436196738267732e-05,COMPLETE
1103,171.6557159423828,2026-01-03 09:17:57.709378,2026-01-03 09:18:24.529097,0 days 00:00:26.819719,relu,0.11215679932542402,31,0.05830205124085504,2,True,none,2.4977891162755086e-05,COMPLETE
1104,165.13414001464844,2026-01-03 09:18:24.539101,2026-01-03 09:18:51.253261,0 days 00:00:26.714160,relu,0.10005569218350659,32,0.01193332634081154,2,True,standard,3.1784335880395985e-05,COMPLETE
1105,142.59835815429688,2026-01-03 09:18:51.261261,2026-01-03 09:19:17.802936,0 days 00:00:26.541675,relu,0.10825668820296003,27,0.08003378905201104,2,True,standard,2.0249815735833718e-05,COMPLETE
1106,168.8965606689453,2026-01-03 09:19:17.811935,2026-01-03 09:19:44.540621,0 days 00:00:26.728686,relu,0.1510543996933692,30,0.009450026333420142,2,True,standard,2.831119107881469e-05,COMPLETE
1107,199.8774500189887,2026-01-03 09:19:44.547623,2026-01-03 09:20:10.568787,0 days 00:00:26.021164,relu,0.28781203741630784,28,0.0009940043447193324,2,False,standard,1.7749962659955493e-05,COMPLETE
1108,146.23605346679688,2026-01-03 09:20:10.577789,2026-01-03 09:20:37.370474,0 days 00:00:26.792685,relu,0.11827938167098022,31,0.09975602191233687,2,True,robust,2.3174807577837345e-05,COMPLETE
1109,142.6923828125,2026-01-03 09:20:37.378473,2026-01-03 09:21:04.249155,0 days 00:00:26.870682,relu,0.1315470816359372,32,0.06866941379540721,2,True,standard,2.578225573501332e-05,COMPLETE
1110,143.10763549804688,2026-01-03 09:21:04.258164,2026-01-03 09:21:31.144849,0 days 00:00:26.886685,relu,0.10858326096816913,29,0.08780694160576331,2,True,standard,1.3936345016278383e-05,COMPLETE
1111,140.06040954589844,2026-01-03 09:21:31.152849,2026-01-03 09:21:57.808515,0 days 00:00:26.655666,relu,0.10014275773999054,30,0.07893696114934237,2,True,standard,2.0606249040760208e-05,COMPLETE
1112,156.9803466796875,2026-01-03 09:21:57.817516,2026-01-03 09:22:25.437188,0 days 00:00:27.619672,mish,0.12361580938408843,26,0.08706083680475495,2,True,standard,3.112372638969827e-05,COMPLETE
1113,173.66802978515625,2026-01-03 09:22:25.445188,2026-01-03 09:22:52.141669,0 days 00:00:26.696481,relu,0.11458518034959543,30,0.0490216370290154,2,True,minmax,8.474085861156825e-06,COMPLETE
1114,141.5106201171875,2026-01-03 09:22:52.149671,2026-01-03 09:23:18.895830,0 days 00:00:26.746159,relu,0.10705376368885856,32,0.06421695274540921,2,True,standard,1.0442065263263715e-05,COMPLETE
1115,158.9510498046875,2026-01-03 09:23:18.903829,2026-01-03 09:23:45.123496,0 days 00:00:26.219667,relu,0.11868787545762455,15,0.07403337425675177,2,True,standard,3.713723442349361e-05,COMPLETE
1116,138.65663146972656,2026-01-03 09:23:45.132499,2026-01-03 09:24:11.985685,0 days 00:00:26.853186,relu,0.10731761065246928,30,0.09942488966756487,2,True,standard,1.790545143802747e-05,COMPLETE
1117,151.8683624267578,2026-01-03 09:24:11.994686,2026-01-03 09:24:38.812878,0 days 00:00:26.818192,relu,0.24846673954068005,31,0.0877916737425449,2,True,standard,1.5994620704897386e-05,COMPLETE
1118,150.30990600585938,2026-01-03 09:24:38.820879,2026-01-03 09:25:07.276582,0 days 00:00:28.455703,gelu,0.10625967291586115,28,0.07762320511624042,2,True,standard,1.3407491507635784e-05,COMPLETE
1119,174.7003631591797,2026-01-03 09:25:07.285581,2026-01-03 09:25:34.114754,0 days 00:00:26.829173,relu,0.4440187950282204,31,0.09968099739910345,2,True,standard,1.5368998685501195e-05,COMPLETE
1120,141.26065063476562,2026-01-03 09:25:34.123753,2026-01-03 09:26:00.810909,0 days 00:00:26.687156,relu,0.1356837585826294,32,0.08862744387718507,2,True,standard,1.7856724599114918e-05,COMPLETE
1121,143.23342895507812,2026-01-03 09:26:00.819909,2026-01-03 09:26:27.614589,0 days 00:00:26.794680,relu,0.11408926061382398,29,0.06867400516336951,2,True,standard,1.2473526737799485e-05,COMPLETE
1122,153.7176971435547,2026-01-03 09:26:27.622589,2026-01-03 09:26:54.281255,0 days 00:00:26.658666,relu,0.2113399131817897,27,0.05856544913629622,2,True,standard,1.5521208701519516e-05,COMPLETE
1123,140.99057006835938,2026-01-03 09:26:54.289254,2026-01-03 09:27:21.005407,0 days 00:00:26.716153,relu,0.1258320540688026,29,0.07919708423696446,2,True,standard,1.7836176688472406e-05,COMPLETE
1124,153.24465942382812,2026-01-03 09:27:21.014407,2026-01-03 09:27:47.977097,0 days 00:00:26.962690,silu,0.10725928208957114,30,0.08956243446640365,2,True,standard,1.9052972189391277e-05,COMPLETE
1125,139.5686492919922,2026-01-03 09:27:47.985100,2026-01-03 09:28:14.747810,0 days 00:00:26.762710,relu,0.10003746407314888,32,0.06870187650811141,2,True,standard,1.4445523196527917e-05,COMPLETE
1126,198.40228881835938,2026-01-03 09:28:14.757810,2026-01-03 09:28:40.889970,0 days 00:00:26.132160,relu,0.11749436854794593,29,0.0009939866767529398,2,False,standard,1.195070293582711e-05,COMPLETE
