number,value,datetime_start,datetime_complete,duration,params_activation,params_dropout,params_hidden_size,params_lr,params_n_layers,params_scale_target,params_scaler,params_weight_decay,state
561,143.40158081054688,2026-01-03 05:16:11.105202,2026-01-03 05:16:37.739177,0 days 00:00:26.633975,relu,0.13536114447730918,32,0.0674504066328048,2,True,standard,1.3308324045695405e-05,COMPLETE
562,158.47677612304688,2026-01-03 05:16:37.748180,2026-01-03 05:17:04.490677,0 days 00:00:26.742497,relu,0.21911811412005022,32,0.09956905035865417,2,True,robust,1.3204001974470723e-05,COMPLETE
563,143.94540405273438,2026-01-03 05:17:04.509678,2026-01-03 05:17:31.349671,0 days 00:00:26.839993,relu,0.14556366939864843,31,0.07926042327693864,2,True,standard,1.5142017576551639e-05,COMPLETE
564,196.80250549316406,2026-01-03 05:17:31.357671,2026-01-03 05:17:57.003103,0 days 00:00:25.645432,relu,0.12805468679832155,4,0.08943813194667591,2,True,standard,1.0750316537629657e-05,COMPLETE
565,143.76016235351562,2026-01-03 05:17:57.011104,2026-01-03 05:18:23.793112,0 days 00:00:26.782008,relu,0.12306961774096371,32,0.04781773727011765,2,True,standard,1.4826676616961856e-05,COMPLETE
566,198.2117654079861,2026-01-03 05:18:23.801113,2026-01-03 05:18:49.908582,0 days 00:00:26.107469,relu,0.11248885186739362,30,0.0009948519903944522,2,False,standard,1.1126375278086852e-05,COMPLETE
567,190.6248321533203,2026-01-03 05:18:49.916583,2026-01-03 05:19:17.611112,0 days 00:00:27.694529,mish,0.10691345954162002,32,0.0720083526092097,2,True,minmax,1.2959584852869143e-05,COMPLETE
568,151.12301635742188,2026-01-03 05:19:17.619112,2026-01-03 05:19:44.534605,0 days 00:00:26.915493,relu,0.13098696864356318,30,0.056757555005011194,2,True,standard,1.1912120168801032e-05,COMPLETE
569,143.20755004882812,2026-01-03 05:19:44.542606,2026-01-03 05:20:11.427603,0 days 00:00:26.884997,relu,0.11915939626187823,31,0.08087209230716422,2,True,standard,9.658830935191732e-06,COMPLETE
570,143.64132690429688,2026-01-03 05:20:11.436608,2026-01-03 05:20:38.088068,0 days 00:00:26.651460,relu,0.10024145895726304,29,0.0664276881090029,2,True,standard,1.6719787854662105e-05,COMPLETE
571,139.8860321044922,2026-01-03 05:20:38.096069,2026-01-03 05:21:04.852609,0 days 00:00:26.756540,relu,0.10956274669448338,31,0.09935206718432144,2,True,standard,0.00023998985018864664,COMPLETE
572,141.3844757080078,2026-01-03 05:21:04.860611,2026-01-03 05:21:31.556617,0 days 00:00:26.696006,relu,0.1269362204472159,32,0.09073135091641626,2,True,standard,1.594852319362464e-05,COMPLETE
573,140.8016357421875,2026-01-03 05:21:31.564618,2026-01-03 05:21:58.347606,0 days 00:00:26.782988,relu,0.11937515516111144,31,0.08899558376578715,2,True,standard,0.0003428125082311725,COMPLETE
574,172.64959716796875,2026-01-03 05:21:58.464613,2026-01-03 05:22:27.001172,0 days 00:00:28.536559,gelu,0.4500436769186263,30,0.0981438859271058,2,True,standard,0.0002637733711924277,COMPLETE
575,139.55252075195312,2026-01-03 05:22:27.009171,2026-01-03 05:22:53.747148,0 days 00:00:26.737977,relu,0.11253375510621089,32,0.0789504280869461,2,True,standard,0.00027963664268814385,COMPLETE
576,147.4973602294922,2026-01-03 05:22:53.755150,2026-01-03 05:23:20.489617,0 days 00:00:26.734467,relu,0.13606996041011843,32,0.07319434835675667,2,True,standard,0.0003247510525063278,COMPLETE
577,142.9716033935547,2026-01-03 05:23:20.496619,2026-01-03 05:23:47.263127,0 days 00:00:26.766508,relu,0.12521808798042164,32,0.08902489357391703,2,True,standard,0.0002983543481613839,COMPLETE
578,140.65469360351562,2026-01-03 05:23:47.272128,2026-01-03 05:24:13.885998,0 days 00:00:26.613870,relu,0.11889552258232289,32,0.099828377324512,2,True,standard,0.00032315678275462404,COMPLETE
579,177.30374145507812,2026-01-03 05:24:13.893994,2026-01-03 05:24:40.116256,0 days 00:00:26.222262,silu,0.14931674124187902,7,0.060990272117392025,2,True,standard,0.0002589398130721296,COMPLETE
580,143.99636840820312,2026-01-03 05:24:40.125259,2026-01-03 05:25:07.039529,0 days 00:00:26.914270,relu,0.11365147930421643,31,0.07992751939384588,2,True,standard,0.0002610153589691986,COMPLETE
581,151.84823608398438,2026-01-03 05:25:07.049533,2026-01-03 05:25:31.253730,0 days 00:00:24.204197,relu,0.12984901849269598,30,0.09907737793187156,1,True,standard,0.00028736175158454647,COMPLETE
582,143.46641540527344,2026-01-03 05:25:31.262730,2026-01-03 05:25:58.020985,0 days 00:00:26.758255,relu,0.11304307808512179,31,0.06890320121335752,2,True,standard,0.0002444576708598177,COMPLETE
583,179.18017578125,2026-01-03 05:25:58.028987,2026-01-03 05:26:24.836275,0 days 00:00:26.807288,relu,0.12322171675269887,32,0.003955190306242674,2,True,none,0.0002384191335146821,COMPLETE
584,144.2961883544922,2026-01-03 05:26:24.845276,2026-01-03 05:26:51.604035,0 days 00:00:26.758759,relu,0.13711064757469252,30,0.07940972592840513,2,True,standard,0.00022293081084131408,COMPLETE
585,198.60248460557725,2026-01-03 05:26:51.613037,2026-01-03 05:27:17.047225,0 days 00:00:25.434188,relu,0.11120767989267315,17,0.0009944732145669391,2,False,standard,0.00022067395567316076,COMPLETE
586,146.0949249267578,2026-01-03 05:27:17.057228,2026-01-03 05:27:43.751965,0 days 00:00:26.694737,relu,0.12034640515100418,29,0.054783273907990065,2,True,standard,1.47119713522935e-06,COMPLETE
587,151.07347106933594,2026-01-03 05:27:43.759964,2026-01-03 05:28:10.590760,0 days 00:00:26.830796,relu,0.10815223605334907,32,0.08941248679637345,2,True,robust,0.0002975686637223518,COMPLETE
588,145.73233032226562,2026-01-03 05:28:10.599763,2026-01-03 05:28:37.355513,0 days 00:00:26.755750,relu,0.11309735857189952,30,0.0713980830392269,2,True,standard,0.0003621836388571805,COMPLETE
589,158.83279418945312,2026-01-03 05:28:37.365513,2026-01-03 05:29:04.275301,0 days 00:00:26.909788,relu,0.12601704951958367,31,0.0267805540961914,2,True,standard,0.00019284066747928542,COMPLETE
590,175.14614868164062,2026-01-03 05:29:04.283301,2026-01-03 05:29:31.017050,0 days 00:00:26.733749,relu,0.41500189746401805,28,0.0798773590947624,2,True,standard,1.981226949500329e-05,COMPLETE
591,144.23394775390625,2026-01-03 05:29:31.026052,2026-01-03 05:29:58.069810,0 days 00:00:27.043758,relu,0.10934466163990982,31,0.06335335189797438,2,True,standard,0.0002119804362639527,COMPLETE
592,172.45619201660156,2026-01-03 05:29:58.078814,2026-01-03 05:30:25.025116,0 days 00:00:26.946302,relu,0.11812899661577449,29,0.08865828411021977,2,True,minmax,0.0002540292491470537,COMPLETE
593,141.23341369628906,2026-01-03 05:30:25.033116,2026-01-03 05:30:51.938907,0 days 00:00:26.905791,relu,0.10950249973457993,30,0.07557979215609327,2,True,standard,0.00030826231763927785,COMPLETE
594,138.25794982910156,2026-01-03 05:30:51.946907,2026-01-03 05:31:18.550138,0 days 00:00:26.603231,relu,0.13076490490170062,32,0.09962337334485076,2,True,standard,1.8329395948665975e-05,COMPLETE
595,160.66439819335938,2026-01-03 05:31:18.559138,2026-01-03 05:31:46.270420,0 days 00:00:27.711282,mish,0.1420075656263402,32,0.08816455054264154,2,True,standard,1.868228232671994e-05,COMPLETE
596,146.47579956054688,2026-01-03 05:31:46.278421,2026-01-03 05:32:13.018186,0 days 00:00:26.739765,relu,0.1535236908629205,32,0.06556632650118734,2,True,standard,1.8334416990258723e-05,COMPLETE
597,143.02694702148438,2026-01-03 05:32:13.026187,2026-01-03 05:32:39.767948,0 days 00:00:26.741761,relu,0.13413143181447013,32,0.0999427977857198,2,True,standard,1.572909944272541e-05,COMPLETE
598,143.7412109375,2026-01-03 05:32:39.775949,2026-01-03 05:33:08.475257,0 days 00:00:28.699308,gelu,0.13014750639848346,31,0.07805814452536185,2,True,standard,2.4173324763413557e-05,COMPLETE
599,147.63870239257812,2026-01-03 05:33:08.484257,2026-01-03 05:33:35.227018,0 days 00:00:26.742761,relu,0.12467989288109882,28,0.04472579771963747,2,True,standard,1.4242128407914566e-05,COMPLETE
600,141.0972900390625,2026-01-03 05:33:35.235022,2026-01-03 05:34:01.956786,0 days 00:00:26.721764,relu,0.1432036162326756,30,0.08785248053685742,2,True,standard,2.2535509164102848e-05,COMPLETE
601,143.89662170410156,2026-01-03 05:34:01.964785,2026-01-03 05:34:28.700550,0 days 00:00:26.735765,relu,0.11798068278020477,32,0.05862286295873212,2,True,standard,1.966524722129363e-05,COMPLETE
602,143.9810791015625,2026-01-03 05:34:28.711550,2026-01-03 05:34:55.431315,0 days 00:00:26.719765,relu,0.10753494465470445,29,0.07408980732151883,2,True,standard,3.291121583795297e-05,COMPLETE
603,147.82907104492188,2026-01-03 05:34:55.440318,2026-01-03 05:35:22.248070,0 days 00:00:26.807752,relu,0.10691529891121254,31,0.08160628626575724,2,True,standard,1.7600649370503405e-05,COMPLETE
604,140.5004425048828,2026-01-03 05:35:22.258071,2026-01-03 05:35:49.074857,0 days 00:00:26.816786,relu,0.13158206245314225,30,0.09947091323145515,2,True,standard,2.2126486242622912e-05,COMPLETE
605,198.12043145073784,2026-01-03 05:35:49.082854,2026-01-03 05:36:14.972110,0 days 00:00:25.889256,silu,0.11895889095525995,24,0.0009928841248208176,2,False,standard,1.5931143528850613e-05,COMPLETE
606,143.04859924316406,2026-01-03 05:36:14.981110,2026-01-03 05:36:41.627401,0 days 00:00:26.646291,relu,0.10626430440929602,32,0.09963681590366548,2,True,standard,0.00019971009800549169,COMPLETE
607,142.76425170898438,2026-01-03 05:36:41.636402,2026-01-03 05:37:08.350669,0 days 00:00:26.714267,relu,0.12407901649827889,28,0.06614123047924061,2,True,standard,1.3879372505611303e-05,COMPLETE
608,172.24514770507812,2026-01-03 05:37:08.359669,2026-01-03 05:37:35.015433,0 days 00:00:26.655764,relu,0.11407588071937877,26,0.08192784883685539,2,True,none,2.8290061164569945e-05,COMPLETE
609,147.0338592529297,2026-01-03 05:37:35.023433,2026-01-03 05:38:01.877704,0 days 00:00:26.854271,relu,0.1373051949765587,29,0.051703301525663985,2,True,standard,0.0001541933316617544,COMPLETE
610,190.43881225585938,2026-01-03 05:38:01.885704,2026-01-03 05:38:28.796998,0 days 00:00:26.911294,relu,0.10731970402310212,31,0.0013199086484614452,2,True,standard,0.00018413729390506033,COMPLETE
611,144.24522399902344,2026-01-03 05:38:28.805997,2026-01-03 05:38:55.601761,0 days 00:00:26.795764,relu,0.11588117911398592,31,0.06882623171818153,2,True,standard,0.0004078476502470905,COMPLETE
612,144.85885620117188,2026-01-03 05:38:55.609763,2026-01-03 05:39:22.292527,0 days 00:00:26.682764,relu,0.12614904484632972,27,0.08448145585136554,2,True,standard,0.00023016542160377961,COMPLETE
613,147.22482299804688,2026-01-03 05:39:22.300528,2026-01-03 05:39:49.016287,0 days 00:00:26.715759,relu,0.10653195543080256,29,0.09987854158126325,2,True,robust,0.00013939346520387423,COMPLETE
614,140.85093688964844,2026-01-03 05:39:49.024284,2026-01-03 05:40:15.858045,0 days 00:00:26.833761,relu,0.11954921920718757,32,0.07302626208676302,2,True,standard,1.7963665006576184e-05,COMPLETE
615,143.1978759765625,2026-01-03 05:40:15.866045,2026-01-03 05:40:42.715317,0 days 00:00:26.849272,relu,0.10594796612197051,30,0.08766195338753105,2,True,standard,1.238001892049253e-05,COMPLETE
616,145.3054962158203,2026-01-03 05:40:42.723322,2026-01-03 05:41:09.400541,0 days 00:00:26.677219,relu,0.11456701872752069,28,0.06178798069224862,2,True,standard,0.00028187247466300206,COMPLETE
617,179.96542358398438,2026-01-03 05:41:09.408540,2026-01-03 05:41:36.147645,0 days 00:00:26.739105,relu,0.2959331766468991,30,0.09999492878972228,2,True,minmax,0.000177361862354383,COMPLETE
618,185.54544067382812,2026-01-03 05:41:36.155645,2026-01-03 05:42:02.779259,0 days 00:00:26.623614,mish,0.4813180978057955,14,0.07473332772297754,2,True,standard,0.0002144094242277509,COMPLETE
619,149.2620849609375,2026-01-03 05:42:02.787259,2026-01-03 05:42:26.844814,0 days 00:00:24.057555,relu,0.10039945715341918,29,0.0869706825401331,1,True,standard,0.0001232901454010093,COMPLETE
620,144.76564025878906,2026-01-03 05:42:26.851814,2026-01-03 05:42:53.598411,0 days 00:00:26.746597,relu,0.12648640469066053,31,0.05757243030450013,2,True,standard,2.1654550630762092e-05,COMPLETE
621,141.46694946289062,2026-01-03 05:42:53.607415,2026-01-03 05:43:20.354492,0 days 00:00:26.747077,relu,0.1005007291563996,32,0.07127575499866515,2,True,standard,0.00015923936484895463,COMPLETE
622,165.33132934570312,2026-01-03 05:43:20.362490,2026-01-03 05:43:47.289607,0 days 00:00:26.927117,relu,0.10002257662547177,27,0.016090763586311483,2,True,standard,2.487126336321762e-05,COMPLETE
623,143.3566436767578,2026-01-03 05:43:47.298612,2026-01-03 05:44:13.904214,0 days 00:00:26.605602,relu,0.11376559574961083,29,0.08264572928825129,2,True,standard,1.5161644966526126e-05,COMPLETE
624,198.07327263726128,2026-01-03 05:44:13.914214,2026-01-03 05:44:39.930294,0 days 00:00:26.016080,relu,0.11295767122851298,31,0.0009944435546004888,2,False,standard,0.00013936409920214794,COMPLETE
625,141.93435668945312,2026-01-03 05:44:39.938291,2026-01-03 05:45:06.705893,0 days 00:00:26.767602,relu,0.13250116371796145,30,0.08738635235894761,2,True,standard,5.054531105225928e-06,COMPLETE
626,198.5894775390625,2026-01-03 05:45:06.714893,2026-01-03 05:45:35.343050,0 days 00:00:28.628157,gelu,0.12039209881699445,23,0.0004584505530720477,2,True,standard,0.00034022742442600456,COMPLETE
627,141.67947387695312,2026-01-03 05:45:35.351050,2026-01-03 05:46:02.062648,0 days 00:00:26.711598,relu,0.10743016502758554,28,0.0662417588969907,2,True,standard,0.00023313591795688125,COMPLETE
628,158.6168670654297,2026-01-03 05:46:02.070649,2026-01-03 05:46:28.869254,0 days 00:00:26.798605,silu,0.10831981163355658,25,0.07624255982314354,2,True,standard,0.00019463943526153927,COMPLETE
629,138.58718872070312,2026-01-03 05:46:28.953254,2026-01-03 05:46:55.708860,0 days 00:00:26.755606,relu,0.10000222996647912,32,0.08787784943069483,2,True,standard,0.00011392659175140252,COMPLETE
630,144.65269470214844,2026-01-03 05:46:55.717860,2026-01-03 05:47:22.410471,0 days 00:00:26.692611,relu,0.10045915871438857,32,0.051910172184974145,2,True,standard,3.0174957982587623e-06,COMPLETE
631,141.30093383789062,2026-01-03 05:47:22.420471,2026-01-03 05:47:49.128548,0 days 00:00:26.708077,relu,0.1073417677223993,32,0.062304685515044055,2,True,standard,0.0002457599694626822,COMPLETE
632,143.18731689453125,2026-01-03 05:47:49.137550,2026-01-03 05:48:15.822155,0 days 00:00:26.684605,relu,0.10049109892022759,30,0.07688128744638771,2,True,standard,1.3674782618766917e-05,COMPLETE
633,142.61463928222656,2026-01-03 05:48:15.830155,2026-01-03 05:48:42.709289,0 days 00:00:26.879134,relu,0.1002113152315313,30,0.06953517069919968,2,True,standard,1.2094384985198273e-05,COMPLETE
634,151.95379638671875,2026-01-03 05:48:42.717287,2026-01-03 05:49:09.374410,0 days 00:00:26.657123,relu,0.1954054390710201,26,0.08820924969656738,2,True,standard,0.00011034942143077107,COMPLETE
635,172.3605194091797,2026-01-03 05:49:09.383413,2026-01-03 05:49:36.225028,0 days 00:00:26.841615,relu,0.11240650425489415,32,0.0801972823801025,2,True,none,0.00017481923826158697,COMPLETE
636,142.84716796875,2026-01-03 05:49:36.233025,2026-01-03 05:50:03.235629,0 days 00:00:27.002604,relu,0.1000050419213697,31,0.059012796527790165,2,True,standard,1.6985270688027034e-05,COMPLETE
637,163.2101287841797,2026-01-03 05:50:03.244629,2026-01-03 05:50:30.039221,0 days 00:00:26.794592,relu,0.10788265060738608,28,0.018717876938594096,2,True,standard,0.00026236671752898484,COMPLETE
638,148.25436401367188,2026-01-03 05:50:30.048222,2026-01-03 05:50:56.755812,0 days 00:00:26.707590,relu,0.1148716858899529,29,0.08761137761186531,2,True,robust,2.0183247093575133e-05,COMPLETE
639,139.24072265625,2026-01-03 05:50:56.763817,2026-01-03 05:51:23.490427,0 days 00:00:26.726610,relu,0.10806111169881466,32,0.06822334414438976,2,True,standard,9.232897783490126e-06,COMPLETE
640,144.68692016601562,2026-01-03 05:51:23.500427,2026-01-03 05:51:50.337494,0 days 00:00:26.837067,relu,0.10742903251390977,32,0.05009890988510069,2,True,standard,8.88050055407371e-06,COMPLETE
641,141.5360107421875,2026-01-03 05:51:50.345497,2026-01-03 05:52:17.001108,0 days 00:00:26.655611,relu,0.1067016703380041,32,0.056269216481122264,2,True,standard,9.244825731095465e-06,COMPLETE
642,176.9119873046875,2026-01-03 05:52:17.009111,2026-01-03 05:52:43.782229,0 days 00:00:26.773118,relu,0.1129467257586038,30,0.06514039325709736,2,True,minmax,8.815638074411719e-06,COMPLETE
643,171.46266174316406,2026-01-03 05:52:43.791228,2026-01-03 05:53:09.987325,0 days 00:00:26.196097,relu,0.10044826789999958,9,0.043252531647077666,2,True,standard,1.0529931388936318e-05,COMPLETE
644,198.06177863226998,2026-01-03 05:53:10.011324,2026-01-03 05:53:37.159472,0 days 00:00:27.148148,relu,0.10808131831073314,30,0.0009944457722455091,2,False,standard,7.978182719142079e-06,COMPLETE
645,153.61282348632812,2026-01-03 05:53:37.167470,2026-01-03 05:54:04.952072,0 days 00:00:27.784602,mish,0.11467003151574301,32,0.06911351607582882,2,True,standard,9.57828266522982e-06,COMPLETE
646,165.656494140625,2026-01-03 05:54:04.961072,2026-01-03 05:54:31.688668,0 days 00:00:26.727596,relu,0.10034615962351474,27,0.012597233068859138,2,True,standard,1.1009682727277006e-05,COMPLETE
647,143.325439453125,2026-01-03 05:54:31.697666,2026-01-03 05:54:58.404256,0 days 00:00:26.706590,relu,0.10734836970056164,29,0.07260049948343031,2,True,standard,1.246310654153509e-05,COMPLETE
648,143.02505493164062,2026-01-03 05:54:58.412259,2026-01-03 05:55:25.204893,0 days 00:00:26.792634,relu,0.11742374792186011,31,0.05938424207516992,2,True,standard,0.00012856222248316845,COMPLETE
649,143.53102111816406,2026-01-03 05:55:25.212895,2026-01-03 05:55:51.901495,0 days 00:00:26.688600,relu,0.11225429221300404,28,0.07850259113866342,2,True,standard,7.974173475159027e-06,COMPLETE
650,144.73562622070312,2026-01-03 05:55:51.910498,2026-01-03 05:56:18.595570,0 days 00:00:26.685072,relu,0.10742898527295969,31,0.06440149272099097,2,True,standard,3.704678898928424e-05,COMPLETE
651,152.48825073242188,2026-01-03 05:56:18.603571,2026-01-03 05:56:47.310715,0 days 00:00:28.707144,gelu,0.11945572270466825,32,0.07529980134849965,2,True,standard,0.0001482161839345355,COMPLETE
652,141.8937225341797,2026-01-03 05:56:47.317719,2026-01-03 05:57:14.114322,0 days 00:00:26.796603,relu,0.10004482799270173,29,0.09062237615395764,2,True,standard,0.00010490174964495079,COMPLETE
653,170.32492065429688,2026-01-03 05:57:14.122326,2026-01-03 05:57:41.024928,0 days 00:00:26.902602,silu,0.10739868170021191,30,0.051315393901750064,2,True,standard,0.00020051100172558997,COMPLETE
654,169.7587890625,2026-01-03 05:57:41.033928,2026-01-03 05:58:07.203005,0 days 00:00:26.169077,relu,0.11781096514269154,12,0.09900368153835122,2,True,standard,1.134334046379469e-05,COMPLETE
655,144.14108276367188,2026-01-03 05:58:07.211007,2026-01-03 05:58:33.903024,0 days 00:00:26.692017,relu,0.11193050917612808,32,0.06870423544538226,2,True,standard,0.00017202741960376826,COMPLETE
656,141.2968292236328,2026-01-03 05:58:33.912024,2026-01-03 05:59:00.677989,0 days 00:00:26.765965,relu,0.10013406679109753,27,0.08016676675422824,2,True,standard,1.466379637141789e-05,COMPLETE
657,171.88888549804688,2026-01-03 05:59:00.684988,2026-01-03 05:59:27.408466,0 days 00:00:26.723478,relu,0.12029617639269473,30,0.08848457787390082,2,True,none,0.00029774337408406396,COMPLETE
658,143.60435485839844,2026-01-03 05:59:27.416466,2026-01-03 05:59:54.184944,0 days 00:00:26.768478,relu,0.1079814413494142,28,0.09934089075353222,2,True,standard,1.0056154695714702e-05,COMPLETE
659,173.7233428955078,2026-01-03 05:59:54.192944,2026-01-03 06:00:21.103918,0 days 00:00:26.910974,relu,0.11344036254675878,31,0.007027379907356746,2,True,standard,0.00012280580703518654,COMPLETE
660,167.0167236328125,2026-01-03 06:00:21.111915,2026-01-03 06:00:47.751403,0 days 00:00:26.639488,relu,0.10721320420386757,30,0.009071022612173733,2,True,standard,0.00021454177661826785,COMPLETE
661,144.5464324951172,2026-01-03 06:00:47.759405,2026-01-03 06:01:14.426410,0 days 00:00:26.667005,relu,0.11971501675979938,29,0.06262461375678606,2,True,standard,1.8282222113411457e-05,COMPLETE
662,198.180318874783,2026-01-03 06:01:14.434411,2026-01-03 06:01:40.394851,0 days 00:00:25.960440,relu,0.10809963189345577,32,0.0009934639095466938,2,False,robust,0.00015707534016679532,COMPLETE
663,144.9076690673828,2026-01-03 06:01:40.403851,2026-01-03 06:02:07.047337,0 days 00:00:26.643486,relu,0.12324952681576255,27,0.07635201795256241,2,True,standard,7.896113376211987e-06,COMPLETE
664,147.53591918945312,2026-01-03 06:02:07.056340,2026-01-03 06:02:31.176762,0 days 00:00:24.120422,relu,0.1000903684264274,30,0.08035433188080594,1,True,standard,0.00010584853059607457,COMPLETE
665,149.5862579345703,2026-01-03 06:02:31.183762,2026-01-03 06:02:57.677259,0 days 00:00:26.493497,relu,0.10010450714625865,26,0.09984403362524963,2,True,standard,0.00023868872863292808,COMPLETE
666,161.3922882080078,2026-01-03 06:02:57.688774,2026-01-03 06:03:25.312277,0 days 00:00:27.623503,mish,0.11517166466842992,29,0.06932691815044616,2,True,standard,5.4443387896794384e-05,COMPLETE
667,173.5457305908203,2026-01-03 06:03:25.320277,2026-01-03 06:03:52.054775,0 days 00:00:26.734498,relu,0.11309668145990039,32,0.05854660159080144,2,True,minmax,2.60244548502777e-05,COMPLETE
668,143.31826782226562,2026-01-03 06:03:52.063773,2026-01-03 06:04:18.810774,0 days 00:00:26.747001,relu,0.12764680050289,31,0.08758371531167736,2,True,standard,0.00012337069294618427,COMPLETE
669,138.52920532226562,2026-01-03 06:04:18.819772,2026-01-03 06:04:45.483262,0 days 00:00:26.663490,relu,0.10005108091720594,28,0.07315960291791662,2,True,standard,1.5845575562580962e-05,COMPLETE
670,151.60891723632812,2026-01-03 06:04:45.491263,2026-01-03 06:05:12.078727,0 days 00:00:26.587464,relu,0.1074451414113443,26,0.040005019858401374,2,True,standard,1.4565812984370859e-05,COMPLETE
671,150.80038452148438,2026-01-03 06:05:12.086727,2026-01-03 06:05:38.915185,0 days 00:00:26.828458,relu,0.12166435641882595,27,0.06809547167346416,2,True,standard,1.640045990612728e-05,COMPLETE
672,155.0258026123047,2026-01-03 06:05:38.923181,2026-01-03 06:06:07.584196,0 days 00:00:28.661015,gelu,0.11364249484833652,28,0.052693660229137095,2,True,standard,1.9228807022309964e-05,COMPLETE
673,144.67837524414062,2026-01-03 06:06:07.592197,2026-01-03 06:06:34.287687,0 days 00:00:26.695490,relu,0.10660847534958419,25,0.08902727102688004,2,True,standard,1.3090089660149305e-05,COMPLETE
674,146.7090301513672,2026-01-03 06:06:34.295685,2026-01-03 06:07:01.231356,0 days 00:00:26.935671,relu,0.11485107611929092,28,0.046171030161952786,2,True,standard,1.9294167357751272e-05,COMPLETE
675,139.72189331054688,2026-01-03 06:07:01.240356,2026-01-03 06:07:27.910857,0 days 00:00:26.670501,relu,0.10687129489513522,28,0.09986588538812315,2,True,standard,1.6204861631416358e-05,COMPLETE
676,142.7147674560547,2026-01-03 06:07:27.919854,2026-01-03 06:07:54.646395,0 days 00:00:26.726541,relu,0.10007606629745441,26,0.09968436165344143,2,True,standard,1.4011704487341168e-05,COMPLETE
677,139.38345336914062,2026-01-03 06:07:54.654400,2026-01-03 06:08:21.296380,0 days 00:00:26.641980,relu,0.10708352058009887,25,0.08941284259494202,2,True,standard,1.6720697741515233e-05,COMPLETE
678,197.2057342529297,2026-01-03 06:08:21.303391,2026-01-03 06:08:47.780873,0 days 00:00:26.477482,relu,0.12499864327336332,24,0.0006751617101269325,2,True,standard,1.6944465323375727e-05,COMPLETE
679,146.65341186523438,2026-01-03 06:08:47.788871,2026-01-03 06:09:14.456333,0 days 00:00:26.667462,relu,0.1190493981848463,24,0.08742274312956785,2,True,standard,1.6022306373071352e-05,COMPLETE
680,145.7834014892578,2026-01-03 06:09:14.466334,2026-01-03 06:09:41.207293,0 days 00:00:26.740959,relu,0.11259043512888428,26,0.07898204809205242,2,True,standard,1.625897417851918e-05,COMPLETE
681,156.0970001220703,2026-01-03 06:09:41.216291,2026-01-03 06:10:07.826774,0 days 00:00:26.610483,silu,0.10785325878399682,24,0.0882971684573778,2,True,standard,2.1966508861398137e-05,COMPLETE
682,149.2391815185547,2026-01-03 06:10:07.833774,2026-01-03 06:10:34.416257,0 days 00:00:26.582483,relu,0.12979879163136068,25,0.09990375162058357,2,True,standard,1.87732898227649e-05,COMPLETE
683,199.20247531467015,2026-01-03 06:10:34.425257,2026-01-03 06:10:59.766217,0 days 00:00:25.340960,relu,0.10782114366646298,8,0.0009938239702198947,2,False,none,1.4667966344904035e-05,COMPLETE
684,144.87429809570312,2026-01-03 06:10:59.774217,2026-01-03 06:11:26.369717,0 days 00:00:26.595500,relu,0.12041435817378188,25,0.07815945162014712,2,True,standard,2.2012921179024064e-05,COMPLETE
685,169.95529174804688,2026-01-03 06:11:26.377717,2026-01-03 06:11:52.999193,0 days 00:00:26.621476,relu,0.3454703962552389,26,0.09998377303909291,2,True,standard,1.6655443827721654e-05,COMPLETE
686,148.3444366455078,2026-01-03 06:11:53.007195,2026-01-03 06:12:19.776164,0 days 00:00:26.768969,relu,0.1689191949994911,27,0.07268002336562825,2,True,standard,1.1791364853601956e-05,COMPLETE
687,150.27969360351562,2026-01-03 06:12:19.786165,2026-01-03 06:12:46.389654,0 days 00:00:26.603489,relu,0.11427665602313566,23,0.08580169366661972,2,True,robust,1.3321717534614648e-05,COMPLETE
688,168.93093872070312,2026-01-03 06:12:46.397654,2026-01-03 06:13:12.691144,0 days 00:00:26.293490,relu,0.12435133937997822,13,0.07302568862696548,2,True,standard,1.7309904672051816e-05,COMPLETE
689,146.2809600830078,2026-01-03 06:13:12.700143,2026-01-03 06:13:39.223135,0 days 00:00:26.522992,relu,0.10607500313211796,23,0.08782871089210552,2,True,standard,1.5392380576745595e-05,COMPLETE
690,149.517822265625,2026-01-03 06:13:39.232135,2026-01-03 06:14:05.758621,0 days 00:00:26.526486,relu,0.13607286440431643,22,0.07865988541706409,2,True,standard,1.9178447414009292e-05,COMPLETE
691,141.0796661376953,2026-01-03 06:14:05.766624,2026-01-03 06:14:32.392100,0 days 00:00:26.625476,relu,0.11418012400846167,29,0.06482468352952146,2,True,standard,1.2791323490920354e-05,COMPLETE
692,158.25985717773438,2026-01-03 06:14:32.400100,2026-01-03 06:14:59.443069,0 days 00:00:27.042969,mish,0.1066863990647239,21,0.08841686356073798,2,True,standard,2.138288805802482e-05,COMPLETE
693,148.08033752441406,2026-01-03 06:14:59.452069,2026-01-03 06:15:26.152491,0 days 00:00:26.700422,relu,0.18072409898745165,27,0.07215230730187634,2,True,standard,1.5279039346834412e-05,COMPLETE
694,174.4849853515625,2026-01-03 06:15:26.160496,2026-01-03 06:15:52.847867,0 days 00:00:26.687371,relu,0.11909525134242667,29,0.0864941001199103,2,True,minmax,1.2103273353129204e-05,COMPLETE
695,150.24990844726562,2026-01-03 06:15:52.855865,2026-01-03 06:16:19.502746,0 days 00:00:26.646881,relu,0.10700309447138881,28,0.062102341775731866,2,True,standard,1.8623661273460243e-05,COMPLETE
