mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_epsilon,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.003830242156982422,0.00019989150170595453,0.0008097648620605469,0.00014386972823244204,63.548667182516766,0.8114593606097615,2.7650506021366357,rbf,"{'C': np.float64(63.548667182516766), 'epsilon': np.float64(0.8114593606097615), 'gamma': np.float64(2.7650506021366357), 'kernel': 'rbf'}",-8.920854440636992,-9.676756635545056,-7.05119907261955,-9.34539898251393,-8.914418245189484,-8.781725475301002,0.9110976315516671,101
0.005402898788452149,0.0005193190692245053,0.0009028434753417969,0.00013831684087588968,48.75339945554302,0.8732164901309971,2.240987814795783,rbf,"{'C': np.float64(48.75339945554302), 'epsilon': np.float64(0.8732164901309971), 'gamma': np.float64(2.240987814795783), 'kernel': 'rbf'}",-8.808809943104078,-9.523750511443644,-6.781284966278197,-9.175749626379693,-8.884577767783954,-8.634834562997913,0.9603172265365437,66
0.004176950454711914,0.0006299240597872874,0.0008334636688232422,0.00012052274007797371,45.27655202185771,1.180279977664401,0.8028996713910361,rbf,"{'C': np.float64(45.27655202185771), 'epsilon': np.float64(1.180279977664401), 'gamma': np.float64(0.8028996713910361), 'kernel': 'rbf'}",-9.361948726122414,-9.712727699965848,-7.266513820287823,-9.787751076404493,-9.31373059367092,-9.088534383290298,0.9299192382730814,162
0.004192972183227539,0.0007538421411662416,0.0008176803588867187,0.00018897475898050465,51.34217574120477,1.0977878325455959,3.6991549357694566,rbf,"{'C': np.float64(51.34217574120477), 'epsilon': np.float64(1.0977878325455959), 'gamma': np.float64(3.6991549357694566), 'kernel': 'rbf'}",-9.43108031820261,-10.056046337001831,-7.129476102706074,-9.854277911141825,-9.473790492361898,-9.188934232282849,1.0560029561000415,174
0.003935003280639648,0.0007488929490163853,0.0007400035858154297,0.00013510181014055698,25.944653201388505,0.8803838240978543,3.2478230071398624,rbf,"{'C': np.float64(25.944653201388505), 'epsilon': np.float64(0.8803838240978543), 'gamma': np.float64(3.2478230071398624), 'kernel': 'rbf'}",-9.489080321268089,-10.11504069664466,-6.617949987431791,-9.537591125709403,-9.246265151164728,-9.001185456443734,1.2252608942414267,145
0.00436558723449707,0.0007681178188782157,0.0009253978729248047,3.524391144579953e-05,30.476726482536733,1.173731720439457,2.4764877373561447,rbf,"{'C': np.float64(30.476726482536733), 'epsilon': np.float64(1.173731720439457), 'gamma': np.float64(2.4764877373561447), 'kernel': 'rbf'}",-8.965054305501452,-9.669426482897151,-6.64509671707944,-9.204593524510415,-8.963415697187127,-8.689517345435117,1.0541462912740036,79
0.005560779571533203,0.0005227771210611065,0.000981283187866211,6.61133301200679e-05,39.65778583645149,0.9531144908937724,1.6693741448943573,rbf,"{'C': np.float64(39.65778583645149), 'epsilon': np.float64(0.9531144908937724), 'gamma': np.float64(1.6693741448943573), 'kernel': 'rbf'}",-8.562248007402943,-9.23432723701976,-6.725265971221138,-8.997982199673569,-8.93892382524688,-8.49174944811286,0.909185593362459,14
0.004987287521362305,0.0005662349479333121,0.0008603096008300781,0.00017338022014498072,61.4779422967037,0.09282183539577868,3.5930758726200622,rbf,"{'C': np.float64(61.4779422967037), 'epsilon': np.float64(0.09282183539577868), 'gamma': np.float64(3.5930758726200622), 'kernel': 'rbf'}",-9.276343935582771,-9.965692576911616,-7.106333390493872,-9.66935803240512,-9.297855222582625,-9.063116631595202,1.0111123295697053,158
0.003368091583251953,0.0008311440651598855,0.0008373260498046875,0.00020032467593094984,26.846458934249963,0.6337518488125616,0.6666082027625824,rbf,"{'C': np.float64(26.846458934249963), 'epsilon': np.float64(0.6337518488125616), 'gamma': np.float64(0.6666082027625824), 'kernel': 'rbf'}",-10.280856605676057,-10.496145699209537,-8.467507449682637,-10.425798593758755,-9.516427259942539,-9.837347121653904,0.7689527485842647,197
0.004255247116088867,0.0006838107769059929,0.000724172592163086,0.00016240968608684787,25.501078079497216,1.1877946266530723,2.62287113120032,rbf,"{'C': np.float64(25.501078079497216), 'epsilon': np.float64(1.1877946266530723), 'gamma': np.float64(2.62287113120032), 'kernel': 'rbf'}",-9.11872084738518,-9.776975699326421,-6.511132986369085,-9.293498310663884,-8.976837849493615,-8.735433138647636,1.1444600920466503,90
0.005055952072143555,0.00030191069594950735,0.0009479522705078125,4.609192919051923e-05,31.378047998962355,0.7351292382077779,3.6925444330400414,rbf,"{'C': np.float64(31.378047998962355), 'epsilon': np.float64(0.7351292382077779), 'gamma': np.float64(3.6925444330400414), 'kernel': 'rbf'}",-9.658052200392289,-10.261159887909049,-6.894420222319131,-9.75003364745436,-9.495774269994504,-9.211888045613867,1.1866661738856863,175
0.004947519302368164,0.0006580622916274594,0.0009818077087402344,0.00011883763552884685,59.55372378536063,0.49445153792536123,3.7067381198175977,rbf,"{'C': np.float64(59.55372378536063), 'epsilon': np.float64(0.49445153792536123), 'gamma': np.float64(3.7067381198175977), 'kernel': 'rbf'}",-9.367093884376887,-10.03110713916516,-7.134558062835358,-9.777501512446333,-9.386327760356565,-9.13931767183606,1.0329108524133335,168
0.0055922985076904295,0.0013444764695609208,0.001040029525756836,5.094451075362532e-05,46.928394245069285,0.6192909972879902,2.5476032122572008,rbf,"{'C': np.float64(46.928394245069285), 'epsilon': np.float64(0.6192909972879902), 'gamma': np.float64(2.5476032122572008), 'kernel': 'rbf'}",-8.919442643254937,-9.639652291643468,-6.82441888714599,-9.23842006590087,-8.93739631977111,-8.711866041543274,0.9792298176689938,85
0.005228090286254883,0.0007110481545244109,0.0010277271270751954,3.4825961072198285e-05,52.95594465585178,1.1632779984864094,1.0033549489259663,rbf,"{'C': np.float64(52.95594465585178), 'epsilon': np.float64(1.1632779984864094), 'gamma': np.float64(1.0033549489259663), 'kernel': 'rbf'}",-8.795580688669164,-9.268810380052365,-6.780409373357176,-9.342118778068015,-9.211432699677562,-8.679670383964856,0.9684340509712714,77
0.0058230400085449215,0.00036477237268670997,0.0011022090911865234,2.283796125093547e-05,29.907563372396062,0.11566161459900297,2.4920354373088847,rbf,"{'C': np.float64(29.907563372396062), 'epsilon': np.float64(0.11566161459900297), 'gamma': np.float64(2.4920354373088847), 'kernel': 'rbf'}",-8.94121886231465,-9.645598572571828,-6.541549633340675,-9.089942609395461,-8.952487828875048,-8.634159501299532,1.0775325212098772,65
0.006323385238647461,0.00022335769159691527,0.0009491443634033203,0.0002258941742271689,55.48656367729734,0.10016449023074087,3.1545605629125095,rbf,"{'C': np.float64(55.48656367729734), 'epsilon': np.float64(0.10016449023074087), 'gamma': np.float64(3.1545605629125095), 'kernel': 'rbf'}",-9.105389131185738,-9.83411704912799,-7.005287810024185,-9.440294889796121,-9.08194605557574,-8.893406987141955,0.9828020386131081,128
0.00650482177734375,0.0005344650170708775,0.0009159088134765625,0.0001694303544986035,40.622038809165346,0.5824369315938414,1.7963251804796168,rbf,"{'C': np.float64(40.622038809165346), 'epsilon': np.float64(0.5824369315938414), 'gamma': np.float64(1.7963251804796168), 'kernel': 'rbf'}",-8.613853315859233,-9.267470624544208,-6.77531478981477,-9.029798516920486,-8.953408202523782,-8.527969089932496,0.9009846755623343,22
0.006560230255126953,0.0007581436194238624,0.0009377479553222656,0.00016083862248618178,55.38648170456465,0.10749649377489054,1.3212185149711244,rbf,"{'C': np.float64(55.38648170456465), 'epsilon': np.float64(0.10749649377489054), 'gamma': np.float64(1.3212185149711244), 'kernel': 'rbf'}",-8.6574653686429,-9.171145261358433,-6.985453735645169,-9.057919816901967,-9.11216720887941,-8.596830278285575,0.8256178765980926,39
0.005508136749267578,0.0007736960745525787,0.0008235454559326171,0.00010301618482426298,53.07705296466918,1.1758513016330217,2.1482464561151318,rbf,"{'C': np.float64(53.07705296466918), 'epsilon': np.float64(1.1758513016330217), 'gamma': np.float64(2.1482464561151318), 'kernel': 'rbf'}",-8.768935964496153,-9.492573181581225,-6.814587717740329,-9.188616802386287,-8.863200800062689,-8.625582893253338,0.9407863988484316,57
