number,value,datetime_start,datetime_complete,duration,params_activation,params_dropout,params_hidden_size,params_lr,params_n_layers,params_scale_target,params_scaler,params_weight_decay,state
130,157.79513549804688,2026-01-03 18:54:36.891275,2026-01-03 18:54:44.640764,0 days 00:00:07.749489,relu,0.13729552567703118,26,0.07181983880902475,2,True,standard,0.0006497467772277397,COMPLETE
131,152.7413330078125,2026-01-03 18:54:44.648278,2026-01-03 18:54:52.388138,0 days 00:00:07.739860,relu,0.13605116556190072,27,0.0707510616466381,2,True,standard,0.000995679272847394,COMPLETE
132,146.59414672851562,2026-01-03 18:54:52.397655,2026-01-03 18:55:00.156128,0 days 00:00:07.758473,relu,0.12394322384113064,27,0.0660739896549998,2,True,standard,0.0006688721927645573,COMPLETE
133,148.8292999267578,2026-01-03 18:55:00.164644,2026-01-03 18:55:07.888128,0 days 00:00:07.723484,relu,0.13764015073558197,26,0.06824455679102387,2,True,standard,0.0006640938064639185,COMPLETE
134,146.25869750976562,2026-01-03 18:55:07.896645,2026-01-03 18:55:15.568718,0 days 00:00:07.672073,relu,0.10741573110975454,26,0.08437396920388339,2,True,standard,0.000989697658451375,COMPLETE
135,146.8099365234375,2026-01-03 18:55:15.578233,2026-01-03 18:55:23.369981,0 days 00:00:07.791748,relu,0.10658739383879615,26,0.08241247180822521,2,True,standard,0.0009924695147388773,COMPLETE
136,171.71640014648438,2026-01-03 18:55:23.378497,2026-01-03 18:55:31.747891,0 days 00:00:08.369394,relu,0.10680308321649334,26,0.08321896182663337,2,True,minmax,0.000953396713627298,COMPLETE
137,147.23605346679688,2026-01-03 18:55:31.757891,2026-01-03 18:55:39.709554,0 days 00:00:07.951663,relu,0.11964426325750319,27,0.08673177616465638,2,True,standard,0.0008045547714010532,COMPLETE
138,145.338623046875,2026-01-03 18:55:39.722555,2026-01-03 18:55:47.842847,0 days 00:00:08.120292,relu,0.12129128305789355,28,0.08641577932365795,2,True,standard,0.0008435762997708679,COMPLETE
139,151.8673095703125,2026-01-03 18:55:47.852362,2026-01-03 18:55:56.379968,0 days 00:00:08.527606,relu,0.12130050233314273,28,0.08664995748471882,2,True,robust,0.0007886041459207129,COMPLETE
140,171.46481323242188,2026-01-03 18:55:56.389968,2026-01-03 18:56:05.150837,0 days 00:00:08.760869,mish,0.11732806700952042,27,0.08696141812402261,2,True,robust,0.000826101364218504,COMPLETE
141,157.76205444335938,2026-01-03 18:56:05.160838,2026-01-03 18:56:13.250973,0 days 00:00:08.090135,relu,0.12380477410908461,28,0.0704204808939471,2,True,robust,0.0008214808542667216,COMPLETE
142,157.12631225585938,2026-01-03 18:56:13.258973,2026-01-03 18:56:20.430161,0 days 00:00:07.171188,relu,0.12943069695736786,25,0.0849850389422587,2,True,robust,0.0009697155318453531,COMPLETE
143,157.9274139404297,2026-01-03 18:56:20.438161,2026-01-03 18:56:28.321379,0 days 00:00:07.883218,relu,0.11945598559834056,28,0.06387723766899453,2,True,robust,0.0007139358334368439,COMPLETE
144,156.67727661132812,2026-01-03 18:56:28.329888,2026-01-03 18:56:36.660945,0 days 00:00:08.331057,relu,0.10858559135676757,27,0.0727475770174811,2,True,robust,0.0009904130297724942,COMPLETE
145,148.01441955566406,2026-01-03 18:56:36.670947,2026-01-03 18:56:44.467945,0 days 00:00:07.796998,relu,0.12584378686595957,27,0.08630414370888236,2,True,standard,0.0008674093425432337,COMPLETE
146,175.64659118652344,2026-01-03 18:56:44.475945,2026-01-03 18:56:51.948211,0 days 00:00:07.472266,relu,0.13642341852931644,26,0.08836092057264357,2,True,none,0.0004243615715724956,COMPLETE
147,170.53558349609375,2026-01-03 18:56:51.958212,2026-01-03 18:57:00.176375,0 days 00:00:08.218163,silu,0.10090963488379859,24,0.07740781812345811,2,True,standard,0.0007968648294056639,COMPLETE
148,142.1723175048828,2026-01-03 18:57:00.185380,2026-01-03 18:57:07.895331,0 days 00:00:07.709951,relu,0.1154028057961759,27,0.08781418340319769,2,True,standard,0.0007023755224242631,COMPLETE
149,153.3711395263672,2026-01-03 18:57:07.903329,2026-01-03 18:57:16.919609,0 days 00:00:09.016280,relu,0.15631222362442793,29,0.08954118481487267,2,True,standard,0.0007402174493936471,COMPLETE
150,151.89454650878906,2026-01-03 18:57:16.929119,2026-01-03 18:57:25.355788,0 days 00:00:08.426669,relu,0.14209120649114082,25,0.07201538138121272,2,True,standard,0.0008494507255829532,COMPLETE
151,146.14126586914062,2026-01-03 18:57:25.364307,2026-01-03 18:57:33.261582,0 days 00:00:07.897275,relu,0.1162923278710554,25,0.09869243546767256,2,True,standard,0.0008851167335492913,COMPLETE
152,150.9986114501953,2026-01-03 18:57:33.271096,2026-01-03 18:57:41.041711,0 days 00:00:07.770615,relu,0.11554264806530909,25,0.09845544353510885,2,True,standard,0.0008395378340095201,COMPLETE
153,144.8382110595703,2026-01-03 18:57:41.052221,2026-01-03 18:57:48.851465,0 days 00:00:07.799244,relu,0.11586274727905278,25,0.0978413848072619,2,True,standard,0.000848138919628757,COMPLETE
154,147.14964294433594,2026-01-03 18:57:48.859977,2026-01-03 18:57:56.556588,0 days 00:00:07.696611,relu,0.11551599413059307,26,0.09754287303099923,2,True,standard,0.0008410759340862225,COMPLETE
155,198.30449211968318,2026-01-03 18:57:56.564103,2026-01-03 18:58:03.996207,0 days 00:00:07.432104,relu,0.11623109376820577,26,0.0009845302822763598,2,False,standard,0.000510793826101327,COMPLETE
156,144.02517700195312,2026-01-03 18:58:04.003729,2026-01-03 18:58:11.706574,0 days 00:00:07.702845,relu,0.12726545554299643,30,0.09548479253776644,2,True,standard,0.0008771110884417016,COMPLETE
157,145.5245819091797,2026-01-03 18:58:11.715091,2026-01-03 18:58:19.522162,0 days 00:00:07.807071,relu,0.12804884261500427,30,0.09616365221838548,2,True,standard,0.0008718604487413912,COMPLETE
158,145.49462890625,2026-01-03 18:58:19.530681,2026-01-03 18:58:27.378614,0 days 00:00:07.847933,relu,0.13022947448090635,30,0.09983833793537493,2,True,standard,0.0007209304451998587,COMPLETE
159,145.81814575195312,2026-01-03 18:58:27.388128,2026-01-03 18:58:35.083430,0 days 00:00:07.695302,relu,0.12538913296383436,30,0.08803555443049402,2,True,standard,0.0005581245527153586,COMPLETE
160,143.05198669433594,2026-01-03 18:58:35.092950,2026-01-03 18:58:42.895552,0 days 00:00:07.802602,relu,0.12993864849052061,31,0.09959132006133194,2,True,standard,0.0005405743565135951,COMPLETE
161,143.47862243652344,2026-01-03 18:58:42.905068,2026-01-03 18:58:50.795852,0 days 00:00:07.890784,relu,0.1309665072384537,31,0.09063372565695968,2,True,standard,0.0005538823400906138,COMPLETE
162,145.81361389160156,2026-01-03 18:58:50.804365,2026-01-03 18:58:58.470079,0 days 00:00:07.665714,relu,0.1300989230184556,29,0.09833738405043342,2,True,standard,0.0005425722879873027,COMPLETE
163,142.7281036376953,2026-01-03 18:58:58.478582,2026-01-03 18:59:06.359966,0 days 00:00:07.881384,relu,0.13086804200528745,31,0.0991513467205218,2,True,standard,0.0004103061906545863,COMPLETE
164,145.84353637695312,2026-01-03 18:59:06.367983,2026-01-03 18:59:14.203189,0 days 00:00:07.835206,relu,0.132131561426285,31,0.09759036573750564,2,True,standard,0.0005333151476017143,COMPLETE
165,144.19076538085938,2026-01-03 18:59:14.211706,2026-01-03 18:59:21.939728,0 days 00:00:07.728022,relu,0.12963890068835038,31,0.09577824043047352,2,True,standard,0.0004042371646248145,COMPLETE
166,144.8828887939453,2026-01-03 18:59:21.949242,2026-01-03 18:59:29.863290,0 days 00:00:07.914048,relu,0.1439550285330408,31,0.09959544119577754,2,True,standard,0.0004156911028986212,COMPLETE
167,145.4506072998047,2026-01-03 18:59:29.872803,2026-01-03 18:59:37.597836,0 days 00:00:07.725033,relu,0.1447798537934855,31,0.09544299477707652,2,True,standard,0.0004139208655076611,COMPLETE
168,145.49838256835938,2026-01-03 18:59:37.606352,2026-01-03 18:59:45.284400,0 days 00:00:07.678048,relu,0.1584333623615929,31,0.09362758444058615,2,True,standard,0.0003975868448396258,COMPLETE
169,147.14447021484375,2026-01-03 18:59:45.307934,2026-01-03 18:59:53.211488,0 days 00:00:07.903554,relu,0.1602292847811712,31,0.09472968451603903,2,True,standard,0.00039215527281440484,COMPLETE
170,153.48992919921875,2026-01-03 18:59:53.221005,2026-01-03 19:00:01.042859,0 days 00:00:07.821854,relu,0.16978960437084067,31,0.0784833156617283,2,True,standard,0.0004383381321736519,COMPLETE
171,145.91336059570312,2026-01-03 19:00:01.051373,2026-01-03 19:00:08.695809,0 days 00:00:07.644436,relu,0.13297995016242817,30,0.09858802820893062,2,True,standard,0.0004011558626253018,COMPLETE
172,144.9567108154297,2026-01-03 19:00:08.704330,2026-01-03 19:00:16.471605,0 days 00:00:07.767275,relu,0.14564021051343612,30,0.09751865732464414,2,True,standard,0.00039056301875974215,COMPLETE
173,143.3835906982422,2026-01-03 19:00:16.480615,2026-01-03 19:00:24.311233,0 days 00:00:07.830618,relu,0.14473142651680884,31,0.0999899250720207,2,True,standard,0.000543956655664098,COMPLETE
174,146.396728515625,2026-01-03 19:00:24.320742,2026-01-03 19:00:32.043982,0 days 00:00:07.723240,relu,0.14541032356255318,30,0.0774721367158335,2,True,standard,0.00045315528973107676,COMPLETE
175,162.19503784179688,2026-01-03 19:00:32.053504,2026-01-03 19:00:40.184072,0 days 00:00:08.130568,mish,0.1548937631276214,29,0.08352759215660076,2,True,standard,0.00037263203062918687,COMPLETE
176,143.2546844482422,2026-01-03 19:00:40.192590,2026-01-03 19:00:47.933424,0 days 00:00:07.740834,relu,0.1446718797196991,32,0.09852559327446864,2,True,standard,0.0005427855607436486,COMPLETE
177,163.89590454101562,2026-01-03 19:00:47.942938,2026-01-03 19:00:55.700809,0 days 00:00:07.757871,silu,0.14774219699464758,32,0.09924266748170889,2,True,standard,0.0002831246186089411,COMPLETE
178,150.00010681152344,2026-01-03 19:00:55.709321,2026-01-03 19:01:03.550957,0 days 00:00:07.841636,relu,0.17472052592492388,31,0.07934914079179715,2,True,standard,0.00046899604066247757,COMPLETE
179,171.28892517089844,2026-01-03 19:01:03.558969,2026-01-03 19:01:11.260788,0 days 00:00:07.701819,relu,0.14506305160903465,29,0.09863587712624255,2,True,minmax,0.0005437011985145821,COMPLETE
180,198.19768256293403,2026-01-03 19:01:11.271871,2026-01-03 19:01:18.666037,0 days 00:00:07.394166,relu,0.1421617172940082,32,0.0009884248164133292,2,False,standard,0.00042739917093831463,COMPLETE
181,143.7832794189453,2026-01-03 19:01:18.675556,2026-01-03 19:01:26.872281,0 days 00:00:08.196725,relu,0.13071055330087739,30,0.08471187336727279,2,True,standard,0.0005653610958605871,COMPLETE
182,143.99070739746094,2026-01-03 19:01:27.881880,2026-01-03 19:01:36.072255,0 days 00:00:08.190375,relu,0.1319458488895306,29,0.0774357878078698,2,True,standard,0.0005073995945083482,COMPLETE
183,147.30392456054688,2026-01-03 19:01:36.263516,2026-01-03 19:01:43.939892,0 days 00:00:07.676376,relu,0.15673272421803616,30,0.07673361000819438,2,True,standard,0.0004948462334186854,COMPLETE
184,146.6825408935547,2026-01-03 19:01:43.948401,2026-01-03 19:01:51.793912,0 days 00:00:07.845511,relu,0.14137152300306524,31,0.07905660748018903,2,True,standard,0.00038282646006367537,COMPLETE
185,146.4203643798828,2026-01-03 19:01:51.803428,2026-01-03 19:02:00.031702,0 days 00:00:08.228274,relu,0.16649283529730427,32,0.08566965321225095,2,True,standard,0.0003126843753153422,COMPLETE
186,149.80001831054688,2026-01-03 19:02:00.040222,2026-01-03 19:02:08.357826,0 days 00:00:08.317604,relu,0.15144431821400794,29,0.07580442017139656,2,True,standard,0.0005996002698813672,COMPLETE
187,145.37115478515625,2026-01-03 19:02:08.369357,2026-01-03 19:02:19.240018,0 days 00:00:10.870661,relu,0.1310188983675076,30,0.08732758276417077,2,True,standard,0.000447635703141208,COMPLETE
188,173.04409790039062,2026-01-03 19:02:19.250087,2026-01-03 19:02:30.065699,0 days 00:00:10.815612,relu,0.1333460028330695,30,0.08776850752924685,2,True,none,0.00042385919579014376,COMPLETE
189,146.31393432617188,2026-01-03 19:02:30.075217,2026-01-03 19:02:41.204539,0 days 00:00:11.129322,relu,0.1411611031712538,28,0.08791703592412191,2,True,standard,0.0003663280233204853,COMPLETE
190,247.6091766357422,2026-01-03 19:02:41.216568,2026-01-03 19:02:51.992262,0 days 00:00:10.775694,relu,0.13101923354141431,31,0.00014486531600148986,2,True,standard,0.0002722134091645213,COMPLETE
191,148.4331512451172,2026-01-03 19:02:52.002289,2026-01-03 19:03:02.476893,0 days 00:00:10.474604,relu,0.13767024703446634,32,0.07525710938430441,2,True,standard,0.000710287997423321,COMPLETE
192,146.12806701660156,2026-01-03 19:03:02.487419,2026-01-03 19:03:12.660948,0 days 00:00:10.173529,relu,0.14982080838176426,29,0.09934347049659467,2,True,standard,0.00047936291058657597,COMPLETE
193,156.5175018310547,2026-01-03 19:03:12.670466,2026-01-03 19:03:22.829568,0 days 00:00:10.159102,relu,0.13015957559824878,28,0.06838650965378935,2,True,standard,0.0005860408517523331,COMPLETE
194,147.1455841064453,2026-01-03 19:03:22.839085,2026-01-03 19:03:33.333554,0 days 00:00:10.494469,relu,0.16033282606125454,30,0.08708716515471392,2,True,standard,0.000536904818508402,COMPLETE
195,144.3865966796875,2026-01-03 19:03:33.344549,2026-01-03 19:03:43.499563,0 days 00:00:10.155014,relu,0.14223798272681715,31,0.07700330181390094,2,True,standard,1.311445979951157e-06,COMPLETE
196,151.456787109375,2026-01-03 19:03:43.510564,2026-01-03 19:03:53.128679,0 days 00:00:09.618115,relu,0.14419856389337987,31,0.077295745089165,2,True,standard,1.0646801459460871e-06,COMPLETE
197,143.48611450195312,2026-01-03 19:03:53.137679,2026-01-03 19:04:02.771876,0 days 00:00:09.634197,relu,0.13593165688642234,30,0.09947830261570778,2,True,standard,0.00043596980547527754,COMPLETE
198,143.3278350830078,2026-01-03 19:04:02.782876,2026-01-03 19:04:12.276990,0 days 00:00:09.494114,relu,0.15050995889129137,32,0.08680896000735902,2,True,standard,0.000336614060507221,COMPLETE
199,146.86737060546875,2026-01-03 19:04:12.287496,2026-01-03 19:04:21.816149,0 days 00:00:09.528653,relu,0.1377346862845839,32,0.05666573431631778,2,True,standard,0.0003220636673645949,COMPLETE
200,186.88926696777344,2026-01-03 19:04:21.824149,2026-01-03 19:04:31.360759,0 days 00:00:09.536610,relu,0.14368092390925263,28,0.003206760240128903,2,True,standard,0.00045045274587902933,COMPLETE
201,146.9030303955078,2026-01-03 19:04:31.370760,2026-01-03 19:04:41.260555,0 days 00:00:09.889795,relu,0.1526868911838969,30,0.09969616895241616,2,True,standard,0.0003902409214448528,COMPLETE
202,142.09878540039062,2026-01-03 19:04:41.271555,2026-01-03 19:04:52.459495,0 days 00:00:11.187940,relu,0.13498955929553177,32,0.08464178104363558,2,True,standard,0.00047841879574854625,COMPLETE
203,144.03515625,2026-01-03 19:04:52.471529,2026-01-03 19:05:05.009128,0 days 00:00:12.537599,relu,0.1339033957067839,32,0.07858877709772027,2,True,standard,0.0005248579868190685,COMPLETE
204,143.0786590576172,2026-01-03 19:05:05.020131,2026-01-03 19:05:17.404506,0 days 00:00:12.384375,relu,0.13600430542826872,32,0.07806246914174433,2,True,standard,0.0004871171124696047,COMPLETE
205,146.77081298828125,2026-01-03 19:05:17.415507,2026-01-03 19:05:34.547682,0 days 00:00:17.132175,relu,0.1359697317421378,32,0.07657778872668139,2,True,standard,0.000584439817239462,COMPLETE
206,146.30068969726562,2026-01-03 19:05:34.567724,2026-01-03 19:05:50.639980,0 days 00:00:16.072256,relu,0.1276559115355441,29,0.06484292836063506,2,True,standard,0.0004784426122961785,COMPLETE
207,142.22970581054688,2026-01-03 19:05:50.652496,2026-01-03 19:06:06.843457,0 days 00:00:16.190961,relu,0.13721693704520674,32,0.08153041654408301,2,True,standard,0.00034374663691002377,COMPLETE
208,177.49136352539062,2026-01-03 19:06:06.859495,2026-01-03 19:06:20.111756,0 days 00:00:13.252261,relu,0.15040899706825972,8,0.0730064793570249,2,True,standard,0.00033748887739633326,COMPLETE
209,164.65328979492188,2026-01-03 19:06:20.123275,2026-01-03 19:06:34.330183,0 days 00:00:14.206908,mish,0.1362592672862847,32,0.06112689872859323,2,True,standard,0.0005062768950363416,COMPLETE
210,144.07069396972656,2026-01-03 19:06:34.341704,2026-01-03 19:06:47.858571,0 days 00:00:13.516867,relu,0.12043385041254015,28,0.08108856361006764,2,True,standard,0.0005883754028121093,COMPLETE
211,144.54238891601562,2026-01-03 19:06:47.872095,2026-01-03 19:07:01.081726,0 days 00:00:13.209631,relu,0.1215675092465147,29,0.08131490457877717,2,True,standard,0.00023608926110209552,COMPLETE
212,144.53707885742188,2026-01-03 19:07:01.099766,2026-01-03 19:07:21.421422,0 days 00:00:20.321656,relu,0.11374138909666887,32,0.0802552974786919,2,True,standard,0.00024456443884770016,COMPLETE
213,141.49185180664062,2026-01-03 19:07:21.443605,2026-01-03 19:07:43.648608,0 days 00:00:22.205003,relu,0.1164878797330396,32,0.07677264821350384,2,True,standard,0.00022159462958793133,COMPLETE
214,175.5767822265625,2026-01-03 19:07:43.665268,2026-01-03 19:08:05.657496,0 days 00:00:21.992228,relu,0.1132889826151825,32,0.006694730394352842,2,True,standard,0.0002982200628093357,COMPLETE
215,146.1707000732422,2026-01-03 19:08:05.672626,2026-01-03 19:08:26.866483,0 days 00:00:21.193857,relu,0.11922248267923108,29,0.06931030738501645,2,True,standard,0.00021193488769177693,COMPLETE
216,145.07167053222656,2026-01-03 19:08:26.878007,2026-01-03 19:08:40.080157,0 days 00:00:13.202150,relu,0.11287103589422122,32,0.0782826642259191,2,True,standard,0.0006078027450194309,COMPLETE
217,196.17431640625,2026-01-03 19:08:40.092676,2026-01-03 19:08:51.491219,0 days 00:00:11.398543,silu,0.12436217197798943,29,0.051239713597499535,2,True,minmax,0.00024245068767278881,COMPLETE
218,148.0441131591797,2026-01-03 19:08:51.506758,2026-01-03 19:09:02.722322,0 days 00:00:11.215564,relu,0.12524207436372584,31,0.060896357347418086,2,True,standard,0.00026281382267949704,COMPLETE
219,198.17303771972655,2026-01-03 19:09:02.736356,2026-01-03 19:09:13.274131,0 days 00:00:10.537775,relu,0.11353547350317385,28,0.0009911955388684952,2,False,standard,0.00024088184489842935,COMPLETE
220,143.7921905517578,2026-01-03 19:09:13.286659,2026-01-03 19:09:24.339868,0 days 00:00:11.053209,relu,0.13484344814503896,32,0.0795585842264238,2,True,standard,0.00016741344143428216,COMPLETE
221,145.41590881347656,2026-01-03 19:09:24.348892,2026-01-03 19:09:34.326914,0 days 00:00:09.978022,relu,0.13472068539987345,32,0.08073856256881624,2,True,standard,0.00022856315366261986,COMPLETE
222,145.38351440429688,2026-01-03 19:09:34.339430,2026-01-03 19:09:45.621445,0 days 00:00:11.282015,relu,0.12594880750409201,30,0.07037486659126727,2,True,standard,0.00018538865454706052,COMPLETE
223,144.888671875,2026-01-03 19:09:45.637484,2026-01-03 19:09:56.621972,0 days 00:00:10.984488,relu,0.1186733555487336,31,0.0767337559500944,2,True,standard,0.00016788613119888258,COMPLETE
224,147.14627075195312,2026-01-03 19:09:56.632486,2026-01-03 19:10:07.369394,0 days 00:00:10.736908,relu,0.13471391877862912,29,0.0835237561249783,2,True,standard,0.00034204278421891694,COMPLETE
225,146.14854431152344,2026-01-03 19:10:07.386428,2026-01-03 19:10:18.198040,0 days 00:00:10.811612,relu,0.12714893727649107,32,0.0675375549480488,2,True,standard,0.00014231242120043875,COMPLETE
226,197.7656707763672,2026-01-03 19:10:18.208628,2026-01-03 19:10:28.674191,0 days 00:00:10.465563,relu,0.13819183676277874,5,0.08436747650219545,2,True,standard,0.0005466597146865581,COMPLETE
227,149.718505859375,2026-01-03 19:10:28.685715,2026-01-03 19:10:39.593170,0 days 00:00:10.907455,relu,0.11223213930299256,31,0.08293378009633726,2,True,standard,0.0006500261555647281,COMPLETE
228,172.6006622314453,2026-01-03 19:10:39.603684,2026-01-03 19:10:50.513412,0 days 00:00:10.909728,relu,0.12934775834815784,29,0.058034215006713886,2,True,none,0.0005086398489073499,COMPLETE
229,146.37448120117188,2026-01-03 19:10:50.525440,2026-01-03 19:11:01.583836,0 days 00:00:11.058396,relu,0.12025501477817627,28,0.07152807649078424,2,True,standard,0.0002156037367651634,COMPLETE
230,143.6405792236328,2026-01-03 19:11:01.595488,2026-01-03 19:11:12.625584,0 days 00:00:11.030096,relu,0.13941602143660106,30,0.08556777327359184,2,True,standard,0.00028955971767523526,COMPLETE
231,150.2566680908203,2026-01-03 19:11:12.638106,2026-01-03 19:11:23.648872,0 days 00:00:11.010766,relu,0.13958041281621,30,0.08497141431922815,2,True,standard,0.000471866559987269,COMPLETE
232,141.34530639648438,2026-01-03 19:11:23.657391,2026-01-03 19:11:34.714598,0 days 00:00:11.057207,relu,0.1318004336056373,32,0.08593092964163045,2,True,standard,0.00028213862417456926,COMPLETE
233,143.79481506347656,2026-01-03 19:11:34.726628,2026-01-03 19:11:45.930683,0 days 00:00:11.204055,relu,0.13161586596237657,32,0.07594108466374876,2,True,standard,0.00029509758533813037,COMPLETE
234,148.07806396484375,2026-01-03 19:11:45.944226,2026-01-03 19:11:56.981199,0 days 00:00:11.036973,relu,0.13879954211522116,32,0.06774957921785676,2,True,standard,0.0002739590450875692,COMPLETE
235,147.13934326171875,2026-01-03 19:11:56.991715,2026-01-03 19:12:07.614443,0 days 00:00:10.622728,relu,0.15254597250941884,32,0.07253207427103196,2,True,standard,0.00030312134104978905,COMPLETE
236,146.14111328125,2026-01-03 19:12:07.625962,2026-01-03 19:12:19.112587,0 days 00:00:11.486625,relu,0.13376285082963252,31,0.08685684672216165,2,True,standard,0.0003627110196134243,COMPLETE
237,147.13681030273438,2026-01-03 19:12:19.128116,2026-01-03 19:12:30.661500,0 days 00:00:11.533384,relu,0.14658850644904498,30,0.06260668943465401,2,True,standard,0.00028935160463071125,COMPLETE
238,168.79319763183594,2026-01-03 19:12:30.673544,2026-01-03 19:12:40.383533,0 days 00:00:09.709989,relu,0.1316038002431264,10,0.07632556096937378,2,True,standard,0.00036465907629586614,COMPLETE
239,148.62673950195312,2026-01-03 19:12:40.393047,2026-01-03 19:12:51.486965,0 days 00:00:11.093918,relu,0.1393588486827897,32,0.08634780727645917,2,True,standard,0.0003166177971796399,COMPLETE
240,147.04638671875,2026-01-03 19:12:51.500488,2026-01-03 19:13:01.910619,0 days 00:00:10.410131,relu,0.12727352953881996,31,0.08629205640152064,2,True,standard,0.0005429874362775599,COMPLETE
241,148.01828002929688,2026-01-03 19:13:01.921134,2026-01-03 19:13:14.395526,0 days 00:00:12.474392,relu,0.12385603682020759,30,0.07735430769702621,2,True,standard,0.00024626247128283195,COMPLETE
242,142.0029296875,2026-01-03 19:13:14.408042,2026-01-03 19:13:25.388605,0 days 00:00:10.980563,relu,0.13099863819316807,29,0.08656223857479624,2,True,standard,0.00020961784955983207,COMPLETE
243,143.9878692626953,2026-01-03 19:13:25.399624,2026-01-03 19:13:36.225189,0 days 00:00:10.825565,relu,0.1319413688221462,31,0.08737732597320999,2,True,standard,0.0002036151077688423,COMPLETE
244,145.8058319091797,2026-01-03 19:13:36.233699,2026-01-03 19:13:47.285942,0 days 00:00:11.052243,relu,0.1426853972159366,30,0.09987546269636896,2,True,standard,0.00019930933445455408,COMPLETE
245,143.1925811767578,2026-01-03 19:13:47.295459,2026-01-03 19:13:58.685405,0 days 00:00:11.389946,relu,0.13488450689999062,31,0.08727997311538002,2,True,standard,0.00018922083216710972,COMPLETE
246,142.448974609375,2026-01-03 19:13:58.696928,2026-01-03 19:14:08.252568,0 days 00:00:09.555640,relu,0.13077518934338006,28,0.08905554632520223,2,True,standard,0.00017170004380698994,COMPLETE
247,144.53372192382812,2026-01-03 19:14:08.268095,2026-01-03 19:14:17.837588,0 days 00:00:09.569493,relu,0.13116253260583827,28,0.08787240609230602,2,True,standard,0.0001375398170171803,COMPLETE
248,148.27777099609375,2026-01-03 19:14:17.849107,2026-01-03 19:14:27.372268,0 days 00:00:09.523161,relu,0.15059689702991744,29,0.06892751331217065,2,True,standard,0.00015882915790610736,COMPLETE
249,137.5039520263672,2026-01-03 19:14:27.381787,2026-01-03 19:14:37.585429,0 days 00:00:10.203642,relu,0.13508185106519627,30,0.08717315365854672,2,True,standard,0.0001855726801633577,COMPLETE
250,146.27972412109375,2026-01-03 19:14:37.598947,2026-01-03 19:14:47.280435,0 days 00:00:09.681488,relu,0.13692478039903547,30,0.0856339126369676,2,True,standard,0.00017030190179634776,COMPLETE
251,167.6964111328125,2026-01-03 19:14:47.291459,2026-01-03 19:14:58.107569,0 days 00:00:10.816110,mish,0.13588695353967006,32,0.0647648004762713,2,True,standard,0.00015875435693640203,COMPLETE
252,145.793212890625,2026-01-03 19:14:58.119086,2026-01-03 19:15:10.359807,0 days 00:00:12.240721,relu,0.14734413497664756,30,0.08937576892109157,2,True,standard,0.00020354665191917528,COMPLETE
253,144.05435180664062,2026-01-03 19:15:10.376840,2026-01-03 19:15:26.654090,0 days 00:00:16.277250,relu,0.13080596167360758,31,0.0985098092932544,2,True,standard,0.00019407092782015327,COMPLETE
254,198.2538475884332,2026-01-03 19:15:26.665605,2026-01-03 19:15:39.028794,0 days 00:00:12.363189,silu,0.15462099750954436,29,0.000994243291036134,2,False,standard,0.00011525605988668302,COMPLETE
255,176.34475708007812,2026-01-03 19:15:39.047343,2026-01-03 19:15:53.203228,0 days 00:00:14.155885,relu,0.1385348075359668,32,0.07165074850690004,2,True,minmax,0.0002720184806796409,COMPLETE
256,149.42857360839844,2026-01-03 19:15:53.217349,2026-01-03 19:16:06.975147,0 days 00:00:13.757798,relu,0.12714606006945875,30,0.0550169791074487,2,True,standard,0.00018417132464207378,COMPLETE
257,145.63323974609375,2026-01-03 19:16:06.988260,2026-01-03 19:16:19.247183,0 days 00:00:12.258923,relu,0.14808553415522516,28,0.08784634414978917,2,True,standard,0.00021249827404352698,COMPLETE
258,164.5135955810547,2026-01-03 19:16:19.262819,2026-01-03 19:16:32.658813,0 days 00:00:13.395994,relu,0.31527055728825853,30,0.07325151701291166,2,True,standard,0.00018455290013291538,COMPLETE
259,143.5269012451172,2026-01-03 19:16:32.671846,2026-01-03 19:16:46.487561,0 days 00:00:13.815715,relu,0.1423571264472836,32,0.08963003343874701,2,True,standard,0.0001511430453741411,COMPLETE
260,144.9095916748047,2026-01-03 19:16:46.499077,2026-01-03 19:16:59.264217,0 days 00:00:12.765140,relu,0.1425712321972054,27,0.08938629046001126,2,True,standard,0.00012953808066820715,COMPLETE
261,173.5914764404297,2026-01-03 19:16:59.273733,2026-01-03 19:17:11.283079,0 days 00:00:12.009346,relu,0.12497535988875264,31,0.09984211350728484,2,True,none,0.000149633586059174,COMPLETE
262,149.42605590820312,2026-01-03 19:17:11.295601,2026-01-03 19:17:25.056839,0 days 00:00:13.761238,relu,0.14144255199880626,29,0.06358781239144495,2,True,standard,0.0002274350822608509,COMPLETE
263,143.65609741210938,2026-01-03 19:17:25.069361,2026-01-03 19:17:39.776246,0 days 00:00:14.706885,relu,0.15835914061151818,31,0.09989910719475568,2,True,standard,0.00016213158051911882,COMPLETE
264,144.54049682617188,2026-01-03 19:17:39.791277,2026-01-03 19:17:55.907085,0 days 00:00:16.115808,relu,0.15341125903622027,32,0.09956131316106277,2,True,standard,0.00014413566252611848,COMPLETE
265,146.05514526367188,2026-01-03 19:17:55.925135,2026-01-03 19:18:12.564603,0 days 00:00:16.639468,relu,0.16535712479334108,31,0.07691152052936263,2,True,standard,0.00016951841367261178,COMPLETE
