number,value,datetime_start,datetime_complete,duration,params_C,params_epsilon,params_gamma,state
0,-8.732312813801403,2026-01-20 16:45:42.715313,2026-01-20 16:45:42.727152,0 days 00:00:00.011839,41.2482091867802,0.8800932838594454,2.1926800569907683,COMPLETE
1,-8.81512700847657,2026-01-20 16:45:42.727691,2026-01-20 16:45:42.740014,0 days 00:00:00.012323,30.014343593674518,0.4609484178760481,1.5066739973458785,COMPLETE
2,-8.905873464709007,2026-01-20 16:45:42.740701,2026-01-20 16:45:42.753010,0 days 00:00:00.012309,47.52618524648551,0.8427271498104104,2.9642489243856334,COMPLETE
3,-8.92240536279004,2026-01-20 16:45:42.753679,2026-01-20 16:45:42.765923,0 days 00:00:00.012244,60.5673314197171,0.9356583001350257,2.9556487157879525,COMPLETE
4,-8.859669165770264,2026-01-20 16:45:42.766454,2026-01-20 16:45:42.789589,0 days 00:00:00.023135,46.80919005202801,0.7809748136083287,1.176374332203718,COMPLETE
5,-8.851945383370643,2026-01-20 16:45:42.790342,2026-01-20 16:45:42.802752,0 days 00:00:00.012410,58.03112741748956,1.112907627240279,2.6994726981449872,COMPLETE
6,-8.969864749218363,2026-01-20 16:45:42.803318,2026-01-20 16:45:42.815635,0 days 00:00:00.012317,58.10266940835091,0.24696791617159886,1.0203345334790819,COMPLETE
7,-9.142149132709326,2026-01-20 16:45:42.816175,2026-01-20 16:45:42.828737,0 days 00:00:00.012562,33.05097757366729,0.12923052833610446,1.0870320727363545,COMPLETE
8,-8.745580777532421,2026-01-20 16:45:42.829278,2026-01-20 16:45:42.841598,0 days 00:00:00.012320,53.57320299216008,0.7506990234354459,2.267176166117033,COMPLETE
9,-8.82598002531292,2026-01-20 16:45:42.842168,2026-01-20 16:45:42.854420,0 days 00:00:00.012252,48.055562254563,0.28992622671919877,2.7616884651900313,COMPLETE
10,-9.358462311792376,2026-01-20 16:45:42.854936,2026-01-20 16:45:42.869904,0 days 00:00:00.014968,37.16277490929207,1.109921559191156,3.847532158841724,COMPLETE
11,-8.713423120450878,2026-01-20 16:45:42.870436,2026-01-20 16:45:42.885352,0 days 00:00:00.014916,39.28376661435288,0.6651104638915745,1.9650903693043862,COMPLETE
12,-8.702260185819288,2026-01-20 16:45:42.885935,2026-01-20 16:45:42.901030,0 days 00:00:00.015095,38.45189723083479,0.5601449426679689,1.8460149578611027,COMPLETE
13,-8.793783127161158,2026-01-20 16:45:42.901749,2026-01-20 16:45:42.916866,0 days 00:00:00.015117,26.04612026345822,0.5503621311684389,1.7920039846149804,COMPLETE
14,-8.707192316716341,2026-01-20 16:45:42.917359,2026-01-20 16:45:42.932698,0 days 00:00:00.015339,39.667364590903354,0.5999499006104834,1.9183389382511389,COMPLETE
15,-9.55566282320476,2026-01-20 16:45:42.933286,2026-01-20 16:45:42.949332,0 days 00:00:00.016046,35.21402398855491,0.5093563326248338,0.785305915163109,COMPLETE
16,-8.737079325987896,2026-01-20 16:45:42.949835,2026-01-20 16:45:42.964587,0 days 00:00:00.014752,42.467820897590414,0.40564514138725727,1.4802179735118282,COMPLETE
17,-9.16219990063885,2026-01-20 16:45:42.965096,2026-01-20 16:45:42.980120,0 days 00:00:00.015024,53.04948477146668,0.6465983714745247,3.5917199338731227,COMPLETE
18,-10.488231633019547,2026-01-20 16:45:42.980691,2026-01-20 16:45:42.995688,0 days 00:00:00.014997,30.006887650887062,0.3643563505708967,0.5567011917295037,COMPLETE
19,-8.768567614399625,2026-01-20 16:45:42.996203,2026-01-20 16:45:43.011665,0 days 00:00:00.015462,64.58859457441288,0.10021615826208458,2.309887692475704,COMPLETE
20,-8.694431048426235,2026-01-20 16:45:43.012177,2026-01-20 16:45:43.027962,0 days 00:00:00.015785,43.95661630137601,0.9914587553908079,1.671937776308487,COMPLETE
21,-8.694391531380852,2026-01-20 16:45:43.028467,2026-01-20 16:45:43.042925,0 days 00:00:00.014458,43.659160870651235,0.9617778701552793,1.6914368225297551,COMPLETE
22,-8.737929084679095,2026-01-20 16:45:43.043472,2026-01-20 16:45:43.058683,0 days 00:00:00.015211,44.3646402174814,1.0077952248561974,1.4349359150622143,COMPLETE
23,-8.68198809177154,2026-01-20 16:45:43.059459,2026-01-20 16:45:43.073835,0 days 00:00:00.014376,50.61562538733899,1.0226714390548146,1.6848320681280664,COMPLETE
24,-8.67841915372172,2026-01-20 16:45:43.074456,2026-01-20 16:45:43.088700,0 days 00:00:00.014244,51.581367498010906,1.0149565681471722,1.5688366538929424,COMPLETE
25,-8.773516723875414,2026-01-20 16:45:43.089266,2026-01-20 16:45:43.103555,0 days 00:00:00.014289,50.65114324520796,1.1790060399843678,1.2768644735341625,COMPLETE
26,-9.180822093744613,2026-01-20 16:45:43.104073,2026-01-20 16:45:43.119074,0 days 00:00:00.015001,52.51709562897126,1.05087267366415,0.8869027682467561,COMPLETE
27,-8.726624017815498,2026-01-20 16:45:43.119609,2026-01-20 16:45:43.133854,0 days 00:00:00.014245,55.43715659955478,1.1873268760481823,2.077196904290798,COMPLETE
28,-8.808538177370542,2026-01-20 16:45:43.134371,2026-01-20 16:45:43.149054,0 days 00:00:00.014683,49.865463908969005,0.9110563455559769,2.6268240872326007,COMPLETE
29,-8.738776217142307,2026-01-20 16:45:43.149593,2026-01-20 16:45:43.164906,0 days 00:00:00.015313,41.98921730925569,0.8691877355774418,2.26223321728971,COMPLETE
30,-8.700686124676682,2026-01-20 16:45:43.165439,2026-01-20 16:45:43.180480,0 days 00:00:00.015041,46.361043588664295,0.7686411270943505,1.5668650817240053,COMPLETE
31,-8.696744541676352,2026-01-20 16:45:43.181011,2026-01-20 16:45:43.206306,0 days 00:00:00.025295,44.0474802948163,0.9823721080886031,1.642664420050401,COMPLETE
32,-8.68218376836984,2026-01-20 16:45:43.207132,2026-01-20 16:45:43.220714,0 days 00:00:00.013582,50.20430473693632,1.0672433493774343,1.6968305237080377,COMPLETE
33,-8.742121883259378,2026-01-20 16:45:43.221279,2026-01-20 16:45:43.236159,0 days 00:00:00.014880,49.10715499821221,1.0730358418817543,1.3594552228442758,COMPLETE
34,-8.727973514795568,2026-01-20 16:45:43.236704,2026-01-20 16:45:43.250866,0 days 00:00:00.014162,55.57988226135363,0.836767516771905,2.10965821615201,COMPLETE
35,-8.78010747047102,2026-01-20 16:45:43.251415,2026-01-20 16:45:43.265707,0 days 00:00:00.014292,50.6223999853288,0.9340455063096216,2.481099782178882,COMPLETE
36,-8.683684666841788,2026-01-20 16:45:43.266336,2026-01-20 16:45:43.290906,0 days 00:00:00.024570,46.44653084178564,1.130072939706883,1.724734661759897,COMPLETE
37,-8.757572819226262,2026-01-20 16:45:43.291825,2026-01-20 16:45:43.316442,0 days 00:00:00.024617,59.70358395272506,1.1310139043907235,1.2481935677281117,COMPLETE
38,-8.706043371036499,2026-01-20 16:45:43.317117,2026-01-20 16:45:43.332926,0 days 00:00:00.015809,47.342079447916525,1.040782714184929,2.0017165507488137,COMPLETE
39,-8.978094178121475,2026-01-20 16:45:43.333639,2026-01-20 16:45:43.349100,0 days 00:00:00.015461,56.36332676736255,1.198409144728539,3.0658877066395442,COMPLETE
40,-8.928184155278155,2026-01-20 16:45:43.349928,2026-01-20 16:45:43.364752,0 days 00:00:00.014824,52.342399769498996,0.8244542002792223,1.063643502981661,COMPLETE
41,-8.688710296787164,2026-01-20 16:45:43.365318,2026-01-20 16:45:43.379668,0 days 00:00:00.014350,45.872657727884494,1.1106830029873844,1.6081931220963177,COMPLETE
42,-8.691836140621513,2026-01-20 16:45:43.380271,2026-01-20 16:45:43.394719,0 days 00:00:00.014448,46.04339562103136,1.114932941157529,1.7887160959432802,COMPLETE
43,-8.680683651579299,2026-01-20 16:45:43.395233,2026-01-20 16:45:43.409919,0 days 00:00:00.014686,50.89052766170289,1.0613528129285148,1.5174525108850094,COMPLETE
44,-8.738767049478394,2026-01-20 16:45:43.410479,2026-01-20 16:45:43.425171,0 days 00:00:00.014692,48.63308906237469,0.714174397498003,1.4071443171711515,COMPLETE
45,-8.856691588969813,2026-01-20 16:45:43.425729,2026-01-20 16:45:43.440947,0 days 00:00:00.015218,54.24577658912627,1.0502524543190737,1.143585673281176,COMPLETE
46,-9.182260588295378,2026-01-20 16:45:43.441540,2026-01-20 16:45:43.457709,0 days 00:00:00.016169,51.20147619529501,0.8953064123093568,0.8897588553273579,COMPLETE
47,-8.702095861675383,2026-01-20 16:45:43.458490,2026-01-20 16:45:43.474246,0 days 00:00:00.015756,57.45707424918246,1.1364342892005124,1.8779324107883877,COMPLETE
48,-8.70019456509253,2026-01-20 16:45:43.474934,2026-01-20 16:45:43.489970,0 days 00:00:00.015036,48.01438405744263,1.025226026620108,1.4884450168531922,COMPLETE
49,-8.689211468562826,2026-01-20 16:45:43.490722,2026-01-20 16:45:43.505336,0 days 00:00:00.014614,51.62315278556369,0.9543177886324381,1.756642499192206,COMPLETE
50,-8.780902299135931,2026-01-20 16:45:43.506131,2026-01-20 16:45:43.520593,0 days 00:00:00.014462,54.209098032225974,1.0797555521465483,1.240346806593923,COMPLETE
51,-8.691030474701666,2026-01-20 16:45:43.521161,2026-01-20 16:45:43.535907,0 days 00:00:00.014746,45.67748078506805,1.1598111475120711,1.5921958907230944,COMPLETE
52,-8.703133831725594,2026-01-20 16:45:43.536480,2026-01-20 16:45:43.551000,0 days 00:00:00.014520,48.733673204893066,1.085852614951372,1.955877315261353,COMPLETE
53,-8.728786286744082,2026-01-20 16:45:43.551841,2026-01-20 16:45:43.565850,0 days 00:00:00.014009,40.42397562757003,1.1116710302392232,1.5312641752796545,COMPLETE
54,-8.719340018782844,2026-01-20 16:45:43.566547,2026-01-20 16:45:43.581610,0 days 00:00:00.015063,47.01676974235142,1.007418198035248,2.1468511087224345,COMPLETE
55,-8.690344689740197,2026-01-20 16:45:43.582275,2026-01-20 16:45:43.597717,0 days 00:00:00.015442,49.69197303686595,0.9317197513865527,1.762137487886885,COMPLETE
56,-8.779124574079958,2026-01-20 16:45:43.598282,2026-01-20 16:45:43.612978,0 days 00:00:00.014696,53.78411387094111,0.20442761416417093,1.3743465094980043,COMPLETE
57,-8.691615508775328,2026-01-20 16:45:43.613733,2026-01-20 16:45:43.628846,0 days 00:00:00.015113,44.91872254347008,1.081476194023073,1.6351914808598658,COMPLETE
58,-9.210875967823036,2026-01-20 16:45:43.629407,2026-01-20 16:45:43.644538,0 days 00:00:00.015131,41.408204432998694,1.1484826183218848,0.9319067366198164,COMPLETE
59,-8.756742010701789,2026-01-20 16:45:43.645087,2026-01-20 16:45:43.661871,0 days 00:00:00.016784,42.75935849008468,1.0110281702290373,2.35282691120753,COMPLETE
60,-9.489795260713239,2026-01-20 16:45:43.662461,2026-01-20 16:45:43.677694,0 days 00:00:00.015233,59.919214431827385,0.8780777463874092,0.6804331847385408,COMPLETE
61,-8.690389396153147,2026-01-20 16:45:43.678264,2026-01-20 16:45:43.693652,0 days 00:00:00.015388,51.939724739626975,0.9561394223520026,1.772178888154272,COMPLETE
62,-8.698317731829764,2026-01-20 16:45:43.694426,2026-01-20 16:45:43.708879,0 days 00:00:00.014453,51.55824940177831,0.9836436891178962,1.878110215452065,COMPLETE
63,-8.682859704053843,2026-01-20 16:45:43.709434,2026-01-20 16:45:43.723901,0 days 00:00:00.014467,47.60278669114087,1.0686551135118678,1.7160585515676974,COMPLETE
64,-8.706847821846559,2026-01-20 16:45:43.724528,2026-01-20 16:45:43.740323,0 days 00:00:00.015795,47.56403391988807,1.1627844854062261,2.028670233974287,COMPLETE
65,-8.754202987302119,2026-01-20 16:45:43.740880,2026-01-20 16:45:43.755550,0 days 00:00:00.014670,45.438435081236214,1.0679177345673763,1.3732872461500114,COMPLETE
66,-8.678944996428198,2026-01-20 16:45:43.756136,2026-01-20 16:45:43.771408,0 days 00:00:00.015272,49.647178012065936,1.100454600569442,1.6705085366203059,COMPLETE
67,-8.725147957692922,2026-01-20 16:45:43.771908,2026-01-20 16:45:43.786946,0 days 00:00:00.015038,49.60935626481766,0.8002188875659741,2.192730748677436,COMPLETE
68,-8.684074302099683,2026-01-20 16:45:43.787531,2026-01-20 16:45:43.812794,0 days 00:00:00.025263,54.96448268978466,1.0270928976145832,1.49468793015875,COMPLETE
69,-8.759051486387,2026-01-20 16:45:43.813439,2026-01-20 16:45:43.829573,0 days 00:00:00.016134,50.35716490470729,1.1988305394624124,1.3057289225637363,COMPLETE
70,-8.835929110508648,2026-01-20 16:45:43.830386,2026-01-20 16:45:43.846130,0 days 00:00:00.015744,53.29388158334498,0.979429907222605,1.1766121131322393,COMPLETE
71,-8.683171087837326,2026-01-20 16:45:43.846999,2026-01-20 16:45:43.861065,0 days 00:00:00.014066,54.98683288446711,1.0632759451454652,1.4830403806238395,COMPLETE
72,-8.68262913378245,2026-01-20 16:45:43.861637,2026-01-20 16:45:43.886970,0 days 00:00:00.025333,53.01842090758953,1.0995957298338508,1.6940644937761842,COMPLETE
73,-8.700122904401834,2026-01-20 16:45:43.887824,2026-01-20 16:45:43.901879,0 days 00:00:00.014055,56.52381852714234,1.0529240725837536,1.8651742249967438,COMPLETE
74,-8.691087245230797,2026-01-20 16:45:43.902456,2026-01-20 16:45:43.917944,0 days 00:00:00.015488,58.54245507055117,1.0983381531139604,1.6584124783747094,COMPLETE
75,-8.708751546899533,2026-01-20 16:45:43.918692,2026-01-20 16:45:43.933640,0 days 00:00:00.014948,62.52915142407098,0.9254995304283122,1.4829128329077506,COMPLETE
76,-9.002060539031097,2026-01-20 16:45:43.934380,2026-01-20 16:45:43.949551,0 days 00:00:00.015171,52.76282066704804,1.027181231944125,0.9997796005958102,COMPLETE
77,-8.703425084721744,2026-01-20 16:45:43.950203,2026-01-20 16:45:43.964621,0 days 00:00:00.014418,50.839946179076016,1.1630799682919783,1.9581300758643747,COMPLETE
78,-8.68615931131199,2026-01-20 16:45:43.965217,2026-01-20 16:45:43.980576,0 days 00:00:00.015359,55.36101872102094,1.0469715765971759,1.6729452779766698,COMPLETE
79,-8.720297459682339,2026-01-20 16:45:43.981223,2026-01-20 16:45:43.996106,0 days 00:00:00.014883,56.789122214124134,0.40429468955476566,1.5605653619666926,COMPLETE
80,-8.8482854608162,2026-01-20 16:45:43.996710,2026-01-20 16:45:44.012038,0 days 00:00:00.015328,48.45500279207669,0.9837133246269881,1.1797569546661917,COMPLETE
81,-8.684276293729793,2026-01-20 16:45:44.012654,2026-01-20 16:45:44.027012,0 days 00:00:00.014358,49.530134404382764,1.132884899787775,1.7372310757879859,COMPLETE
82,-8.723960620080636,2026-01-20 16:45:44.027638,2026-01-20 16:45:44.042739,0 days 00:00:00.015101,47.08349482191988,1.0977761064977587,1.42706264298191,COMPLETE
83,-8.694567949638556,2026-01-20 16:45:44.043308,2026-01-20 16:45:44.058065,0 days 00:00:00.014757,52.641851421303215,1.1319171854067585,1.8299718090665202,COMPLETE
84,-9.068649722497176,2026-01-20 16:45:44.058700,2026-01-20 16:45:44.073440,0 days 00:00:00.014740,54.50945748316603,1.0641370576828515,3.3168114941881135,COMPLETE
