number,value,datetime_start,datetime_complete,duration,params_activation,params_dropout,params_hidden_size,params_lr,params_scale_target,params_scaler,params_scaler_post_pca,params_weight_decay,state
238,158.013916015625,2026-01-02 17:20:59.115683,2026-01-02 17:21:06.954845,0 days 00:00:07.839162,relu,0.11661697299690428,44,0.0874206551183781,True,,none,1.756768211608691e-05,COMPLETE
239,160.24290466308594,2026-01-02 17:21:06.962846,2026-01-02 17:21:14.826436,0 days 00:00:07.863590,relu,0.11818812329251574,44,0.08770477599835334,True,,none,1.6256078537349294e-05,COMPLETE
240,182.00270080566406,2026-01-02 17:21:14.834431,2026-01-02 17:21:22.994078,0 days 00:00:08.159647,mish,0.39846454766001693,44,0.09999151980245644,True,,minmax,1.1519917620605492e-05,COMPLETE
241,158.21572875976562,2026-01-02 17:21:23.002078,2026-01-02 17:21:30.851689,0 days 00:00:07.849611,relu,0.10018309548584568,48,0.08047274030909139,True,,none,1.886984554630394e-05,COMPLETE
242,158.60494995117188,2026-01-02 17:21:30.859693,2026-01-02 17:21:38.718278,0 days 00:00:07.858585,relu,0.11006322566940693,49,0.08401950598616802,True,,none,1.8036154121030213e-05,COMPLETE
243,159.52685546875,2026-01-02 17:21:38.727276,2026-01-02 17:21:46.510327,0 days 00:00:07.783051,relu,0.1180186536919944,40,0.08744813250211148,True,,none,2.377689001986283e-05,COMPLETE
244,157.0770263671875,2026-01-02 17:21:46.517329,2026-01-02 17:21:54.336865,0 days 00:00:07.819536,relu,0.10848218538016878,46,0.09993807678588106,True,,none,1.4081720041758842e-05,COMPLETE
245,158.75173950195312,2026-01-02 17:21:54.344868,2026-01-02 17:22:02.171983,0 days 00:00:07.827115,relu,0.12993667749130558,45,0.08886452803702803,True,,none,1.3491075080859304e-05,COMPLETE
246,158.751953125,2026-01-02 17:22:02.179490,2026-01-02 17:22:09.944089,0 days 00:00:07.764599,relu,0.11336806563969533,42,0.07421526622265748,True,,none,9.747376814495107e-06,COMPLETE
247,157.283447265625,2026-01-02 17:22:09.952089,2026-01-02 17:22:17.915210,0 days 00:00:07.963121,relu,0.12194273702050758,52,0.0989476174381328,True,,none,2.6623795970672338e-05,COMPLETE
248,158.97613525390625,2026-01-02 17:22:17.924209,2026-01-02 17:22:25.752348,0 days 00:00:07.828139,relu,0.12211993852517329,51,0.08979967914949746,True,,none,2.6117055438788055e-05,COMPLETE
249,157.9301300048828,2026-01-02 17:22:25.761346,2026-01-02 17:22:33.620405,0 days 00:00:07.859059,relu,0.1086681312602773,46,0.09107262236924671,True,,none,2.9373496104574727e-05,COMPLETE
250,157.3734588623047,2026-01-02 17:22:33.628405,2026-01-02 17:22:41.550043,0 days 00:00:07.921638,relu,0.10760367650402776,46,0.09815251002455476,True,,none,2.976849083930008e-05,COMPLETE
251,166.53489685058594,2026-01-02 17:22:41.558040,2026-01-02 17:22:49.557221,0 days 00:00:07.999181,silu,0.11026169502184664,46,0.0952312530025997,True,,none,2.950401444304705e-05,COMPLETE
252,159.592041015625,2026-01-02 17:22:49.564223,2026-01-02 17:22:57.393867,0 days 00:00:07.829644,relu,0.1075511681751069,45,0.09447325765545739,True,,none,2.1081280598167288e-05,COMPLETE
253,197.57549777560763,2026-01-02 17:22:57.401868,2026-01-02 17:23:05.011914,0 days 00:00:07.610046,relu,0.13234378463475505,42,0.0009935166706592532,False,,none,3.060549740434923e-05,COMPLETE
254,158.85389709472656,2026-01-02 17:23:05.019915,2026-01-02 17:23:12.827511,0 days 00:00:07.807596,relu,0.1074903509760075,47,0.09834639480155719,True,,none,1.4628340513433425e-05,COMPLETE
255,156.80206298828125,2026-01-02 17:23:12.835512,2026-01-02 17:23:20.676162,0 days 00:00:07.840650,relu,0.12237062998897748,49,0.09857801302440049,True,,none,2.7323670283904975e-05,COMPLETE
256,160.8596649169922,2026-01-02 17:23:20.684162,2026-01-02 17:23:28.464195,0 days 00:00:07.780033,relu,0.12648663542849403,39,0.07585435544002724,True,,none,2.792926047106921e-05,COMPLETE
257,178.94189453125,2026-01-02 17:23:28.471194,2026-01-02 17:23:36.276245,0 days 00:00:07.805051,relu,0.10720544729812224,43,0.008710455071075896,True,,none,1.7306165429987346e-05,COMPLETE
258,158.07284545898438,2026-01-02 17:23:36.284244,2026-01-02 17:23:44.172809,0 days 00:00:07.888565,relu,0.11523807818399659,47,0.0995468279892535,True,,none,3.351707116088964e-05,COMPLETE
259,158.05392456054688,2026-01-02 17:23:44.180812,2026-01-02 17:23:52.189447,0 days 00:00:08.008635,relu,0.10017324210922192,46,0.09912634821345621,True,,none,3.3965333629041505e-05,COMPLETE
260,157.75738525390625,2026-01-02 17:23:52.199956,2026-01-02 17:24:00.225336,0 days 00:00:08.025380,relu,0.10058287167495272,48,0.09998031954159896,True,,none,3.208296867340326e-05,COMPLETE
261,157.48309326171875,2026-01-02 17:24:00.234335,2026-01-02 17:24:08.152891,0 days 00:00:07.918556,relu,0.10403053204608334,47,0.09963934615437268,True,,none,3.351789402557711e-05,COMPLETE
262,166.931396484375,2026-01-02 17:24:08.160896,2026-01-02 17:24:16.035526,0 days 00:00:07.874630,relu,0.10131357849326494,47,0.09871137963228857,True,,minmax,3.297408060380769e-05,COMPLETE
263,159.52761840820312,2026-01-02 17:24:16.043524,2026-01-02 17:24:23.924685,0 days 00:00:07.881161,relu,0.1157069791395855,41,0.09861144805338638,True,,none,3.209508518956618e-05,COMPLETE
264,157.66531372070312,2026-01-02 17:24:23.933685,2026-01-02 17:24:31.857282,0 days 00:00:07.923597,relu,0.10110595155812856,44,0.09827792051579759,True,,none,3.2383328210962875e-05,COMPLETE
265,171.3616943359375,2026-01-02 17:24:31.865286,2026-01-02 17:24:39.677901,0 days 00:00:07.812615,relu,0.4282745768671474,45,0.09869248575005078,True,,none,3.5677780555471153e-05,COMPLETE
266,158.68380737304688,2026-01-02 17:24:39.685410,2026-01-02 17:24:47.531515,0 days 00:00:07.846105,relu,0.1000265267579239,43,0.0875083141287005,True,,none,2.8016945902378736e-05,COMPLETE
267,158.89442443847656,2026-01-02 17:24:47.540514,2026-01-02 17:24:55.373670,0 days 00:00:07.833156,relu,0.10579222758110131,40,0.09964678763141965,True,,none,1.0628729325624718e-05,COMPLETE
268,159.47378540039062,2026-01-02 17:24:55.380669,2026-01-02 17:25:03.204833,0 days 00:00:07.824164,relu,0.12381911043432794,44,0.08694401452760815,True,,none,2.9553646910824063e-05,COMPLETE
269,162.0211181640625,2026-01-02 17:25:03.211831,2026-01-02 17:25:11.402476,0 days 00:00:08.190645,mish,0.10012059470528362,48,0.09992604644456411,True,,none,1.342153995302032e-05,COMPLETE
270,160.9412078857422,2026-01-02 17:25:11.411475,2026-01-02 17:25:19.185123,0 days 00:00:07.773648,relu,0.1118098360450732,42,0.07376247698707777,True,,none,2.2469485824582672e-05,COMPLETE
271,160.68618774414062,2026-01-02 17:25:19.194128,2026-01-02 17:25:27.040130,0 days 00:00:07.846002,relu,0.10754659027864609,38,0.08561075130863108,True,,none,3.5243581030395016e-05,COMPLETE
272,197.6972275797526,2026-01-02 17:25:27.048130,2026-01-02 17:25:34.743913,0 days 00:00:07.695783,relu,0.13222471484187553,48,0.0009946954938977227,False,,none,2.9457033578674363e-05,COMPLETE
273,156.9661102294922,2026-01-02 17:25:34.751914,2026-01-02 17:25:42.622019,0 days 00:00:07.870105,relu,0.10024045764599511,45,0.0998235049997735,True,,none,2.5558990518539004e-05,COMPLETE
274,165.52322387695312,2026-01-02 17:25:42.630023,2026-01-02 17:25:50.490126,0 days 00:00:07.860103,silu,0.10180808047820869,45,0.09976135700337892,True,,none,1.1564873272116916e-05,COMPLETE
275,180.39002990722656,2026-01-02 17:25:50.498130,2026-01-02 17:25:58.318198,0 days 00:00:07.820068,relu,0.10013183664901355,41,0.003946894418033484,True,,none,2.3129343878547967e-05,COMPLETE
276,173.2982940673828,2026-01-02 17:25:58.327198,2026-01-02 17:26:06.004730,0 days 00:00:07.677532,relu,0.11471181456970901,10,0.07860173232591257,True,,none,1.5429327201261088e-05,COMPLETE
277,160.6180419921875,2026-01-02 17:26:06.012730,2026-01-02 17:26:13.842834,0 days 00:00:07.830104,relu,0.10891395362609124,46,0.06776700119806607,True,,none,3.128945044905355e-05,COMPLETE
278,158.17861938476562,2026-01-02 17:26:13.849833,2026-01-02 17:26:21.710912,0 days 00:00:07.861079,relu,0.1000013289057194,43,0.08576420225087458,True,,none,3.7042016137583656e-05,COMPLETE
279,157.732666015625,2026-01-02 17:26:21.718912,2026-01-02 17:26:29.625049,0 days 00:00:07.906137,relu,0.11645685134369373,52,0.07434910455739603,True,,none,2.6488649396519385e-05,COMPLETE
280,159.71664428710938,2026-01-02 17:26:29.633049,2026-01-02 17:26:37.572188,0 days 00:00:07.939139,relu,0.11923822846025783,51,0.06851203242587639,True,,none,2.437381624957084e-05,COMPLETE
281,158.36863708496094,2026-01-02 17:26:37.580190,2026-01-02 17:26:45.504864,0 days 00:00:07.924674,relu,0.11666127069013885,49,0.07612278740014827,True,,none,2.8034058418826508e-05,COMPLETE
282,158.55416870117188,2026-01-02 17:26:45.512864,2026-01-02 17:26:53.441023,0 days 00:00:07.928159,relu,0.12341206075609754,53,0.08359723835160862,True,,none,2.2227340569276277e-05,COMPLETE
283,173.61541748046875,2026-01-02 17:26:53.449022,2026-01-02 17:27:01.270085,0 days 00:00:07.821063,relu,0.11044765059367252,40,0.06491192589564251,True,,minmax,1.2873683712706629e-05,COMPLETE
284,160.3487548828125,2026-01-02 17:27:01.278086,2026-01-02 17:27:09.076671,0 days 00:00:07.798585,relu,0.11340449273111314,44,0.07615790152489617,True,,none,1.692650454331765e-05,COMPLETE
285,160.37962341308594,2026-01-02 17:27:09.084671,2026-01-02 17:27:17.002301,0 days 00:00:07.917630,relu,0.13742958820519377,52,0.08567326876825214,True,,none,2.6331620891775787e-05,COMPLETE
286,158.10409545898438,2026-01-02 17:27:17.010308,2026-01-02 17:27:24.754341,0 days 00:00:07.744033,relu,0.10807630027530864,48,0.07427654224995989,True,,none,1.8411499570830298e-05,COMPLETE
287,158.71372985839844,2026-01-02 17:27:24.762342,2026-01-02 17:27:32.660559,0 days 00:00:07.898217,relu,0.12220264196284997,49,0.09994151027042489,True,,none,1.4352976969313341e-05,COMPLETE
288,160.12271118164062,2026-01-02 17:27:32.667560,2026-01-02 17:27:40.498694,0 days 00:00:07.831134,relu,0.11531250425526535,43,0.0861697259587814,True,,none,2.1727899479517487e-05,COMPLETE
289,170.52236938476562,2026-01-02 17:27:40.506200,2026-01-02 17:27:48.320743,0 days 00:00:07.814543,relu,0.10792642511798334,52,0.01819529461928445,True,,none,2.6948503047193717e-05,COMPLETE
290,160.3445281982422,2026-01-02 17:27:48.328743,2026-01-02 17:27:56.105776,0 days 00:00:07.777033,relu,0.1264749349682045,37,0.09991213955890973,True,,none,3.0475129274560958e-05,COMPLETE
291,160.8916015625,2026-01-02 17:27:56.114287,2026-01-02 17:28:03.958862,0 days 00:00:07.844575,relu,0.10729918907439862,47,0.07147864646051186,True,,none,2.3818495612524556e-05,COMPLETE
292,197.8525316026476,2026-01-02 17:28:03.967862,2026-01-02 17:28:11.636431,0 days 00:00:07.668569,relu,0.11839724376198119,45,0.0009939713355552123,False,,none,1.6126111058126635e-05,COMPLETE
293,162.2332763671875,2026-01-02 17:28:11.643431,2026-01-02 17:28:19.597583,0 days 00:00:07.954152,mish,0.10777766338883084,20,0.08559736706447428,True,,none,1.9277061595627475e-05,COMPLETE
294,159.1627655029297,2026-01-02 17:28:19.605582,2026-01-02 17:28:27.530684,0 days 00:00:07.925102,relu,0.11532467540628358,50,0.06550207640145399,True,,none,3.199110146089056e-05,COMPLETE
295,159.59652709960938,2026-01-02 17:28:27.540686,2026-01-02 17:28:35.333820,0 days 00:00:07.793134,relu,0.13440458259981136,40,0.08707891775566855,True,,none,3.732898474871471e-05,COMPLETE
296,159.8126678466797,2026-01-02 17:28:35.341820,2026-01-02 17:28:43.244935,0 days 00:00:07.903115,relu,0.11986779304078753,46,0.07582298907831836,True,,none,9.891371305185421e-06,COMPLETE
297,158.66111755371094,2026-01-02 17:28:43.252934,2026-01-02 17:28:51.275754,0 days 00:00:08.022820,relu,0.1071324862112504,53,0.08874683845546305,True,,none,2.5645781318827795e-05,COMPLETE
298,160.25027465820312,2026-01-02 17:28:51.283754,2026-01-02 17:28:59.127402,0 days 00:00:07.843648,relu,0.12778787251574175,43,0.07810979841888971,True,,none,2.144149359495504e-05,COMPLETE
299,168.4680938720703,2026-01-02 17:28:59.135402,2026-01-02 17:29:07.300566,0 days 00:00:08.165164,silu,0.1133552558831979,49,0.0648388477473655,True,,none,1.1850301677321833e-05,COMPLETE
300,158.43601989746094,2026-01-02 17:29:07.308569,2026-01-02 17:29:15.144687,0 days 00:00:07.836118,relu,0.10140721540685145,46,0.08792050962849667,True,,none,1.5621171811020914e-05,COMPLETE
301,166.54257202148438,2026-01-02 17:29:15.153690,2026-01-02 17:29:22.762699,0 days 00:00:07.609009,relu,0.12197207507600107,23,0.07516099929501852,True,,none,1.7696323157347745e-05,COMPLETE
302,157.94241333007812,2026-01-02 17:29:22.770699,2026-01-02 17:29:30.712796,0 days 00:00:07.942097,relu,0.10837677013491814,53,0.08804988682985607,True,,none,2.6014639301326923e-05,COMPLETE
303,166.88623046875,2026-01-02 17:29:30.721302,2026-01-02 17:29:38.611323,0 days 00:00:07.890021,relu,0.100473108827999,54,0.09847770026470537,True,,minmax,1.3294756708672533e-05,COMPLETE
304,175.40621948242188,2026-01-02 17:29:38.619323,2026-01-02 17:29:46.570983,0 days 00:00:07.951660,relu,0.1000004913365352,52,0.012293071832969352,True,,none,2.3725075720590904e-05,COMPLETE
305,158.49021911621094,2026-01-02 17:29:46.579984,2026-01-02 17:29:54.372107,0 days 00:00:07.792123,relu,0.10927889024201896,41,0.09911087867984457,True,,none,3.102030112510293e-05,COMPLETE
306,160.733642578125,2026-01-02 17:29:54.380107,2026-01-02 17:30:02.214673,0 days 00:00:07.834566,relu,0.11240022902042952,44,0.06440150499787796,True,,none,3.961085375582567e-05,COMPLETE
307,159.20294189453125,2026-01-02 17:30:02.222671,2026-01-02 17:30:10.140314,0 days 00:00:07.917643,relu,0.10776879240301208,47,0.07930124215191485,True,,none,2.028745808676452e-05,COMPLETE
308,158.62057495117188,2026-01-02 17:30:10.149316,2026-01-02 17:30:18.001481,0 days 00:00:07.852165,relu,0.10000445415440477,39,0.0998114742189825,True,,none,2.87070907582719e-05,COMPLETE
309,190.82725524902344,2026-01-02 17:30:18.009481,2026-01-02 17:30:25.578560,0 days 00:00:07.569079,relu,0.12542369718699278,5,0.08572477708007871,True,,none,3.4139822306379435e-05,COMPLETE
310,159.42526245117188,2026-01-02 17:30:25.586559,2026-01-02 17:30:33.498228,0 days 00:00:07.911669,relu,0.11448324336514105,53,0.07036513073193369,True,,none,1.4719565999176837e-05,COMPLETE
311,159.99696350097656,2026-01-02 17:30:33.506228,2026-01-02 17:30:41.368375,0 days 00:00:07.862147,relu,0.10790298477029409,50,0.08633338407911689,True,,none,2.376763189994983e-05,COMPLETE
312,161.06341552734375,2026-01-02 17:30:41.376375,2026-01-02 17:30:49.630029,0 days 00:00:08.253654,gelu,0.11826825346892311,42,0.09997293311783627,True,,none,1.86075861454504e-05,COMPLETE
313,157.6818389892578,2026-01-02 17:30:49.636540,2026-01-02 17:30:57.518213,0 days 00:00:07.881673,relu,0.10810099803344242,46,0.07699344785080531,True,,none,0.00016955326783618034,COMPLETE
314,159.83193969726562,2026-01-02 17:30:57.526219,2026-01-02 17:31:05.365413,0 days 00:00:07.839194,relu,0.10741995519240369,48,0.06345138028000229,True,,none,0.0001686806048591871,COMPLETE
315,158.17953491210938,2026-01-02 17:31:05.373414,2026-01-02 17:31:13.342032,0 days 00:00:07.968618,relu,0.10047990302881486,55,0.07481060052049608,True,,none,2.6407556908522563e-05,COMPLETE
316,159.6227569580078,2026-01-02 17:31:13.350035,2026-01-02 17:31:21.255609,0 days 00:00:07.905574,relu,0.10832945020341776,51,0.057749497525769904,True,,none,0.00019132442771889138,COMPLETE
317,197.56767720540364,2026-01-02 17:31:21.264610,2026-01-02 17:31:28.921127,0 days 00:00:07.656517,relu,0.1288968692588566,46,0.0009943447328001687,False,,none,3.4110724603046046e-05,COMPLETE
318,162.66110229492188,2026-01-02 17:31:28.928131,2026-01-02 17:31:37.162310,0 days 00:00:08.234179,mish,0.11343859161477249,49,0.07350976385686676,True,,none,2.836880638668291e-05,COMPLETE
319,156.9934844970703,2026-01-02 17:31:37.172310,2026-01-02 17:31:45.158940,0 days 00:00:07.986630,relu,0.10701556481289183,53,0.08014298750336842,True,,none,2.19610631502198e-05,COMPLETE
320,192.53509521484375,2026-01-02 17:31:45.166940,2026-01-02 17:31:53.148525,0 days 00:00:07.981585,relu,0.10713259466004184,55,0.0005484796101736434,True,,none,0.00039622297648786523,COMPLETE
321,159.0492401123047,2026-01-02 17:31:53.156525,2026-01-02 17:32:01.055109,0 days 00:00:07.898584,relu,0.12392787422507902,52,0.08544384230690628,True,,none,1.0648211752459079e-05,COMPLETE
322,181.98959350585938,2026-01-02 17:32:01.063110,2026-01-02 17:32:08.645672,0 days 00:00:07.582562,relu,0.10043744140791025,14,0.09921929817216357,True,,minmax,0.00025209910348041807,COMPLETE
323,157.408203125,2026-01-02 17:32:08.653672,2026-01-02 17:32:16.590771,0 days 00:00:07.937099,relu,0.11824302999573981,54,0.08038913815695226,True,,none,3.8250479417611724e-05,COMPLETE
324,171.62509155273438,2026-01-02 17:32:16.599771,2026-01-02 17:32:24.226388,0 days 00:00:07.626617,relu,0.14080191284905952,17,0.06976753521682084,True,,none,4.032138847135118e-05,COMPLETE
325,166.34146118164062,2026-01-02 17:32:24.233392,2026-01-02 17:32:32.242544,0 days 00:00:08.009152,silu,0.12104838020595651,55,0.07887889374377094,True,,none,3.6927084336875734e-05,COMPLETE
326,159.637939453125,2026-01-02 17:32:32.251055,2026-01-02 17:32:40.037246,0 days 00:00:07.786191,relu,0.13602021905611364,49,0.06781748203223092,True,,none,4.2555364750140236e-05,COMPLETE
327,159.24679565429688,2026-01-02 17:32:40.045246,2026-01-02 17:32:47.991005,0 days 00:00:07.945759,relu,0.11634346489487277,51,0.05885252263698014,True,,none,3.119545402823658e-05,COMPLETE
328,158.83493041992188,2026-01-02 17:32:47.999004,2026-01-02 17:32:55.849569,0 days 00:00:07.850565,relu,0.12875849656881366,46,0.09988752750973734,True,,none,3.4942171086415914e-05,COMPLETE
329,157.6480255126953,2026-01-02 17:32:55.858079,2026-01-02 17:33:03.690717,0 days 00:00:07.832638,relu,0.10787814448897946,48,0.08070296537453929,True,,none,0.0002929434078516278,COMPLETE
330,159.2996826171875,2026-01-02 17:33:03.697717,2026-01-02 17:33:11.584304,0 days 00:00:07.886587,relu,0.11980287581986515,51,0.07883898061519443,True,,none,0.0002828807285274639,COMPLETE
331,157.8262176513672,2026-01-02 17:33:11.593302,2026-01-02 17:33:19.524430,0 days 00:00:07.931128,relu,0.10721644224623922,56,0.06449662164219558,True,,none,0.00036625561534227546,COMPLETE
332,182.42611694335938,2026-01-02 17:33:19.531430,2026-01-02 17:33:27.517565,0 days 00:00:07.986135,relu,0.11419066157471194,54,0.0025143097745698208,True,,none,0.00020284059921194488,COMPLETE
333,197.4739870876736,2026-01-02 17:33:27.525564,2026-01-02 17:33:35.233122,0 days 00:00:07.707558,relu,0.10050172192537858,56,0.000994097326940365,False,,none,0.00030224711088249715,COMPLETE
334,159.5357208251953,2026-01-02 17:33:35.242123,2026-01-02 17:33:43.198822,0 days 00:00:07.956699,relu,0.10019456998519913,57,0.060492342221485994,True,,none,0.000348888252993908,COMPLETE
335,161.16317749023438,2026-01-02 17:33:43.206821,2026-01-02 17:33:51.157369,0 days 00:00:07.950548,relu,0.12068365424434588,57,0.06796994998679086,True,,none,0.00040429162303960107,COMPLETE
336,159.76815795898438,2026-01-02 17:33:51.164879,2026-01-02 17:33:59.022486,0 days 00:00:07.857607,relu,0.11320433984977007,48,0.07728575852054646,True,,none,0.00047343770904288593,COMPLETE
337,161.03199768066406,2026-01-02 17:33:59.029486,2026-01-02 17:34:07.044595,0 days 00:00:08.015109,relu,0.1070347338850148,53,0.05451197839493015,True,,none,0.00031170554018688796,COMPLETE
338,160.1492156982422,2026-01-02 17:34:07.053605,2026-01-02 17:34:15.400806,0 days 00:00:08.347201,gelu,0.13069351716353325,42,0.07978990573532928,True,,none,0.00036170016628168526,COMPLETE
339,159.8875274658203,2026-01-02 17:34:15.408805,2026-01-02 17:34:23.510489,0 days 00:00:08.101684,relu,0.11272999630254592,48,0.0650694581266357,True,,none,0.0006074876695045601,COMPLETE
340,157.47715759277344,2026-01-02 17:34:23.518490,2026-01-02 17:34:31.392599,0 days 00:00:07.874109,relu,0.10018050462664879,45,0.08679960640433161,True,,none,9.158132899075934e-06,COMPLETE
341,158.62130737304688,2026-01-02 17:34:31.400599,2026-01-02 17:34:39.240720,0 days 00:00:07.840121,relu,0.10074816416164373,44,0.08743919339710007,True,,none,9.594271739562259e-06,COMPLETE
342,172.60714721679688,2026-01-02 17:34:39.248724,2026-01-02 17:34:47.096366,0 days 00:00:07.847642,relu,0.1235273549793365,39,0.08765766265774036,True,,minmax,0.0001387523267041221,COMPLETE
343,163.8429718017578,2026-01-02 17:34:47.104367,2026-01-02 17:34:55.341448,0 days 00:00:08.237081,mish,0.11550828382434991,46,0.09926329914604723,True,,none,1.2332438448183469e-05,COMPLETE
344,160.6731414794922,2026-01-02 17:34:55.349448,2026-01-02 17:35:03.144112,0 days 00:00:07.794664,relu,0.1072805289044855,42,0.07646788530089844,True,,none,1.4079056553901599e-05,COMPLETE
345,157.4940948486328,2026-01-02 17:35:03.152113,2026-01-02 17:35:10.981221,0 days 00:00:07.829108,relu,0.10654543031571741,45,0.0868806448394233,True,,none,0.00016355644502448797,COMPLETE
346,159.75198364257812,2026-01-02 17:35:10.989221,2026-01-02 17:35:18.873806,0 days 00:00:07.884585,relu,0.1231911946766676,44,0.07261303527753417,True,,none,0.00021517208789420292,COMPLETE
347,162.08572387695312,2026-01-02 17:35:18.882804,2026-01-02 17:35:26.706919,0 days 00:00:07.824115,relu,0.13376957673932044,41,0.08406590079303305,True,,none,0.00017472328604331848,COMPLETE
348,159.10794067382812,2026-01-02 17:35:26.713918,2026-01-02 17:35:34.469543,0 days 00:00:07.755625,relu,0.11418194133939007,37,0.07941614238005994,True,,none,8.9778664746413e-06,COMPLETE
349,167.2083740234375,2026-01-02 17:35:34.477051,2026-01-02 17:35:42.451209,0 days 00:00:07.974158,silu,0.10762848763258998,45,0.08663073946492791,True,,none,0.00014680211217719873,COMPLETE
350,205.92861938476562,2026-01-02 17:35:42.459216,2026-01-02 17:35:49.942757,0 days 00:00:07.483541,relu,0.36659521410050644,8,0.06761631544008843,True,,none,1.1628418212557478e-05,COMPLETE
351,158.3839874267578,2026-01-02 17:35:49.950757,2026-01-02 17:35:57.896967,0 days 00:00:07.946210,relu,0.12086663126543484,50,0.07605846476693474,True,,none,0.00022781907602399573,COMPLETE
352,197.7702014160156,2026-01-02 17:35:57.904963,2026-01-02 17:36:05.628024,0 days 00:00:07.723061,relu,0.11395422028025902,43,0.0009947944940001516,False,,none,1.5045410785992933e-05,COMPLETE
353,158.03408813476562,2026-01-02 17:36:05.638025,2026-01-02 17:36:13.595734,0 days 00:00:07.957709,relu,0.1453961056028895,48,0.08899928963620252,True,,none,6.322258693868443e-06,COMPLETE
354,159.117431640625,2026-01-02 17:36:13.604733,2026-01-02 17:36:21.468883,0 days 00:00:07.864150,relu,0.10654428240622023,45,0.09986369871600165,True,,none,1.063862572966611e-05,COMPLETE
355,178.75790405273438,2026-01-02 17:36:21.476881,2026-01-02 17:36:29.263491,0 days 00:00:07.786610,relu,0.45720502703837607,40,0.05879841358603253,True,,none,1.2675429855773089e-05,COMPLETE
356,158.30908203125,2026-01-02 17:36:29.272499,2026-01-02 17:36:37.185659,0 days 00:00:07.913160,relu,0.10053229245724889,51,0.07038464888802393,True,,none,8.447572186895218e-06,COMPLETE
357,160.067138671875,2026-01-02 17:36:37.192658,2026-01-02 17:36:45.134275,0 days 00:00:07.941617,relu,0.12696271420754668,47,0.08690120063603954,True,,none,0.00016527649993495504,COMPLETE
358,158.50479125976562,2026-01-02 17:36:45.142275,2026-01-02 17:36:52.935359,0 days 00:00:07.793084,relu,0.10000925207425575,42,0.07861064296262213,True,,none,0.00012034785894015916,COMPLETE
359,158.40342712402344,2026-01-02 17:36:52.943360,2026-01-02 17:37:00.807919,0 days 00:00:07.864559,relu,0.11527499475081722,52,0.08868549771637736,True,,none,1.6216377725867327e-05,COMPLETE
360,160.78622436523438,2026-01-02 17:37:00.815919,2026-01-02 17:37:08.746994,0 days 00:00:07.931075,relu,0.1096669370405075,46,0.07127586869435434,True,,none,2.0076992539676515e-05,COMPLETE
361,168.31179809570312,2026-01-02 17:37:08.754991,2026-01-02 17:37:16.608041,0 days 00:00:07.853050,relu,0.12126059122147653,49,0.0866242226562884,True,,minmax,1.7283919402629428e-05,COMPLETE
362,159.3333740234375,2026-01-02 17:37:16.616040,2026-01-02 17:37:25.033721,0 days 00:00:08.417681,gelu,0.10791572574999841,45,0.09954850366393707,True,,none,2.0736417233228428e-05,COMPLETE
363,161.12059020996094,2026-01-02 17:37:25.041722,2026-01-02 17:37:32.784806,0 days 00:00:07.743084,relu,0.11658760683976016,38,0.07858373774273135,True,,none,1.4287869676780227e-05,COMPLETE
364,159.27133178710938,2026-01-02 17:37:32.793317,2026-01-02 17:37:40.743896,0 days 00:00:07.950579,relu,0.13108392624739046,54,0.09978650893605812,True,,none,2.2675410814537542e-05,COMPLETE
365,160.8916778564453,2026-01-02 17:37:40.751896,2026-01-02 17:37:48.613997,0 days 00:00:07.862101,relu,0.10813346632497495,43,0.06293454885583764,True,,none,0.000248479665839811,COMPLETE
366,195.35894775390625,2026-01-02 17:37:48.620996,2026-01-02 17:37:56.470553,0 days 00:00:07.849557,relu,0.1240794469962641,50,0.0002772426336385967,True,,none,1.66373380847632e-05,COMPLETE
367,159.2881622314453,2026-01-02 17:37:56.478556,2026-01-02 17:38:04.276169,0 days 00:00:07.797613,relu,0.10015732067484413,46,0.071054491983977,True,,none,0.00010561323806741399,COMPLETE
368,158.3684844970703,2026-01-02 17:38:04.284173,2026-01-02 17:38:12.077310,0 days 00:00:07.793137,relu,0.11426770234069887,48,0.08636125253133732,True,,none,0.0005198900405301094,COMPLETE
369,181.56744384765625,2026-01-02 17:38:12.088317,2026-01-02 17:38:20.499516,0 days 00:00:08.411199,mish,0.10717929147824728,52,0.00493856353908359,True,,none,4.140634999807434e-05,COMPLETE
370,159.0226287841797,2026-01-02 17:38:20.506513,2026-01-02 17:38:28.329147,0 days 00:00:07.822634,relu,0.11868203335660005,43,0.07804498041538124,True,,none,1.3079247508438928e-05,COMPLETE
371,198.0148387993707,2026-01-02 17:38:28.336146,2026-01-02 17:38:35.959722,0 days 00:00:07.623576,relu,0.11268989989896852,40,0.0009950717181594067,False,,none,1.8427737502415967e-05,COMPLETE
372,173.76376342773438,2026-01-02 17:38:35.967723,2026-01-02 17:38:43.859893,0 days 00:00:07.892170,relu,0.10688108503908289,49,0.015581904532827769,True,,none,1.0683941949862046e-05,COMPLETE
373,171.76646423339844,2026-01-02 17:38:43.868895,2026-01-02 17:38:51.592420,0 days 00:00:07.723525,relu,0.2944492164337938,35,0.05181217253197519,True,,none,3.892627268372763e-05,COMPLETE
374,165.84585571289062,2026-01-02 17:38:51.601927,2026-01-02 17:38:59.667516,0 days 00:00:08.065589,silu,0.13221865502221988,59,0.08853831731797084,True,,none,7.669714655266818e-06,COMPLETE
