number,value,datetime_start,datetime_complete,duration,params_activation,params_dropout,params_hidden_size,params_lr,params_scale_target,params_scaler,params_scaler_post_pca,params_weight_decay,state
514,180.26467895507812,2026-01-02 17:57:23.069554,2026-01-02 17:57:31.017180,0 days 00:00:07.947626,relu,0.11213818768804931,53,0.005003450228837568,True,,none,5.151450973835799e-06,COMPLETE
515,181.2357635498047,2026-01-02 17:57:31.026182,2026-01-02 17:57:38.531744,0 days 00:00:07.505562,relu,0.12248986939433297,9,0.09936314564634623,True,,none,4.7554664096862196e-06,COMPLETE
516,160.57949829101562,2026-01-02 17:57:38.539752,2026-01-02 17:57:46.419363,0 days 00:00:07.879611,relu,0.13170441596359678,49,0.073719501569513,True,,none,4.213959900163627e-06,COMPLETE
517,167.76950073242188,2026-01-02 17:57:46.428362,2026-01-02 17:57:54.415480,0 days 00:00:07.987118,relu,0.10744453614812857,55,0.08238695530777307,True,,minmax,3.987435728255423e-05,COMPLETE
518,167.70730590820312,2026-01-02 17:57:54.424481,2026-01-02 17:58:02.687575,0 days 00:00:08.263094,mish,0.11676386123811755,44,0.05862819378553846,True,,none,1.525760547763047e-05,COMPLETE
519,158.79620361328125,2026-01-02 17:58:02.695573,2026-01-02 17:58:10.471625,0 days 00:00:07.776052,relu,0.10647620171982793,40,0.09937868347106536,True,,none,3.535201048115693e-05,COMPLETE
520,159.3767852783203,2026-01-02 17:58:10.479625,2026-01-02 17:58:18.454713,0 days 00:00:07.975088,relu,0.10034386148697812,47,0.0729687119102365,True,,none,4.316076536545937e-05,COMPLETE
521,159.2847442626953,2026-01-02 17:58:18.462714,2026-01-02 17:58:26.383321,0 days 00:00:07.920607,relu,0.12080670984448941,50,0.09992885278788455,True,,none,6.2318962763853475e-06,COMPLETE
522,156.945556640625,2026-01-02 17:58:26.391321,2026-01-02 17:58:34.315419,0 days 00:00:07.924098,relu,0.11191574634266191,53,0.08507504728733042,True,,none,1.2283845042850168e-05,COMPLETE
523,160.1287078857422,2026-01-02 17:58:34.324418,2026-01-02 17:58:42.037991,0 days 00:00:07.713573,relu,0.11379293292884941,28,0.08593241983466951,True,,none,1.2962626395374093e-05,COMPLETE
524,163.5888214111328,2026-01-02 17:58:42.045993,2026-01-02 17:58:50.132128,0 days 00:00:08.086135,silu,0.10649569013136785,59,0.08649970337213209,True,,none,1.1715379061041288e-05,COMPLETE
525,175.05508422851562,2026-01-02 17:58:50.139127,2026-01-02 17:58:57.675723,0 days 00:00:07.536596,relu,0.11136719649740685,12,0.07022497378280937,True,,none,1.1706807230611554e-05,COMPLETE
526,158.38003540039062,2026-01-02 17:58:57.682723,2026-01-02 17:59:05.515888,0 days 00:00:07.833165,relu,0.1068443365614833,43,0.09996110481346725,True,,none,2.991345553827784e-06,COMPLETE
527,197.4656477186415,2026-01-02 17:59:05.523889,2026-01-02 17:59:13.340536,0 days 00:00:07.816647,relu,0.10017844828891885,54,0.0009944005059893241,False,,none,1.4837403435648102e-05,COMPLETE
528,158.74929809570312,2026-01-02 17:59:13.349537,2026-01-02 17:59:21.247166,0 days 00:00:07.897629,relu,0.11456176808509458,47,0.08422636226588258,True,,none,6.0782058082701565e-06,COMPLETE
529,158.86502075195312,2026-01-02 17:59:21.256165,2026-01-02 17:59:29.244861,0 days 00:00:07.988696,relu,0.12515221987280534,51,0.07871251853951872,True,,none,7.185936087972592e-06,COMPLETE
530,161.0481719970703,2026-01-02 17:59:29.253863,2026-01-02 17:59:37.151949,0 days 00:00:07.898086,relu,0.11274537063527182,45,0.06457059745878485,True,,none,8.866912903529712e-06,COMPLETE
531,157.2943115234375,2026-01-02 17:59:37.159947,2026-01-02 17:59:45.057087,0 days 00:00:07.897140,relu,0.10733356566776696,41,0.08611947525782565,True,,none,1.8457263199238123e-05,COMPLETE
532,159.46856689453125,2026-01-02 17:59:45.066093,2026-01-02 17:59:52.878143,0 days 00:00:07.812050,relu,0.12818109125117913,39,0.08890766079049171,True,,none,1.6962206298416045e-05,COMPLETE
533,160.4124298095703,2026-01-02 17:59:52.886654,2026-01-02 18:00:00.673238,0 days 00:00:07.786584,relu,0.11938590093885698,36,0.08726842843647305,True,,none,1.791457558565479e-05,COMPLETE
534,161.04898071289062,2026-01-02 18:00:00.681741,2026-01-02 18:00:08.568337,0 days 00:00:07.886596,relu,0.13563058009900322,39,0.08896777228828226,True,,none,1.887098150281297e-05,COMPLETE
535,162.63780212402344,2026-01-02 18:00:08.576337,2026-01-02 18:00:16.789520,0 days 00:00:08.213183,gelu,0.11850803923397622,24,0.07159995030004326,True,,none,1.9738599580276568e-05,COMPLETE
536,169.4091339111328,2026-01-02 18:00:16.798521,2026-01-02 18:00:24.654130,0 days 00:00:07.855609,relu,0.3574804579292402,34,0.0997746460931367,True,,none,1.4807710776207387e-05,COMPLETE
537,170.70245361328125,2026-01-02 18:00:24.664130,2026-01-02 18:00:32.489729,0 days 00:00:07.825599,relu,0.11015168950204059,42,0.0878550462946926,True,,minmax,1.369958757521655e-05,COMPLETE
538,161.23583984375,2026-01-02 18:00:32.497729,2026-01-02 18:00:40.339315,0 days 00:00:07.841586,relu,0.12435934267285363,42,0.07542729787528996,True,,none,1.5922897759362904e-05,COMPLETE
539,159.9754180908203,2026-01-02 18:00:40.347312,2026-01-02 18:00:48.438039,0 days 00:00:08.090727,relu,0.10741363808673325,36,0.08752688801363785,True,,none,2.3653839363518244e-05,COMPLETE
540,163.49838256835938,2026-01-02 18:00:48.818090,2026-01-02 18:00:56.823202,0 days 00:00:08.005112,relu,0.11255513250145993,41,0.06493913821469971,True,,none,1.677532474805571e-05,COMPLETE
541,157.6338348388672,2026-01-02 18:00:56.831207,2026-01-02 18:01:04.855896,0 days 00:00:08.024689,relu,0.11975625835857862,60,0.07952866518734825,True,,none,2.64644212203652e-05,COMPLETE
542,161.16824340820312,2026-01-02 18:01:04.862896,2026-01-02 18:01:13.253590,0 days 00:00:08.390694,mish,0.10717858831602592,54,0.09907935462427771,True,,none,1.9330761077893974e-05,COMPLETE
543,159.43118286132812,2026-01-02 18:01:13.264591,2026-01-02 18:01:21.166193,0 days 00:00:07.901602,relu,0.12958675844489156,44,0.07421797583926194,True,,none,3.041019372063217e-05,COMPLETE
544,155.69955444335938,2026-01-02 18:01:21.174197,2026-01-02 18:01:29.171810,0 days 00:00:07.997613,relu,0.10005196832770014,57,0.08823231872915589,True,,none,1.300742953658083e-05,COMPLETE
545,160.6850128173828,2026-01-02 18:01:29.180812,2026-01-02 18:01:37.197409,0 days 00:00:08.016597,relu,0.11490827976003118,59,0.0586372690833864,True,,none,1.2519201337471441e-05,COMPLETE
546,158.37704467773438,2026-01-02 18:01:37.204408,2026-01-02 18:01:45.285528,0 days 00:00:08.081120,relu,0.10622799657667659,57,0.0677117802865698,True,,none,1.4053066365643383e-05,COMPLETE
547,157.3656005859375,2026-01-02 18:01:45.293528,2026-01-02 18:01:53.220128,0 days 00:00:07.926600,relu,0.10099244305977455,61,0.08036780540397899,True,,none,1.1199013995950378e-05,COMPLETE
548,197.15657836914065,2026-01-02 18:01:53.229128,2026-01-02 18:02:00.948144,0 days 00:00:07.719016,relu,0.10018812703616681,64,0.0009947258977033625,False,,none,1.197605051886124e-05,COMPLETE
549,167.74081420898438,2026-01-02 18:02:00.956652,2026-01-02 18:02:08.912210,0 days 00:00:07.955558,silu,0.12118909113769455,60,0.07815466781379943,True,,none,1.3022445245073371e-05,COMPLETE
550,159.09573364257812,2026-01-02 18:02:08.920211,2026-01-02 18:02:16.866857,0 days 00:00:07.946646,relu,0.11358513392328032,62,0.05742522627216018,True,,none,1.5105492585826332e-05,COMPLETE
551,159.9852294921875,2026-01-02 18:02:16.873857,2026-01-02 18:02:24.884511,0 days 00:00:08.010654,relu,0.1382984613831334,57,0.06828307559463098,True,,none,1.132429279188632e-05,COMPLETE
552,157.10531616210938,2026-01-02 18:02:24.893511,2026-01-02 18:02:32.792109,0 days 00:00:07.898598,relu,0.1273128855240439,64,0.0813217298098957,True,,none,1.715039424825651e-05,COMPLETE
553,164.8032684326172,2026-01-02 18:02:32.799109,2026-01-02 18:02:40.701228,0 days 00:00:07.902119,relu,0.26577936248980294,64,0.05123944471989246,True,,none,1.5689718860843148e-05,COMPLETE
554,158.58932495117188,2026-01-02 18:02:40.709226,2026-01-02 18:02:48.642911,0 days 00:00:07.933685,relu,0.10780133599264329,61,0.06870988761289663,True,,none,1.3086636395676133e-05,COMPLETE
555,157.46560668945312,2026-01-02 18:02:48.651913,2026-01-02 18:02:56.635533,0 days 00:00:07.983620,relu,0.1153072075506496,64,0.09991766594616024,True,,none,1.062313380750333e-05,COMPLETE
556,157.6525115966797,2026-01-02 18:02:56.644536,2026-01-02 18:03:04.599174,0 days 00:00:07.954638,relu,0.12038518587241787,64,0.07925874873278561,True,,none,1.7847383493251688e-05,COMPLETE
557,159.42941284179688,2026-01-02 18:03:04.606174,2026-01-02 18:03:12.597842,0 days 00:00:07.991668,relu,0.10746073379546985,60,0.06264550469315348,True,,none,1.6710134721233194e-05,COMPLETE
558,158.09750366210938,2026-01-02 18:03:12.605842,2026-01-02 18:03:20.582962,0 days 00:00:07.977120,relu,0.10022635553926339,59,0.08082989914236563,True,,none,1.3926023135729906e-05,COMPLETE
559,177.15402221679688,2026-01-02 18:03:20.590962,2026-01-02 18:03:28.514598,0 days 00:00:07.923636,relu,0.3019909399783059,62,0.0871722957340863,True,,minmax,1.4895091679332878e-05,COMPLETE
560,160.8961639404297,2026-01-02 18:03:28.522600,2026-01-02 18:03:37.104822,0 days 00:00:08.582222,gelu,0.12694285350352003,58,0.07284150422433221,True,,none,1.9401992589788936e-05,COMPLETE
561,156.2997283935547,2026-01-02 18:03:37.113822,2026-01-02 18:03:45.075426,0 days 00:00:07.961604,relu,0.11380131417888274,61,0.09958070114718082,True,,none,1.2720149767289518e-05,COMPLETE
562,158.14553833007812,2026-01-02 18:03:45.084426,2026-01-02 18:03:53.062525,0 days 00:00:07.978099,relu,0.1115096331975116,61,0.09997993490823726,True,,none,1.1606296404456443e-05,COMPLETE
563,157.48605346679688,2026-01-02 18:03:53.071032,2026-01-02 18:04:01.021604,0 days 00:00:07.950572,relu,0.10749317877135335,61,0.087020013491266,True,,none,1.30954321750719e-05,COMPLETE
564,170.35552978515625,2026-01-02 18:04:01.029604,2026-01-02 18:04:09.004219,0 days 00:00:07.974615,relu,0.3999444847028039,61,0.07711387428560507,True,,none,1.0904722500106205e-05,COMPLETE
565,156.6653289794922,2026-01-02 18:04:09.012218,2026-01-02 18:04:16.919300,0 days 00:00:07.907082,relu,0.11874237019180675,64,0.0883949484746259,True,,none,1.2625679023646381e-05,COMPLETE
566,157.38075256347656,2026-01-02 18:04:16.927302,2026-01-02 18:04:24.962855,0 days 00:00:08.035553,relu,0.10000379771054799,64,0.08660071597868554,True,,none,1.2352613421053339e-05,COMPLETE
567,156.59190368652344,2026-01-02 18:04:24.971358,2026-01-02 18:04:32.926985,0 days 00:00:07.955627,relu,0.10581063302190656,63,0.09944801880489584,True,,none,1.0448631061228037e-05,COMPLETE
568,197.48948655870225,2026-01-02 18:04:32.935984,2026-01-02 18:04:41.264342,0 days 00:00:08.328358,relu,0.10064622488287507,63,0.000994895089662904,False,,none,1.0718567763574151e-05,COMPLETE
569,197.3370819091797,2026-01-02 18:04:41.277855,2026-01-02 18:04:49.860098,0 days 00:00:08.582243,mish,0.10038606921017136,64,0.00012935949088021384,True,,none,1.0325829506182608e-05,COMPLETE
570,169.31068420410156,2026-01-02 18:04:49.867098,2026-01-02 18:04:57.805770,0 days 00:00:07.938672,relu,0.100052047495403,62,0.019623413544764982,True,,none,1.2397675751558871e-05,COMPLETE
571,157.6465606689453,2026-01-02 18:04:57.813769,2026-01-02 18:05:05.825451,0 days 00:00:08.011682,relu,0.10792501375517949,62,0.08891543304183393,True,,none,9.930728349327776e-06,COMPLETE
572,162.4328155517578,2026-01-02 18:05:05.833451,2026-01-02 18:05:13.803157,0 days 00:00:07.969706,relu,0.10826917705332657,59,0.0350927105333578,True,,none,1.1903437644596223e-05,COMPLETE
573,157.30328369140625,2026-01-02 18:05:13.811157,2026-01-02 18:05:21.820283,0 days 00:00:08.009126,relu,0.10741120063184764,63,0.0995368931226059,True,,none,1.028097910833906e-05,COMPLETE
574,157.4833984375,2026-01-02 18:05:21.829284,2026-01-02 18:05:29.804911,0 days 00:00:07.975627,relu,0.11315223474478715,64,0.09821247852971982,True,,none,9.761357302223522e-06,COMPLETE
575,158.96434020996094,2026-01-02 18:05:29.813913,2026-01-02 18:05:37.692026,0 days 00:00:07.878113,relu,0.11468633826081634,64,0.0886817124648138,True,,none,1.1546965070239581e-05,COMPLETE
576,165.770751953125,2026-01-02 18:05:37.701021,2026-01-02 18:05:45.731674,0 days 00:00:08.030653,silu,0.10763384514042802,60,0.09952873571209535,True,,none,9.565055282747537e-06,COMPLETE
577,157.49313354492188,2026-01-02 18:05:45.739673,2026-01-02 18:05:53.739258,0 days 00:00:07.999585,relu,0.11798001011921108,59,0.07261443293622169,True,,none,1.3592426905644408e-05,COMPLETE
578,180.58924865722656,2026-01-02 18:05:53.746260,2026-01-02 18:06:01.720911,0 days 00:00:07.974651,relu,0.10754964840073686,64,0.013424899219599088,True,,minmax,9.921452314011216e-06,COMPLETE
579,160.0203399658203,2026-01-02 18:06:01.729913,2026-01-02 18:06:09.754998,0 days 00:00:08.025085,relu,0.1164926176993284,58,0.08044788751564307,True,,none,1.5074044384068722e-05,COMPLETE
580,156.2778778076172,2026-01-02 18:06:09.762996,2026-01-02 18:06:17.712641,0 days 00:00:07.949645,relu,0.11002186912997376,60,0.0889266919818094,True,,none,1.087835805955681e-05,COMPLETE
581,160.0628204345703,2026-01-02 18:06:17.719642,2026-01-02 18:06:25.676820,0 days 00:00:07.957178,relu,0.12376799424391967,61,0.06824903731579789,True,,none,1.0753352072009384e-05,COMPLETE
582,158.08143615722656,2026-01-02 18:06:25.684819,2026-01-02 18:06:33.732507,0 days 00:00:08.047688,relu,0.11109383528489553,58,0.07848757467677628,True,,none,9.712490438301127e-06,COMPLETE
583,157.9624481201172,2026-01-02 18:06:33.747510,2026-01-02 18:06:41.715139,0 days 00:00:07.967629,relu,0.1000639959363442,64,0.09977711729178351,True,,none,8.501569728857067e-06,COMPLETE
584,157.5155029296875,2026-01-02 18:06:41.723137,2026-01-02 18:06:49.798832,0 days 00:00:08.075695,relu,0.11688128712093707,60,0.09994291675848263,True,,none,1.1501354431286589e-05,COMPLETE
585,159.87387084960938,2026-01-02 18:06:49.807831,2026-01-02 18:06:57.980026,0 days 00:00:08.172195,relu,0.1297165329507901,59,0.06426720841341454,True,,none,1.26083427296137e-05,COMPLETE
586,157.15924072265625,2026-01-02 18:06:57.989022,2026-01-02 18:07:05.922619,0 days 00:00:07.933597,relu,0.10758987017818371,64,0.07994251153261298,True,,none,1.3141005153967387e-05,COMPLETE
587,161.3395233154297,2026-01-02 18:07:05.931621,2026-01-02 18:07:14.451809,0 days 00:00:08.520188,gelu,0.1226845729216564,57,0.08641927658011171,True,,none,1.3978922976806165e-05,COMPLETE
588,197.33698818630643,2026-01-02 18:07:14.460809,2026-01-02 18:07:22.221948,0 days 00:00:07.761139,relu,0.11533481425845145,61,0.0009929404567870195,False,,none,1.359469182323994e-05,COMPLETE
589,161.18972778320312,2026-01-02 18:07:22.230948,2026-01-02 18:07:30.337262,0 days 00:00:08.106314,relu,0.1322275027609211,57,0.06060834610026793,True,,none,1.532549867657099e-05,COMPLETE
590,158.76779174804688,2026-01-02 18:07:30.345261,2026-01-02 18:07:38.266813,0 days 00:00:07.921552,relu,0.1116577608504792,64,0.07276617396016402,True,,none,1.1967703983726212e-05,COMPLETE
591,157.85568237304688,2026-01-02 18:07:38.275812,2026-01-02 18:07:46.190925,0 days 00:00:07.915113,relu,0.12219796476460053,64,0.0875327106741065,True,,none,1.6925074443211728e-05,COMPLETE
592,158.40548706054688,2026-01-02 18:07:46.198929,2026-01-02 18:07:54.112558,0 days 00:00:07.913629,relu,0.1094017820363619,56,0.07342188985696609,True,,none,9.499970344646326e-06,COMPLETE
593,156.4338836669922,2026-01-02 18:07:54.120557,2026-01-02 18:08:02.120626,0 days 00:00:08.000069,relu,0.10741254524169515,60,0.08737964035301465,True,,none,1.3610151682950553e-05,COMPLETE
594,160.4447784423828,2026-01-02 18:08:02.127626,2026-01-02 18:08:10.223326,0 days 00:00:08.095700,relu,0.12111941320321863,57,0.056940069252073795,True,,none,1.5229770844302488e-05,COMPLETE
595,182.10977172851562,2026-01-02 18:08:10.230328,2026-01-02 18:08:18.723059,0 days 00:00:08.492731,mish,0.1145084485771508,57,0.004131737378197482,True,,none,1.4034953522189549e-05,COMPLETE
596,159.28033447265625,2026-01-02 18:08:18.733062,2026-01-02 18:08:26.760218,0 days 00:00:08.027156,relu,0.12847835704848595,60,0.06617728140860452,True,,none,1.622691758413625e-05,COMPLETE
597,168.4113006591797,2026-01-02 18:08:26.770218,2026-01-02 18:08:34.660831,0 days 00:00:07.890613,relu,0.10783389491902673,56,0.0799400423946602,True,,minmax,1.2964597257521055e-05,COMPLETE
598,160.05349731445312,2026-01-02 18:08:34.668831,2026-01-02 18:08:42.686567,0 days 00:00:08.017736,relu,0.14022677416291718,60,0.07202348688467833,True,,none,1.3017166154769201e-05,COMPLETE
599,163.60887145996094,2026-01-02 18:08:42.694577,2026-01-02 18:08:50.736268,0 days 00:00:08.041691,relu,0.11770470030674453,57,0.04127823080885963,True,,none,1.6981220566420402e-05,COMPLETE
600,158.04098510742188,2026-01-02 18:08:50.744270,2026-01-02 18:08:58.670375,0 days 00:00:07.926105,relu,0.10007207171376034,60,0.08780917043669187,True,,none,1.4768454882924998e-05,COMPLETE
601,199.65182495117188,2026-01-02 18:08:58.677375,2026-01-02 18:09:06.758548,0 days 00:00:08.081173,silu,0.10774511646510558,64,0.00010119427400284135,True,,none,1.7122965368663843e-05,COMPLETE
602,159.36288452148438,2026-01-02 18:09:06.766548,2026-01-02 18:09:14.835778,0 days 00:00:08.069230,relu,0.12421426876973453,55,0.07998066942070758,True,,none,1.255493935732218e-05,COMPLETE
603,158.528076171875,2026-01-02 18:09:14.845780,2026-01-02 18:09:22.890932,0 days 00:00:08.045152,relu,0.11455851965353914,57,0.08770788932329356,True,,none,1.406397710628426e-05,COMPLETE
604,187.31967163085938,2026-01-02 18:09:22.899941,2026-01-02 18:09:30.485052,0 days 00:00:07.585111,relu,0.1070563150743749,5,0.0998525730231487,True,,none,1.8154519264881147e-05,COMPLETE
605,184.94178771972656,2026-01-02 18:09:30.494051,2026-01-02 18:09:38.493630,0 days 00:00:07.999579,relu,0.14952413019095084,60,0.0012722764655604846,True,,none,1.5639037305572924e-05,COMPLETE
606,184.09176635742188,2026-01-02 18:09:38.500629,2026-01-02 18:09:46.123732,0 days 00:00:07.623103,relu,0.13332258693619198,10,0.050155508139405815,True,,none,3.947918899787115e-06,COMPLETE
607,197.58599636501737,2026-01-02 18:09:46.132735,2026-01-02 18:09:53.838875,0 days 00:00:07.706140,relu,0.11632613158678995,64,0.0009935912922577907,False,,none,1.111864530411478e-05,COMPLETE
608,158.5303192138672,2026-01-02 18:09:53.846875,2026-01-02 18:10:01.908567,0 days 00:00:08.061692,relu,0.1064234204663832,55,0.06602415298065563,True,,none,1.2655964129965434e-05,COMPLETE
609,160.3794403076172,2026-01-02 18:10:01.916571,2026-01-02 18:10:09.908681,0 days 00:00:07.992110,relu,0.11875992131283591,60,0.07741358725885476,True,,none,1.6186762349055638e-06,COMPLETE
610,157.4733123779297,2026-01-02 18:10:09.916680,2026-01-02 18:10:17.918450,0 days 00:00:08.001770,relu,0.12558636624528383,57,0.08758295127873543,True,,none,1.1284311849158737e-05,COMPLETE
611,157.7106170654297,2026-01-02 18:10:17.925967,2026-01-02 18:10:25.925640,0 days 00:00:07.999673,relu,0.11176597839327813,55,0.07089512444627648,True,,none,1.737085677968726e-05,COMPLETE
612,161.1109619140625,2026-01-02 18:10:25.933641,2026-01-02 18:10:34.047341,0 days 00:00:08.113700,relu,0.10682025043057974,59,0.05632429300284368,True,,none,1.4497205164753793e-05,COMPLETE
613,155.65518188476562,2026-01-02 18:10:34.055341,2026-01-02 18:10:42.072960,0 days 00:00:08.017619,relu,0.12172645005506642,64,0.08845327728139026,True,,none,1.9899789172670626e-05,COMPLETE
614,162.0081024169922,2026-01-02 18:10:42.080960,2026-01-02 18:10:50.659667,0 days 00:00:08.578707,gelu,0.14318769820448926,64,0.08851898302682336,True,,none,2.020938932213464e-05,COMPLETE
615,182.01121520996094,2026-01-02 18:10:50.668667,2026-01-02 18:10:58.709872,0 days 00:00:08.041205,relu,0.13364424698237576,61,0.001909751253590255,True,,none,8.901106906968082e-06,COMPLETE
616,158.6304473876953,2026-01-02 18:10:58.717877,2026-01-02 18:11:06.664536,0 days 00:00:07.946659,relu,0.12517980432270473,60,0.07602262431512193,True,,none,1.2542700921803418e-05,COMPLETE
617,167.20855712890625,2026-01-02 18:11:06.672536,2026-01-02 18:11:14.660223,0 days 00:00:07.987687,relu,0.12585806452310905,64,0.08968673471585775,True,,minmax,1.6117001741274522e-05,COMPLETE
618,165.04837036132812,2026-01-02 18:11:14.668223,2026-01-02 18:11:23.107357,0 days 00:00:08.439134,mish,0.12018203869573359,61,0.064174914601434,True,,none,1.0319908846984066e-05,COMPLETE
619,159.8880157470703,2026-01-02 18:11:23.115357,2026-01-02 18:11:30.990474,0 days 00:00:07.875117,relu,0.13728832018885456,56,0.07890710028108601,True,,none,6.9424979586274545e-06,COMPLETE
620,157.2037353515625,2026-01-02 18:11:30.999475,2026-01-02 18:11:38.936614,0 days 00:00:07.937139,relu,0.11558849607583942,64,0.08800167850626543,True,,none,1.4125445415660428e-05,COMPLETE
621,159.61776733398438,2026-01-02 18:11:38.946616,2026-01-02 18:11:47.031755,0 days 00:00:08.085139,relu,0.13060652615201013,64,0.09995512456120574,True,,none,1.365916317251934e-05,COMPLETE
622,157.8127899169922,2026-01-02 18:11:47.041265,2026-01-02 18:11:55.042390,0 days 00:00:08.001125,relu,0.10022722401872824,64,0.07353644340809097,True,,none,1.1597406830337426e-05,COMPLETE
623,157.95094299316406,2026-01-02 18:11:55.051390,2026-01-02 18:12:02.972985,0 days 00:00:07.921595,relu,0.1188239655837567,61,0.08804049595564899,True,,none,1.4248876457567238e-05,COMPLETE
624,159.8148193359375,2026-01-02 18:12:02.980987,2026-01-02 18:12:11.005635,0 days 00:00:08.024648,relu,0.11435057690898862,61,0.06229993310301815,True,,none,1.1048059619600372e-05,COMPLETE
625,165.0498504638672,2026-01-02 18:12:11.013635,2026-01-02 18:12:19.031841,0 days 00:00:08.018206,silu,0.12736019722912773,64,0.09988658029204724,True,,none,1.2998010789393818e-05,COMPLETE
626,197.67200920952692,2026-01-02 18:12:19.039344,2026-01-02 18:12:26.985035,0 days 00:00:07.945691,relu,0.10001015178704677,59,0.000994241415502487,False,,none,5.540985551745714e-06,COMPLETE
627,158.38912963867188,2026-01-02 18:12:26.993036,2026-01-02 18:12:35.145204,0 days 00:00:08.152168,relu,0.1211790945046419,58,0.08026258486685577,True,,none,1.593612994756933e-05,COMPLETE
628,186.89891052246094,2026-01-02 18:12:35.153203,2026-01-02 18:12:43.104365,0 days 00:00:07.951162,relu,0.3856113205501725,64,0.008330165862462368,True,,none,9.053418678553872e-06,COMPLETE
629,158.65866088867188,2026-01-02 18:12:43.113365,2026-01-02 18:12:51.142579,0 days 00:00:08.029214,relu,0.112814358420085,60,0.07381874352382026,True,,none,1.2399196990569576e-05,COMPLETE
630,158.46560668945312,2026-01-02 18:12:51.152089,2026-01-02 18:12:59.148303,0 days 00:00:07.996214,relu,0.13253503908709466,58,0.08801222249092264,True,,none,1.549403818519057e-05,COMPLETE
631,156.89041137695312,2026-01-02 18:12:59.155303,2026-01-02 18:13:07.128844,0 days 00:00:07.973541,relu,0.10007547471271107,61,0.09957696472817415,True,,none,1.0340960314142193e-05,COMPLETE
632,161.15426635742188,2026-01-02 18:13:07.137849,2026-01-02 18:13:15.129988,0 days 00:00:07.992139,relu,0.10604231327789129,64,0.06960564421809819,True,,none,1.0254064157544302e-05,COMPLETE
633,157.58419799804688,2026-01-02 18:13:15.137992,2026-01-02 18:13:23.120614,0 days 00:00:07.982622,relu,0.10051479466081426,61,0.08016596719898186,True,,none,8.813953420423152e-06,COMPLETE
634,181.73841857910156,2026-01-02 18:13:23.129615,2026-01-02 18:13:31.183300,0 days 00:00:08.053685,relu,0.106992618561683,61,0.002969596116094543,True,,none,9.844649868909379e-06,COMPLETE
635,155.7786407470703,2026-01-02 18:13:31.191300,2026-01-02 18:13:39.234451,0 days 00:00:08.043151,relu,0.10757752548595093,57,0.09918334601312402,True,,none,7.687168470720458e-06,COMPLETE
636,162.5377655029297,2026-01-02 18:13:39.242455,2026-01-02 18:13:47.319087,0 days 00:00:08.076632,relu,0.2890222275601889,59,0.09981261492771663,True,,none,8.330997573860762e-06,COMPLETE
637,176.74087524414062,2026-01-02 18:13:47.326085,2026-01-02 18:13:55.846362,0 days 00:00:08.520277,gelu,0.11354609244374493,57,0.08652075799466818,True,,minmax,9.281972799582353e-06,COMPLETE
638,160.0392608642578,2026-01-02 18:13:55.854868,2026-01-02 18:14:03.952505,0 days 00:00:08.097637,relu,0.11114509157425195,64,0.05833302243472582,True,,none,7.465568142489287e-06,COMPLETE
639,158.68499755859375,2026-01-02 18:14:03.963014,2026-01-02 18:14:12.005151,0 days 00:00:08.042137,relu,0.10698923831703328,57,0.06982592273529344,True,,none,7.953993175986656e-06,COMPLETE
640,158.54063415527344,2026-01-02 18:14:12.014152,2026-01-02 18:14:20.043311,0 days 00:00:08.029159,relu,0.10025917677865515,61,0.08823364572484921,True,,none,4.821997162909512e-06,COMPLETE
641,156.2085723876953,2026-01-02 18:14:20.052313,2026-01-02 18:14:28.093018,0 days 00:00:08.040705,relu,0.11698591329784717,57,0.09942900726625316,True,,none,7.459153955939424e-06,COMPLETE
642,168.6303253173828,2026-01-02 18:14:28.102017,2026-01-02 18:14:36.150205,0 days 00:00:08.048188,relu,0.4103160469364343,55,0.09881581550579266,True,,none,6.735541410896345e-06,COMPLETE
643,165.03085327148438,2026-01-02 18:14:36.159206,2026-01-02 18:14:44.207838,0 days 00:00:08.048632,relu,0.31899931733016856,55,0.09977892361274468,True,,none,5.747858180976287e-06,COMPLETE
644,156.9494171142578,2026-01-02 18:14:44.215839,2026-01-02 18:14:52.240017,0 days 00:00:08.024178,relu,0.10000633788947584,57,0.07894921602000331,True,,none,7.02013665459235e-06,COMPLETE
645,159.0026092529297,2026-01-02 18:14:52.248021,2026-01-02 18:15:00.330245,0 days 00:00:08.082224,relu,0.1210306457283179,57,0.06361306354685403,True,,none,6.35526331986348e-06,COMPLETE
646,165.0364532470703,2026-01-02 18:15:00.339243,2026-01-02 18:15:08.813954,0 days 00:00:08.474711,mish,0.11243330678016007,57,0.07754952668940665,True,,none,6.710110781546865e-06,COMPLETE
647,197.57562676323784,2026-01-02 18:15:08.822955,2026-01-02 18:15:16.659044,0 days 00:00:07.836089,relu,0.10683131676825072,54,0.0009943676605910804,False,,none,7.119704073544228e-06,COMPLETE
648,178.14260864257812,2026-01-02 18:15:16.666563,2026-01-02 18:15:24.601174,0 days 00:00:07.934611,relu,0.11762138913575683,59,0.0057822856731399724,True,,none,7.4328509920674455e-06,COMPLETE
649,160.1413116455078,2026-01-02 18:15:24.609175,2026-01-02 18:15:32.570293,0 days 00:00:07.961118,relu,0.10834493592951727,55,0.05325385215805618,True,,none,5.835838323440341e-06,COMPLETE
