number,value,datetime_start,datetime_complete,duration,params_activation,params_dropout,params_gaussian_noise,params_hidden_size,params_lr,params_scale_target,params_scaler,params_weight_decay,state
101,163.65524291992188,2026-01-20 17:11:06.904696,2026-01-20 17:11:09.078493,0 days 00:00:02.173797,relu,0.15249233676312596,0.010210431354376243,26,0.08548194194496486,True,standard,3.841406090663339e-05,COMPLETE
102,160.2337646484375,2026-01-20 17:11:09.082549,2026-01-20 17:11:11.242978,0 days 00:00:02.160429,relu,0.11754698548711359,0.025197515382874434,23,0.09946133499780895,True,standard,0.00017961211309483775,COMPLETE
103,170.2604217529297,2026-01-20 17:11:11.248065,2026-01-20 17:11:13.615637,0 days 00:00:02.367572,relu,0.12331809937461141,0.034724575921506705,19,0.076467526616246,True,standard,7.876986218264706e-05,COMPLETE
104,158.7821807861328,2026-01-20 17:11:13.621235,2026-01-20 17:11:15.775897,0 days 00:00:02.154662,relu,0.10627574476867521,0.026212774487156774,20,0.09740835965009781,True,standard,0.00017877295070849454,COMPLETE
105,164.3848876953125,2026-01-20 17:11:15.779776,2026-01-20 17:11:17.928368,0 days 00:00:02.148592,relu,0.10602120179013036,0.024296735185165237,20,0.09387197495636761,True,standard,0.00017666592952755503,COMPLETE
106,164.562255859375,2026-01-20 17:11:17.932967,2026-01-20 17:11:20.097987,0 days 00:00:02.165020,relu,0.10094715764346908,0.0332692755285475,20,0.0998089785398139,True,standard,0.0008151585152862194,COMPLETE
107,266.0982507324219,2026-01-20 17:11:20.102558,2026-01-20 17:11:22.142667,0 days 00:00:02.040109,silu,0.11631849942234658,0.029589540636259352,19,0.000977305244349411,False,minmax,0.00026333163841567455,COMPLETE
108,158.44676208496094,2026-01-20 17:11:22.147341,2026-01-20 17:11:24.490395,0 days 00:00:02.343054,relu,0.139487612435944,0.027906110513753676,62,0.06427734882316166,True,standard,7.691063559104248e-06,COMPLETE
109,160.5911102294922,2026-01-20 17:11:24.494428,2026-01-20 17:11:26.706720,0 days 00:00:02.212292,relu,0.11076049132132243,0.027352417790517176,50,0.06424424020504087,True,standard,7.4641663907399365e-06,COMPLETE
110,160.1433563232422,2026-01-20 17:11:26.710398,2026-01-20 17:11:28.999350,0 days 00:00:02.288952,relu,0.1107759474660534,0.02774418743700559,64,0.0630101636698767,True,standard,8.521266604830437e-06,COMPLETE
111,160.54542541503906,2026-01-20 17:11:29.003707,2026-01-20 17:11:31.222076,0 days 00:00:02.218369,relu,0.11267730303465087,0.028648342377861916,62,0.061261753856446624,True,standard,4.912586864989284e-06,COMPLETE
112,162.47958374023438,2026-01-20 17:11:31.226105,2026-01-20 17:11:33.425956,0 days 00:00:02.199851,relu,0.11160650179058841,0.02756515495066325,64,0.06254329101752515,True,standard,4.65467373010826e-06,COMPLETE
113,156.83363342285156,2026-01-20 17:11:33.430114,2026-01-20 17:11:35.653498,0 days 00:00:02.223384,relu,0.1209131631806777,0.039267546647251336,62,0.05342629261431023,True,standard,6.089536977622378e-06,COMPLETE
114,159.20663452148438,2026-01-20 17:11:35.657623,2026-01-20 17:11:37.878226,0 days 00:00:02.220603,relu,0.12444674889153633,0.03726764205468424,62,0.050675215454111924,True,standard,7.556705003818822e-06,COMPLETE
115,165.66519165039062,2026-01-20 17:11:37.882471,2026-01-20 17:11:40.089242,0 days 00:00:02.206771,relu,0.10654232144229721,0.04154447310148436,61,0.03785195844800631,True,standard,8.417382000713104e-06,COMPLETE
116,163.2834930419922,2026-01-20 17:11:40.093337,2026-01-20 17:11:42.395263,0 days 00:00:02.301926,relu,0.12591429115874575,0.03637158964170458,62,0.0516170178879758,True,standard,3.2907994916744655e-06,COMPLETE
117,177.3616485595703,2026-01-20 17:11:42.399580,2026-01-20 17:11:44.896869,0 days 00:00:02.497289,mish,0.14266236497128473,0.030477703239495696,57,0.04213892976821192,True,standard,6.2687984600871385e-06,COMPLETE
118,167.62255859375,2026-01-20 17:11:44.901341,2026-01-20 17:11:47.136249,0 days 00:00:02.234908,relu,0.10149886075314796,0.04825497218648688,57,0.03246898980189977,True,standard,1.1256899282646056e-05,COMPLETE
119,158.49850463867188,2026-01-20 17:11:47.140211,2026-01-20 17:11:49.416285,0 days 00:00:02.276074,relu,0.1112595870205007,0.043792000971620344,62,0.05402322287461122,True,standard,7.364029697665665e-06,COMPLETE
120,182.9049530029297,2026-01-20 17:11:49.421331,2026-01-20 17:11:51.675653,0 days 00:00:02.254322,relu,0.12154324883573601,0.04450603035130388,54,0.05312668166380708,True,none,5.117923720492049e-06,COMPLETE
121,157.1648406982422,2026-01-20 17:11:51.679675,2026-01-20 17:11:54.028709,0 days 00:00:02.349034,relu,0.11140621637226339,0.03960974933076818,59,0.06803611776993247,True,standard,7.596847433371949e-06,COMPLETE
122,161.87179565429688,2026-01-20 17:11:54.033143,2026-01-20 17:11:56.254251,0 days 00:00:02.221108,relu,0.1148208799783421,0.03983414068877509,59,0.07183699949710763,True,standard,9.128713258605722e-06,COMPLETE
