number,value,datetime_start,datetime_complete,duration,params_activation,params_dropout,params_hidden_size,params_lr,params_scale_target,params_scaler_post_pca,params_weight_decay,state
145,,2026-01-02 14:41:03.132472,2026-01-02 14:41:40.735764,0 days 00:00:37.603292,mish,0.2093959838460549,14,0.09288503538097338,False,minmax,0.0004407226081838338,FAIL
146,,2026-01-02 14:41:40.741592,2026-01-02 14:42:22.610676,0 days 00:00:41.869084,mish,0.2144169222742469,48,0.09508063339463589,False,minmax,0.0004300156517448624,FAIL
147,,2026-01-02 14:42:22.616367,2026-01-02 14:43:00.892497,0 days 00:00:38.276130,mish,0.21136911046421053,14,0.09350116625170411,False,minmax,0.0004240306640991067,FAIL
148,,2026-01-02 14:43:00.899837,2026-01-02 14:43:43.486753,0 days 00:00:42.586916,mish,0.2191708835070984,50,0.09381452824733998,False,minmax,0.0005040531115480586,FAIL
149,,2026-01-02 14:43:43.493421,2026-01-02 14:44:25.946539,0 days 00:00:42.453118,mish,0.21987242969605106,48,0.08572500772078456,False,minmax,0.0004277008872253452,FAIL
150,,2026-01-02 14:44:25.956618,2026-01-02 14:45:08.349836,0 days 00:00:42.393218,mish,0.21487289511785407,50,0.07745064968788228,False,minmax,0.00047595324781562467,FAIL
151,,2026-01-02 14:45:08.356065,2026-01-02 14:45:47.977349,0 days 00:00:39.621284,mish,0.2139854057500466,34,0.07621222100174431,False,minmax,0.0004307069305684372,FAIL
152,,2026-01-02 14:45:47.983395,2026-01-02 14:46:25.966122,0 days 00:00:37.982727,mish,0.2188857938475575,14,0.0848051313640292,False,minmax,0.0004642680345923711,FAIL
153,,2026-01-02 14:46:25.973366,2026-01-02 14:47:04.043627,0 days 00:00:38.070261,mish,0.21698775199227066,13,0.0965900700256466,False,minmax,0.000429422679326533,FAIL
154,,2026-01-02 14:47:04.050094,2026-01-02 14:47:46.378798,0 days 00:00:42.328704,mish,0.21645416257811834,49,0.09226573712166303,False,minmax,0.0004074535679802715,FAIL
155,,2026-01-02 14:47:46.384951,2026-01-02 14:48:28.620015,0 days 00:00:42.235064,mish,0.2166990018730418,48,0.09645707804191694,False,minmax,0.0004235884815584338,FAIL
156,,2026-01-02 14:48:28.626579,2026-01-02 14:49:06.719683,0 days 00:00:38.093104,mish,0.2169125639049311,14,0.09225308132906496,False,minmax,0.0004451896236551845,FAIL
157,,2026-01-02 14:49:06.726225,2026-01-02 14:49:46.214287,0 days 00:00:39.488062,mish,0.21235260766253183,31,0.09309046472500565,False,minmax,0.0004631963652103484,FAIL
158,,2026-01-02 14:49:46.221059,2026-01-02 14:50:28.720374,0 days 00:00:42.499315,mish,0.21642595473590354,49,0.09177272658703989,False,minmax,0.0004374532116749783,FAIL
159,,2026-01-02 14:50:28.726465,2026-01-02 14:51:11.460506,0 days 00:00:42.734041,mish,0.20662779538743936,49,0.08766667227800863,False,minmax,0.0004305377047928926,FAIL
160,,2026-01-02 14:51:11.471158,2026-01-02 14:51:49.518326,0 days 00:00:38.047168,mish,0.2127703638968362,14,0.09482944088929425,False,minmax,0.0004002910645771512,FAIL
161,,2026-01-02 14:51:49.524376,2026-01-02 14:52:27.821829,0 days 00:00:38.297453,mish,0.2126678319693141,14,0.08344826290179753,False,minmax,0.0004488238210148102,FAIL
162,,2026-01-02 14:52:27.828817,2026-01-02 14:53:10.443488,0 days 00:00:42.614671,mish,0.2142779626771401,48,0.08895445562093181,False,minmax,0.0004089135018348131,FAIL
163,,2026-01-02 14:53:10.449941,2026-01-02 14:53:48.497851,0 days 00:00:38.047910,mish,0.21584983908877148,13,0.09805707478949278,False,minmax,0.0004239387819304945,FAIL
164,,2026-01-02 14:53:48.505411,2026-01-02 14:54:30.771689,0 days 00:00:42.266278,mish,0.21514701216423168,48,0.09105419672557749,False,minmax,0.0004648535398309084,FAIL
165,,2026-01-02 14:54:30.778110,2026-01-02 14:55:08.984551,0 days 00:00:38.206441,mish,0.2192495289297572,14,0.09699917874442152,False,minmax,0.0004958416813218951,FAIL
166,,2026-01-02 14:55:08.991846,2026-01-02 14:55:51.838963,0 days 00:00:42.847117,mish,0.22210894974813783,50,0.09535938648515706,False,minmax,0.0004022216472150396,FAIL
167,,2026-01-02 14:55:51.846684,2026-01-02 14:56:29.968214,0 days 00:00:38.121530,mish,0.21299956485711216,14,0.09082553865625935,False,minmax,0.0003701282050301577,FAIL
168,,2026-01-02 14:56:29.973910,2026-01-02 14:57:08.204574,0 days 00:00:38.230664,mish,0.2176085192528882,14,0.09415338133167879,False,minmax,0.00044013236041449787,FAIL
169,,2026-01-02 14:57:08.213446,2026-01-02 14:57:46.633422,0 days 00:00:38.419976,mish,0.2089439765016254,14,0.09387260124525117,False,minmax,0.00038712763785254045,FAIL
170,,2026-01-02 14:57:46.639893,2026-01-02 14:58:29.105716,0 days 00:00:42.465823,mish,0.21306013566662635,48,0.0901204746703644,False,minmax,0.0004410698547627107,FAIL
171,,2026-01-02 14:58:29.113968,2026-01-02 14:59:07.303095,0 days 00:00:38.189127,mish,0.2093639698010777,14,0.09379848973804165,False,minmax,0.0003709778832574312,FAIL
172,,2026-01-02 14:59:07.309730,2026-01-02 14:59:47.228466,0 days 00:00:39.918736,mish,0.21391493225026426,31,0.08623797551466941,False,minmax,0.00036921888115036306,FAIL
173,,2026-01-02 14:59:47.235226,2026-01-02 15:00:25.546950,0 days 00:00:38.311724,mish,0.20831230463058564,14,0.07685480569970812,False,minmax,0.00035441575025762855,FAIL
174,,2026-01-02 15:00:25.553258,2026-01-02 15:01:08.569928,0 days 00:00:43.016670,mish,0.20844836182132898,49,0.09816928468988961,False,minmax,0.000389357107977183,FAIL
175,,2026-01-02 15:01:08.577483,2026-01-02 15:01:51.554398,0 days 00:00:42.976915,mish,0.21565569681168317,47,0.09560709990061074,False,minmax,0.000403487272214217,FAIL
176,,2026-01-02 15:01:51.560853,2026-01-02 15:02:29.948259,0 days 00:00:38.387406,mish,0.23858579684757136,14,0.09148947819803946,False,minmax,0.0005193155195123836,FAIL
177,,2026-01-02 15:02:29.954471,2026-01-02 15:03:15.225967,0 days 00:00:45.271496,mish,0.21420947648381203,47,0.09900333520270707,False,minmax,0.00043051867386700475,FAIL
178,,2026-01-02 15:03:15.236387,2026-01-02 15:03:58.973438,0 days 00:00:43.737051,mish,0.2270428074601555,48,0.09863490979946005,False,minmax,0.00038869949265910714,FAIL
179,,2026-01-02 15:03:58.979829,2026-01-02 15:04:42.639290,0 days 00:00:43.659461,mish,0.21847167958076502,47,0.08876188878404494,False,minmax,0.00039506749146265603,FAIL
180,,2026-01-02 15:04:42.645717,2026-01-02 15:05:26.180600,0 days 00:00:43.534883,mish,0.21061399447593804,50,0.09985961607143229,False,minmax,0.0003934779675111418,FAIL
181,,2026-01-02 15:05:26.186241,2026-01-02 15:06:09.500153,0 days 00:00:43.313912,mish,0.21076595524747194,47,0.0847921257591442,False,minmax,0.00041142437011797156,FAIL
182,,2026-01-02 15:06:09.506562,2026-01-02 15:06:52.913230,0 days 00:00:43.406668,mish,0.21673686965895397,47,0.09931682389213353,False,minmax,0.00047307554321333157,FAIL
183,,2026-01-02 15:06:52.919271,2026-01-02 15:07:36.326375,0 days 00:00:43.407104,mish,0.21390168059710796,49,0.08618236678602481,False,minmax,0.000408997434754447,FAIL
184,,2026-01-02 15:07:36.332224,2026-01-02 15:08:15.414216,0 days 00:00:39.081992,mish,0.20933135481376686,14,0.09194733577122662,False,minmax,0.00038357880208876805,FAIL
185,,2026-01-02 15:08:15.420801,2026-01-02 15:08:58.610900,0 days 00:00:43.190099,mish,0.2214189018655958,49,0.09601809424417705,False,minmax,0.0004513526514036447,FAIL
186,,2026-01-02 15:08:58.617035,2026-01-02 15:09:36.950582,0 days 00:00:38.333547,mish,0.21418250394141325,14,0.08421999808634112,False,minmax,0.0004890034548111793,FAIL
187,,2026-01-02 15:09:36.956721,2026-01-02 15:10:17.169400,0 days 00:00:40.212679,mish,0.21695231066902826,31,0.09915319967383579,False,minmax,0.00036771275076153727,FAIL
188,,2026-01-02 15:10:17.175641,2026-01-02 15:34:54.453870,0 days 00:24:37.278229,mish,0.2139718712436719,50,0.08307664562699911,False,minmax,0.00042858546933894715,FAIL
189,,2026-01-02 15:34:54.465535,2026-01-02 15:35:30.933555,0 days 00:00:36.468020,mish,0.2179343149094574,32,0.09581995538262239,False,minmax,0.00043275129088746043,FAIL
190,,2026-01-02 15:35:30.938871,2026-01-02 15:36:04.206885,0 days 00:00:33.268014,mish,0.21342111223753862,14,0.0989410574575838,False,minmax,0.00034734583244036435,FAIL
191,,2026-01-02 15:36:04.211878,2026-01-02 15:36:37.387285,0 days 00:00:33.175407,mish,0.22018542690487153,14,0.058404494221806845,False,minmax,0.0004241932989015585,FAIL
192,,2026-01-02 15:36:37.392801,2026-01-02 15:37:14.354835,0 days 00:00:36.962034,mish,0.21495926728859271,48,0.08009791911530842,False,minmax,0.00041291396816355366,FAIL
193,,2026-01-02 15:37:14.359892,2026-01-02 15:37:50.210786,0 days 00:00:35.850894,mish,0.19123862045039364,30,0.06543930965739311,False,minmax,0.0004314871585577464,FAIL
194,,2026-01-02 15:37:50.216137,2026-01-02 15:38:27.018760,0 days 00:00:36.802623,mish,0.21763807016615727,31,0.09938538015537242,False,minmax,0.0005148301922080231,FAIL
195,,2026-01-02 15:38:27.024446,2026-01-02 15:39:02.938199,0 days 00:00:35.913753,mish,0.21472097835375453,14,0.0934534151474725,False,minmax,0.0004198867416786451,FAIL
196,,2026-01-02 15:39:02.944164,2026-01-02 15:39:40.434654,0 days 00:00:37.490490,mish,0.21668637721904,30,0.07863645393268812,False,minmax,0.0004175073245249229,FAIL
197,,2026-01-02 15:39:40.440431,2026-01-02 15:40:16.797247,0 days 00:00:36.356816,mish,0.20006816971564698,14,0.0967000384708694,False,minmax,0.00042664143604419794,FAIL
198,,2026-01-02 15:40:16.802824,2026-01-02 15:40:55.230421,0 days 00:00:38.427597,mish,0.21970825675539868,30,0.09013276089573662,False,minmax,0.0003627048907321284,FAIL
199,,2026-01-02 15:40:55.236439,2026-01-02 15:41:32.410769,0 days 00:00:37.174330,mish,0.21152183301115351,14,0.09713197304293188,False,minmax,0.00045374294730853867,FAIL
200,,2026-01-02 15:41:32.416632,2026-01-02 15:42:13.388070,0 days 00:00:40.971438,mish,0.20701471026206886,48,0.08858095440555054,False,minmax,0.0004643436931428549,FAIL
201,,2026-01-02 15:42:13.394632,2026-01-02 15:42:50.728157,0 days 00:00:37.333525,mish,0.2190439305494676,14,0.09647118977430179,False,minmax,0.0003402207600356949,FAIL
202,,2026-01-02 15:42:50.733851,2026-01-02 15:43:28.653791,0 days 00:00:37.919940,mish,0.20792320934291086,14,0.07822413851199445,False,minmax,0.0004031090528554976,FAIL
203,,2026-01-02 15:43:28.661055,2026-01-02 15:44:06.687104,0 days 00:00:38.026049,mish,0.22659969476561936,14,0.08657854035022004,False,minmax,0.0003893399459634877,FAIL
204,,2026-01-02 15:44:06.693322,2026-01-02 15:44:44.252957,0 days 00:00:37.559635,mish,0.21679762411332748,14,0.09902473145584544,False,minmax,0.000443040810869555,FAIL
205,,2026-01-02 15:44:44.258522,2026-01-02 15:45:22.100819,0 days 00:00:37.842297,mish,0.19735010311303608,14,0.09902544828952001,False,minmax,0.00043465486094389227,FAIL
206,,2026-01-02 15:45:22.106604,2026-01-02 15:46:00.336234,0 days 00:00:38.229630,mish,0.22337684262735813,14,0.09706198894986208,False,minmax,0.00043507557366004264,FAIL
207,,2026-01-02 15:46:00.342659,2026-01-02 15:46:42.578554,0 days 00:00:42.235895,mish,0.21688228684062152,47,0.09065614305187336,False,minmax,0.00042891419032235365,FAIL
208,,2026-01-02 15:46:42.584370,2026-01-02 15:47:20.758496,0 days 00:00:38.174126,mish,0.21526608713958603,14,0.09615913026944231,False,minmax,0.0004275381428760583,FAIL
209,,2026-01-02 15:47:20.764324,2026-01-02 15:47:58.881850,0 days 00:00:38.117526,mish,0.21528123862738835,14,0.09045333403807633,False,minmax,0.0004319269803782375,FAIL
210,,2026-01-02 15:47:58.887739,2026-01-02 15:48:44.315543,0 days 00:00:45.427804,mish,0.2133793318801952,49,0.08805577986255718,False,minmax,0.0004348766512439089,FAIL
211,,2026-01-02 15:48:44.322605,2026-01-02 16:04:36.454657,0 days 00:15:52.132052,mish,0.21611302250829575,14,0.08960749662777283,False,minmax,0.00043737785693613487,FAIL
212,,2026-01-02 16:04:36.465031,2026-01-02 16:05:09.978802,0 days 00:00:33.513771,mish,0.21830662431939307,14,0.07647182646497036,False,minmax,0.000447240956225048,FAIL
213,,2026-01-02 16:05:09.985941,2026-01-02 16:05:52.618923,0 days 00:00:42.632982,mish,0.20101999388869768,49,0.09162805351656789,False,minmax,0.00046730221919353524,FAIL
214,,2026-01-02 16:05:52.626445,2026-01-02 16:06:33.342321,0 days 00:00:40.715876,mish,0.20994500302119087,48,0.08713684741067816,False,minmax,0.0004413538101193648,FAIL
215,,2026-01-02 16:06:33.348264,2026-01-02 16:07:21.007892,0 days 00:00:47.659628,mish,0.21533770797566454,31,0.08031278188100278,False,minmax,0.0004483425322271546,FAIL
216,,2026-01-02 16:07:21.029439,2026-01-02 16:09:23.827883,0 days 00:02:02.798444,mish,0.21262162691004996,49,0.08611782240783465,False,minmax,0.0004520886940565172,FAIL
217,,2026-01-02 16:09:23.835229,2026-01-02 16:26:56.659571,0 days 00:17:32.824342,mish,0.2190462442610613,30,0.0869784093436469,False,minmax,0.0004138445619128961,FAIL
218,,2026-01-02 16:26:56.666296,2026-01-02 16:43:01.204370,0 days 00:16:04.538074,mish,0.21129881751319243,14,0.08760360175959091,False,minmax,0.00041187577573552597,FAIL
219,,2026-01-02 16:43:01.211054,2026-01-02 16:43:39.231927,0 days 00:00:38.020873,mish,0.20292410367566532,47,0.09466115909747544,False,minmax,0.00044529200383975536,FAIL
220,,2026-01-02 16:43:39.240397,2026-01-02 17:00:01.753847,0 days 00:16:22.513450,mish,0.21462545836341385,14,0.08186089245068748,False,minmax,0.00046218834315679176,FAIL
221,,2026-01-02 17:00:01.759988,2026-01-02 17:00:39.727310,0 days 00:00:37.967322,mish,0.2082335863456384,50,0.09843694835074464,False,minmax,0.0004828283001672922,FAIL
222,,2026-01-02 17:00:39.733449,2026-01-02 17:20:15.616811,0 days 00:19:35.883362,mish,0.20683170823310698,14,0.09946042819190519,False,minmax,0.0004041945836607309,FAIL
223,,2026-01-02 17:20:15.626126,2026-01-02 17:37:32.419117,0 days 00:17:16.792991,mish,0.21770663318660122,47,0.09243755549126541,False,minmax,0.00048786954015885134,FAIL
